player,team,position,role,owner_status,roster_status,age,fpts,fpg_raw,fpg_regressed,ros_pct,rkov,estimated_games,sample_confidence,win_now_score,dynasty_score,dynasty_minus_win_now,ip,ip_pct,whip,k_per_9,qs_rate,prospect_bonus,age_curve,mlb_overall_rank,mlb_org_rank,vor,vor_pos
Jung Hoo Lee,SF,OF,H,Greenbet,Active,27.0,169.5,2.78,2.78,84.0,105.0,60.97,1.0,82.8,73.75,-9.05,,,,,,0.0,6.0,,,26.0,OF
Robert Suarez,ATL,RP,RP,joeybats,Active,35.0,150.0,5.17,5.17,90.0,148.0,29.01,1.0,82.76,54.95,-27.81,29.2,60.19,0.82,7.71,0.0,0.0,-13.0,,,47.0,RP
Aroldis Chapman,BOS,RP,RP,zyoung51,Active,38.0,128.0,6.4,5.89,98.0,218.0,20.0,0.83,82.75,54.98,-27.76,19.2,37.13,0.94,12.19,0.0,0.0,-13.0,,,25.0,RP
Seth Lugo,KC,SP,SP,joeybats,Active,36.0,126.0,9.0,9.0,87.0,229.0,14.0,1.0,82.59,52.7,-29.89,79.1,96.94,1.35,7.51,0.57,0.0,-13.0,,,22.0,SP
Brayan Rocchio,CLE,"2B,SS",H,Sethmc44,Active,25.0,173.0,2.58,2.58,81.0,95.0,67.05,1.0,82.41,73.2,-9.21,,,,,,0.0,6.0,,,19.5,2B
Raisel Iglesias,ATL,RP,RP,Sasso,Active,36.0,128.0,6.1,5.75,97.0,217.0,20.98,0.87,82.38,54.62,-27.75,22.1,42.13,0.95,10.59,0.0,0.0,-13.0,,,25.0,RP
MacKenzie Gore,TEX,SP,SP,Sasso,Active,27.0,120.0,8.57,8.57,96.0,250.0,14.0,1.0,82.25,71.72,-10.54,71.0,90.65,1.35,9.63,0.29,0.0,5.0,,,16.0,SP
Trea Turner,PHI,SS,H,JMerkle,Active,32.0,165.5,2.47,2.47,99.0,116.0,67.0,1.0,82.17,64.89,-17.28,,,,,,0.0,-5.0,,,10.0,SS
Spencer Steer,CIN,"1B,OF",H,Jpanner,Active,28.0,167.0,2.57,2.57,91.0,112.0,64.98,1.0,81.59,68.22,-13.37,,,,,,0.0,0.0,,,23.5,OF
Dustin May,STL,SP,SP,Hutch,Active,28.0,126.0,9.69,9.69,72.0,228.0,13.0,1.0,81.54,67.45,-14.09,72.2,91.85,1.26,8.23,0.62,0.0,5.0,,,22.0,SP
Peter Lambert,HOU,SP,SP,FA,Free Agent,29.0,117.0,11.7,10.94,54.0,264.0,10.0,0.91,81.51,58.47,-23.03,57.0,80.09,1.21,8.37,0.4,0.0,0.0,,,13.0,SP
Tanner Bibee,CLE,SP,SP,kyfaess,Active,27.0,118.0,8.43,8.43,91.0,257.0,14.0,1.0,81.22,70.12,-11.1,77.0,94.54,1.23,7.36,0.5,0.0,5.0,,,14.0,SP
Riley O'Brien,STL,RP,RP,Sasso,Active,31.0,144.0,4.97,4.97,92.0,168.0,28.97,1.0,81.19,67.06,-14.13,29.1,58.61,1.17,9.59,0.0,0.0,0.0,,,41.0,RP
Ryan O'Hearn,PIT,"1B,OF",H,Coop,Active,32.0,145.0,2.74,2.74,94.0,165.0,52.92,1.0,80.85,62.3,-18.55,,,,,,0.0,-5.0,,,1.5,OF
Jackson Chourio,MIL,OF,H,Hutch,Active,22.0,116.5,3.64,3.12,99.0,265.0,32.01,0.71,80.65,78.09,-2.56,,,,,,0.0,12.0,,,-27.0,OF
Brandon Young,BAL,SP,SP,FA,Free Agent,27.0,118.0,11.8,11.03,42.0,259.0,10.0,0.91,80.36,60.79,-19.56,56.1,78.98,1.25,6.74,0.5,0.0,5.0,,,14.0,SP
Brooks Lee,MIN,"3B,SS",H,Kipp,Active,25.0,162.5,2.46,2.46,82.0,121.0,66.06,1.0,80.36,71.76,-8.61,,,,,,0.0,6.0,,,9.5,3B
Chase DeLauter,CLE,OF,H,JMerkle,Active,24.0,158.0,2.47,2.47,96.0,127.0,63.97,1.0,80.36,80.16,-0.21,,,,,,0.0,12.0,,,14.5,OF
Wilyer Abreu,BOS,OF,H,joeybats,Active,26.0,159.0,2.45,2.45,97.0,125.0,64.9,1.0,80.25,74.32,-5.94,,,,,,0.0,6.0,,,15.5,OF
Carson Benge,NYM,OF,H,Greenbet,Active,23.0,162.0,2.49,2.49,91.0,123.0,65.06,1.0,80.23,79.27,-0.97,,,,,,0.0,12.0,,,18.5,OF
Isaac Paredes,HOU,3B,H,Jpanner,Active,27.0,156.5,2.45,2.45,91.0,131.0,63.88,1.0,79.97,72.96,-7.01,,,,,,0.0,6.0,,,3.5,3B
Geraldo Perdomo,ARI,SS,H,kyfaess,Active,26.0,155.5,2.39,2.39,97.0,133.0,65.06,1.0,79.88,73.96,-5.93,,,,,,0.0,6.0,,,0.0,SS
Roki Sasaki,LAD,SP,SP,Sasso,Active,24.0,100.0,9.09,9.09,93.0,322.0,11.0,1.0,79.82,73.42,-6.4,58.0,80.74,1.26,9.31,0.27,0.0,10.0,,,-4.0,SP
JJ Bleday,CIN,OF,H,kyfaess,Reserve,28.0,143.0,3.67,3.43,82.0,172.0,38.96,0.87,79.74,64.4,-15.34,,,,,,0.0,0.0,,,-0.5,OF
Bryan Baker,TB,RP,RP,Hutch,Reserve,31.0,164.0,5.66,5.66,85.0,119.0,28.98,1.0,79.73,66.0,-13.74,27.1,53.24,1.0,9.96,0.0,0.0,0.0,,,61.0,RP
Paul Sewald,ARI,RP,RP,Sethmc44,Active,36.0,137.0,5.07,5.07,80.0,191.0,27.02,1.0,79.53,50.55,-28.98,24.1,46.11,0.75,10.08,0.0,0.0,-13.0,,,34.0,RP
Emmet Sheehan,LAD,SP,SP,kyfaess,Active,26.0,101.0,8.42,8.42,94.0,317.0,12.0,1.0,79.17,68.35,-10.82,59.1,81.2,1.22,9.75,0.42,0.0,5.0,,,-3.0,SP
Shane Baz,BAL,SP,SP,joeybats,Active,26.0,108.0,8.31,8.31,88.0,292.0,13.0,1.0,79.14,67.75,-11.38,77.0,94.54,1.38,7.71,0.31,0.0,5.0,,,4.0,SP
Ildemaro Vargas,ARI,"1B,2B",H,W (Sat),Free Agent,34.0,159.0,2.69,2.69,64.0,126.0,59.11,1.0,79.07,56.72,-22.35,,,,,,0.0,-5.0,,,5.5,2B
Sean Burke,CHW,SP,SP,Greenbet,Active,26.0,120.0,9.23,9.23,64.0,252.0,13.0,1.0,79.07,64.2,-14.87,69.2,89.35,1.18,8.71,0.23,0.0,5.0,,,16.0,SP
Mitch Keller,PIT,SP,SP,Sethmc44,Active,30.0,109.0,7.79,7.79,89.0,291.0,13.99,1.0,79.0,62.88,-16.12,75.0,93.15,1.24,6.84,0.5,0.0,0.0,,,5.0,SP
Maikel Garcia,KC,3B,H,Hutch,Active,26.0,148.0,2.39,2.39,98.0,154.0,61.92,1.0,78.89,73.18,-5.71,,,,,,0.0,6.0,,,-5.0,3B
Keider Montero,DET,"SP,RP",SP/RP,Kipp,Active,25.0,130.0,10.0,6.94,47.0,209.0,13.0,0.54,78.7,66.8,-11.9,72.1,91.39,1.01,5.99,0.38,0.0,10.0,,,27.0,RP
Vinnie Pasquantino,KC,1B,H,Kipp,Active,28.0,157.0,2.38,2.38,94.0,130.0,65.97,1.0,78.62,66.8,-11.83,,,,,,0.0,0.0,,,-29.5,1B
Kyle Bradish,BAL,SP,SP,Coop,Active,29.0,102.0,7.29,7.29,96.0,295.0,13.99,1.0,78.49,63.78,-14.7,69.1,88.61,1.55,8.86,0.36,0.0,0.0,,,-2.0,SP
Gregory Soto,PIT,RP,RP,KRetiree,Active,31.0,139.0,4.63,4.63,81.0,185.0,30.02,1.0,78.39,63.23,-15.16,29.1,58.61,0.93,10.52,0.0,0.0,0.0,,,36.0,RP
Mauricio Dubon,ATL,"2B,SS,OF",H,zyoung51,Active,31.0,157.0,2.45,2.45,75.0,129.0,64.08,1.0,78.39,63.27,-15.12,,,,,,0.0,0.0,,,13.5,OF
Shohei Ohtani,LAD,"UT,SP",SP,Greenbet,Active,31.0,235.5,3.51,3.51,100.0,15.0,67.09,1.0,78.35,70.03,-8.32,,,,,,0.0,0.0,,,131.5,SP
Robbie Ray,SF,SP,SP,Kipp,Active,34.0,104.0,7.43,7.43,91.0,303.0,14.0,1.0,78.32,56.63,-21.69,73.1,92.41,1.4,8.13,0.29,0.0,-6.0,,,0.0,SP
Cade Cavalli,WSH,SP,SP,Jpanner,Active,27.0,112.0,8.0,8.0,80.0,281.0,14.0,1.0,78.29,66.08,-12.22,69.2,89.35,1.45,9.88,0.36,0.0,5.0,,,8.0,SP
Alex Bregman,CHC,3B,H,JMerkle,Active,32.0,155.0,2.28,2.28,98.0,135.0,67.98,1.0,78.25,62.21,-16.03,,,,,,0.0,-5.0,,,2.0,3B
Konnor Griffin,PIT,SS,H,Coop,Reserve,20.0,142.0,2.78,2.78,98.0,174.0,51.08,1.0,78.0,83.3,5.3,,,,,,0.0,17.0,,,-13.5,SS
Andrew Abbott,CIN,SP,SP,KRetiree,Active,27.0,104.0,7.43,7.43,88.0,300.0,14.0,1.0,77.98,66.97,-11.01,74.2,92.87,1.42,6.43,0.43,0.0,5.0,,,0.0,SP
Sam Antonacci,CHW,"2B,3B,SS,OF",H,Sasso,Active,23.0,131.5,2.68,2.68,73.0,205.0,49.07,1.0,77.91,73.13,-4.78,,,,,,0.0,12.0,,,-12.0,OF
Trey Yesavage,TOR,SP,SP,Sasso,Active,22.0,90.0,11.25,9.09,98.0,387.0,8.0,0.73,77.8,75.93,-1.87,42.2,74.91,1.18,9.38,0.25,0.0,14.0,,,-14.0,SP
Kazuma Okamoto,TOR,"1B,3B",H,Greenbet,Active,29.0,153.0,2.28,2.28,96.0,141.0,67.11,1.0,77.73,66.45,-11.28,,,,,,0.0,0.0,,,0.0,3B
Matt Chapman,SF,3B,H,Kipp,Reserve,33.0,169.5,2.49,2.49,88.0,104.0,68.07,1.0,77.46,60.61,-16.85,,,,,,0.0,-5.0,,,16.5,3B
Xander Bogaerts,SD,SS,H,Coop,Active,33.0,150.0,2.38,2.38,86.0,147.0,63.03,1.0,77.44,59.38,-18.06,,,,,,0.0,-5.0,,,-5.5,SS
Mickey Moniak,COL,OF,H,Sasso,Reserve,28.0,132.0,3.07,3.02,92.0,203.0,43.0,0.96,77.35,64.29,-13.06,,,,,,0.0,0.0,,,-11.5,OF
Chad Patrick,MIL,"SP,RP",SP/RP,Kipp,Active,27.0,122.0,6.78,5.91,57.0,246.0,17.99,0.75,77.3,62.1,-15.2,52.2,77.87,1.25,7.07,0.06,0.0,5.0,,,19.0,RP
Bryce Miller,SEA,SP,SP,Hutch,Active,27.0,88.0,17.6,9.81,91.0,395.0,5.0,0.45,77.24,65.21,-12.03,27.0,52.22,0.78,9.67,0.2,0.0,5.0,,,-16.0,SP
Grant Taylor,CHW,"SP,RP",SP/RP,Hutch,Active,24.0,128.0,4.92,4.92,70.0,221.0,26.02,1.0,77.24,69.91,-7.33,34.2,69.35,1.05,13.42,0.0,0.0,10.0,,,25.0,RP
Grant Holmes,ATL,SP,SP,joeybats,Active,30.0,109.0,8.38,8.38,70.0,283.0,13.01,1.0,77.16,58.63,-18.53,66.2,87.04,1.34,8.02,0.38,0.0,0.0,,,5.0,SP
Travis Bazzana,CLE,2B,H,KRetiree,Active,23.0,114.5,2.94,2.79,89.0,271.0,38.95,0.87,77.0,74.2,-2.8,,,,,,0.0,12.0,,,-39.0,2B
Fernando Tatis Jr.,SD,"2B,OF",H,Kipp,Active,27.0,148.0,2.24,2.24,99.0,156.0,66.07,1.0,76.29,71.92,-4.37,,,,,,0.0,6.0,,,4.5,OF
Seiya Suzuki,CHC,"OF,UT",H,Sethmc44,Active,31.0,132.0,2.4,2.4,98.0,204.0,55.0,1.0,76.08,64.66,-11.42,,,,,,0.0,0.0,,,-11.5,OF
Dylan Lee,ATL,RP,RP,JMerkle,Active,31.0,148.0,4.62,4.62,57.0,155.0,32.03,1.0,76.02,58.23,-17.79,31.0,63.98,0.61,11.32,0.0,0.0,0.0,,,45.0,RP
Curtis Mead,WSH,"1B,3B",H,Kipp,Reserve,25.0,151.5,2.81,2.81,66.0,145.0,53.91,1.0,75.79,65.93,-9.86,,,,,,0.0,6.0,,,-1.5,3B
Martin Perez,ATL,SP,SP,Jpanner,Active,35.0,117.0,9.0,9.0,45.0,262.0,13.0,1.0,75.63,40.72,-34.91,56.2,79.54,1.07,7.53,0.08,0.0,-13.0,,,13.0,SP
Jack Leiter,TEX,SP,SP,Jpanner,Active,26.0,95.0,7.31,7.31,87.0,348.0,13.0,1.0,75.54,64.51,-11.03,71.0,90.65,1.37,9.63,0.15,0.0,5.0,,,-9.0,SP
David Bednar,NYY,RP,RP,JMerkle,Active,31.0,113.0,4.19,4.19,96.0,275.0,26.97,1.0,75.51,62.57,-12.93,27.2,54.35,1.43,10.92,0.0,0.0,0.0,,,10.0,RP
Matt McLain,CIN,2B,H,Greenbet,Active,26.0,149.5,2.34,2.34,80.0,149.0,63.89,1.0,75.5,68.21,-7.29,,,,,,0.0,6.0,,,-4.0,2B
Randy Vasquez,SD,SP,SP,kyfaess,Reserve,27.0,116.0,8.92,8.92,77.0,267.0,13.0,1.0,75.47,64.3,-11.18,69.1,88.61,1.3,6.9,0.31,0.0,5.0,,,12.0,SP
Paul Goldschmidt,NYY,1B,H,FA,Free Agent,38.0,129.0,3.07,2.99,51.0,212.0,42.02,0.93,75.39,43.67,-31.72,,,,,,0.0,-12.0,,,-57.5,1B
Gleyber Torres,DET,2B,H,kyfaess,Active,29.0,113.0,2.83,2.72,84.0,277.0,39.93,0.89,75.35,60.29,-15.06,,,,,,0.0,0.0,,,-40.5,2B
Spencer Strider,ATL,SP,SP,KRetiree,Active,27.0,79.0,11.29,8.39,99.0,428.0,7.0,0.64,75.18,64.88,-10.3,36.0,70.56,1.28,10.75,0.29,0.0,5.0,,,-25.0,SP
Jakob Marsee,MIA,OF,H,Hutch,Reserve,24.0,162.5,2.43,2.43,88.0,122.0,66.87,1.0,75.02,75.93,0.91,,,,,,0.0,12.0,,,19.0,OF
Chase Meidroth,CHW,"2B,SS",H,Kipp,Active,24.0,149.5,2.3,2.3,72.0,150.0,65.0,1.0,74.73,72.34,-2.4,,,,,,0.0,12.0,,,-4.0,2B
Christian Yelich,MIL,UT,H,joeybats,Reserve,34.0,116.5,3.15,2.92,98.0,266.0,36.98,0.82,74.57,57.61,-16.96,,,,,,0.0,-5.0,,,,
Jackson Merrill,SD,OF,H,kyfaess,Active,23.0,142.0,2.22,2.22,98.0,175.0,63.96,1.0,74.56,76.42,1.86,,,,,,0.0,12.0,,,-1.5,OF
Dansby Swanson,CHC,SS,H,KRetiree,Active,32.0,145.5,2.24,2.24,85.0,163.0,64.96,1.0,74.51,57.29,-17.21,,,,,,0.0,-5.0,,,-10.0,SS
Willy Adames,SF,SS,H,kyfaess,Reserve,30.0,155.5,2.32,2.32,95.0,132.0,67.03,1.0,74.49,64.7,-9.79,,,,,,0.0,0.0,,,0.0,SS
Rafael Devers,SF,1B,H,Coop,Active,29.0,149.0,2.16,2.16,99.0,151.0,68.98,1.0,74.43,65.01,-9.42,,,,,,0.0,0.0,,,-37.5,1B
Nolan Arenado,ARI,3B,H,joeybats,Active,35.0,147.0,2.3,2.3,75.0,158.0,63.91,1.0,74.29,48.48,-25.82,,,,,,0.0,-12.0,,,-6.0,3B
Ezequiel Duran,TEX,"2B,SS,OF",H,kyfaess,Reserve,27.0,151.5,2.52,2.52,73.0,144.0,60.12,1.0,74.27,66.39,-7.88,,,,,,0.0,6.0,,,8.0,OF
Jeremy Pena,HOU,SS,H,CLANK,Active,28.0,96.0,3.0,2.67,95.0,343.0,32.0,0.71,74.12,60.29,-13.84,,,,,,0.0,0.0,,,-59.5,SS
Framber Valdez,DET,SP,SP,Hutch,Reserve,32.0,101.0,7.21,7.21,98.0,315.0,14.01,1.0,74.03,55.34,-18.7,77.2,95.19,1.35,7.11,0.5,0.0,-6.0,,,-3.0,SP
Spencer Horwitz,PIT,1B,H,GoldTY,Reserve,28.0,164.5,2.57,2.57,65.0,118.0,64.01,1.0,73.95,59.29,-14.66,,,,,,0.0,0.0,,,-22.0,1B
Teoscar Hernandez,LAD,OF,H,CLANK,Reserve,33.0,131.5,2.58,2.58,95.0,206.0,50.97,1.0,73.9,57.91,-15.99,,,,,,0.0,-5.0,,,-12.0,OF
Seranthony Dominguez,CHW,RP,RP,Sethmc44,Active,31.0,117.0,4.33,4.33,76.0,263.0,27.02,1.0,73.84,58.31,-15.52,25.0,47.87,1.12,10.44,0.0,0.0,0.0,,,14.0,RP
Aaron Ashby,MIL,RP,RP,CLANK,Active,28.0,123.0,4.1,4.1,71.0,240.0,30.0,1.0,73.54,62.71,-10.83,41.0,74.17,1.39,12.29,0.0,0.0,5.0,,,20.0,RP
Kody Clemens,MIN,"1B,2B,OF",H,FA,Free Agent,30.0,143.5,2.52,2.52,52.0,169.0,56.94,1.0,73.53,55.71,-17.82,,,,,,0.0,0.0,,,0.0,OF
Jake Burger,TEX,1B,H,zyoung51,Reserve,30.0,162.0,2.45,2.45,75.0,124.0,66.12,1.0,73.5,60.73,-12.77,,,,,,0.0,0.0,,,-24.5,1B
Gabriel Moreno,ARI,C,H,kyfaess,Active,26.0,113.0,2.57,2.55,73.0,276.0,43.97,0.98,73.44,63.3,-10.14,,,,,,0.0,6.0,,,10.5,C
Brandon Nimmo,TEX,OF,H,Sethmc44,Reserve,33.0,153.0,2.32,2.32,96.0,140.0,65.95,1.0,73.41,59.14,-14.27,,,,,,0.0,-5.0,,,9.5,OF
Rico Garcia,BAL,RP,RP,Hutch,Reserve,32.0,141.0,4.7,4.7,70.0,182.0,30.0,1.0,73.4,52.62,-20.79,28.0,55.37,0.64,9.96,0.0,0.0,-6.0,,,38.0,RP
Samuel Basallo,BAL,C,H,Sasso,Active,21.0,127.5,2.2,2.2,95.0,222.0,57.95,1.0,73.32,79.27,5.95,,,,,,0.0,17.0,,,25.0,C
Stephen Kolek,KC,SP,SP,GoldTY,Active,29.0,91.0,13.0,9.48,56.0,384.0,7.0,0.64,73.16,51.93,-21.23,43.0,75.46,1.07,6.28,0.57,0.0,0.0,,,-13.0,SP
Carlos Rodon,NYY,SP,SP,JMerkle,Active,33.0,73.0,12.17,8.15,95.0,458.0,6.0,0.55,73.12,51.45,-21.68,31.0,63.98,1.19,9.87,0.5,0.0,-6.0,,,-31.0,SP
T.J. Rumfield,COL,1B,H,Sethmc44,Reserve,26.0,167.0,2.49,2.49,61.0,111.0,67.07,1.0,72.9,64.14,-8.75,,,,,,0.0,6.0,,,-19.5,1B
Nick Gonzales,PIT,"2B,3B",H,zyoung51,Active,27.0,145.0,2.3,2.3,61.0,164.0,63.04,1.0,72.59,62.92,-9.67,,,,,,0.0,6.0,,,-8.0,3B
Antonio Senzatela,COL,"SP,RP",SP/RP,joeybats,Reserve,31.0,125.0,6.25,5.76,49.0,231.0,20.0,0.83,72.55,53.39,-19.15,38.1,72.5,1.02,7.56,0.0,0.0,0.0,,,22.0,RP
Jeffrey Springs,ATH,SP,SP,Greenbet,Active,33.0,96.0,6.86,6.86,68.0,345.0,13.99,1.0,72.52,48.52,-24.0,75.0,93.15,1.29,7.56,0.29,0.0,-6.0,,,-8.0,SP
Kumar Rocker,TEX,SP,SP,Coop,Active,26.0,98.0,7.54,7.54,54.0,328.0,13.0,1.0,72.41,57.28,-15.13,65.2,86.3,1.35,7.18,0.23,0.0,5.0,,,-6.0,SP
Jo Adell,LAA,OF,H,Coop,Reserve,27.0,155.0,2.25,2.25,93.0,134.0,68.89,1.0,72.3,69.12,-3.18,,,,,,0.0,6.0,,,11.5,OF
Trevor Megill,MIL,RP,RP,joeybats,Active,32.0,101.0,4.04,4.04,87.0,316.0,25.0,1.0,72.25,52.38,-19.88,24.0,45.09,1.12,11.62,0.0,0.0,-6.0,,,-2.0,RP
Corey Seager,TEX,SS,H,Jpanner,Active,32.0,109.0,2.32,2.32,97.0,289.0,46.98,1.0,72.1,55.64,-16.47,,,,,,0.0,-5.0,,,-46.5,SS
Angel Martinez,CLE,OF,H,Greenbet,Reserve,24.0,155.0,2.42,2.42,72.0,137.0,64.05,1.0,71.99,71.12,-0.88,,,,,,0.0,12.0,,,11.5,OF
Manny Machado,SD,3B,H,KRetiree,Active,33.0,136.5,2.1,2.1,99.0,192.0,65.0,1.0,71.97,57.87,-14.11,,,,,,0.0,-5.0,,,-16.5,3B
Austin Riley,ATL,3B,H,GoldTY,Active,29.0,141.5,2.08,2.08,98.0,177.0,68.03,1.0,71.81,62.9,-8.91,,,,,,0.0,0.0,,,-11.5,3B
Troy Johnston,COL,"1B,OF",H,FA,Free Agent,28.0,150.5,2.35,2.35,52.0,146.0,64.04,1.0,71.73,55.19,-16.54,,,,,,0.0,0.0,,,7.0,OF
Jake McCarthy,COL,OF,H,FA,Free Agent,28.0,138.0,2.42,2.42,57.0,188.0,57.02,1.0,71.61,55.19,-16.42,,,,,,0.0,0.0,,,-5.5,OF
Chandler Simpson,TB,OF,H,Jpanner,Active,25.0,135.5,2.15,2.15,92.0,194.0,63.02,1.0,71.5,67.31,-4.19,,,,,,0.0,6.0,,,-8.0,OF
J.P. Crawford,SEA,SS,H,Coop,Reserve,31.0,146.0,2.61,2.61,54.0,161.0,55.94,1.0,71.49,55.12,-16.36,,,,,,0.0,0.0,,,-9.5,SS
Luis Garcia Jr.,WSH,"1B,2B",H,KRetiree,Reserve,26.0,153.5,2.44,2.44,64.0,138.0,62.91,1.0,71.46,63.37,-8.09,,,,,,0.0,6.0,,,0.0,2B
Bryson Stott,PHI,2B,H,zyoung51,Reserve,28.0,147.5,2.38,2.38,77.0,157.0,61.97,1.0,71.39,59.29,-12.1,,,,,,0.0,0.0,,,-6.0,2B
Will Smith,LAD,C,H,GoldTY,Active,31.0,115.0,2.17,2.17,97.0,270.0,53.0,1.0,71.23,60.54,-10.69,,,,,,0.0,0.0,,,12.5,C
Munetaka Murakami,CHW,"1B,3B",H,zyoung51,Inj Res,26.0,198.0,3.47,3.47,99.0,51.0,57.06,1.0,70.91,64.11,-6.8,,,,,,0.0,6.0,,,45.0,3B
Ceddanne Rafaela,BOS,OF,H,Sethmc44,Reserve,25.0,144.5,2.26,2.26,93.0,167.0,63.94,1.0,70.88,67.7,-3.19,,,,,,0.0,6.0,,,1.0,OF
Zack Gelof,ATH,"2B,3B,OF",H,FA,Free Agent,26.0,124.0,2.38,2.38,62.0,235.0,52.1,1.0,70.84,60.73,-10.11,,,,,,0.0,6.0,,,-19.5,OF
Kevin Kelly,TB,RP,RP,Greenbet,Active,28.0,124.0,4.28,4.28,44.0,237.0,28.97,1.0,70.6,56.32,-14.27,29.2,60.19,0.86,6.78,0.0,0.0,5.0,,,21.0,RP
Gavin Sheets,SD,"1B,OF",H,FA,Free Agent,30.0,138.5,2.27,2.27,61.0,186.0,61.01,1.0,70.08,55.12,-14.96,,,,,,0.0,0.0,,,-5.0,OF
Shane Drohan,MIL,"SP,RP",SP/RP,FA,Free Agent,27.0,95.0,7.31,5.48,39.0,352.0,13.0,0.54,70.02,52.81,-17.21,37.2,71.85,1.13,8.95,0.08,0.0,5.0,,,-8.0,RP
Brent Rooker,ATH,UT,H,KRetiree,Active,31.0,108.5,2.26,2.26,96.0,290.0,48.01,1.0,69.86,59.22,-10.63,,,,,,0.0,0.0,,,,
Cole Young,SEA,2B,H,Kipp,Active,22.0,149.5,2.14,2.14,66.0,170.0,69.86,1.0,69.77,68.18,-1.6,,,,,,0.0,12.0,,,-4.0,2B
Jac Caglianone,KC,OF,H,Sasso,Active,23.0,132.5,2.1,2.1,90.0,199.0,63.1,1.0,69.68,71.87,2.19,,,,,,0.0,12.0,,,-11.0,OF
Tanner Scott,LAD,RP,RP,Kipp,Active,31.0,118.0,3.93,3.93,76.0,260.0,30.03,1.0,69.61,56.09,-13.52,27.2,54.35,0.81,10.59,0.0,0.0,0.0,,,15.0,RP
Joey Cantillo,CLE,"SP,RP",SP/RP,Greenbet,Active,26.0,82.0,5.86,4.8,74.0,415.0,13.99,0.58,69.6,57.62,-11.97,67.0,87.31,1.51,8.46,0.14,0.0,5.0,,,-21.0,RP
Bo Bichette,NYM,"3B,SS",H,Sethmc44,Reserve,28.0,143.0,2.1,2.1,98.0,171.0,68.1,1.0,69.49,61.76,-7.72,,,,,,0.0,0.0,,,-10.0,3B
Ryne Nelson,ARI,"SP,RP",SP/RP,W (Sat),Free Agent,28.0,79.0,5.64,4.67,78.0,425.0,14.01,0.58,69.39,58.03,-11.36,76.1,94.07,1.24,6.74,0.36,0.0,5.0,,,-24.0,RP
Luke Keaschall,MIN,2B,H,JMerkle,Reserve,23.0,141.5,2.21,2.21,88.0,176.0,64.03,1.0,69.23,71.72,2.5,,,,,,0.0,12.0,,,-12.0,2B
Alec Bohm,PHI,3B,H,CLANK,Active,29.0,137.5,2.15,2.15,67.0,190.0,63.95,1.0,69.21,55.65,-13.56,,,,,,0.0,0.0,,,-15.5,3B
Christian Scott,NYM,SP,SP,GoldTY,Active,26.0,75.0,8.33,7.42,63.0,442.0,9.0,0.82,68.7,54.62,-14.08,40.2,73.98,1.37,10.52,0.0,0.0,5.0,,,-29.0,SP
Tyler Phillips,MIA,"SP,RP",SP/RP,FA,Free Agent,28.0,106.0,5.58,5.11,18.0,296.0,19.0,0.79,68.46,49.31,-19.15,48.1,76.76,1.31,7.67,0.0,0.0,5.0,,,3.0,RP
Jakob Junis,TEX,RP,RP,FA,Free Agent,33.0,109.0,4.54,4.54,35.0,286.0,24.01,1.0,68.23,41.44,-26.79,28.2,56.76,0.74,6.38,0.0,0.0,-6.0,,,6.0,RP
Keibert Ruiz,WSH,C,H,Sethmc44,Active,27.0,102.5,2.38,2.36,63.0,311.0,43.07,0.96,68.13,57.93,-10.2,,,,,,0.0,6.0,,,0.0,C
Andres Munoz,SEA,RP,RP,joeybats,Active,27.0,96.0,3.69,3.69,96.0,340.0,26.02,1.0,67.81,62.11,-5.69,24.1,46.11,1.37,13.82,0.0,0.0,5.0,,,-7.0,RP
Tomoyuki Sugano,COL,SP,SP,FA,Free Agent,36.0,94.0,7.23,7.23,32.0,356.0,13.0,1.0,67.8,32.27,-35.53,68.1,88.06,1.29,5.15,0.23,0.0,-13.0,,,-10.0,SP
Josh Bell,MIN,1B,H,FA,Free Agent,33.0,147.0,2.19,2.19,45.0,160.0,67.12,1.0,67.78,46.52,-21.26,,,,,,0.0,-5.0,,,-39.5,1B
Kai-Wei Teng,HOU,"SP,RP",SP/RP,W (Sat),Free Agent,27.0,94.0,4.7,4.47,50.0,366.0,20.0,0.83,67.72,53.27,-14.45,51.0,77.31,1.27,8.65,0.05,0.0,5.0,,,-9.0,RP
Tyler Glasnow,LAD,SP,SP,GoldTY,Inj Res,32.0,123.0,17.57,12.39,97.0,239.0,7.0,0.64,67.52,46.16,-21.36,39.2,73.8,0.84,11.25,0.57,0.0,-6.0,,,19.0,SP
Daulton Varsho,TOR,OF,H,kyfaess,Reserve,29.0,141.5,2.21,2.21,78.0,178.0,64.03,1.0,67.5,56.95,-10.55,,,,,,0.0,0.0,,,-2.0,OF
Gerrit Cole,NYY,SP,SP,GoldTY,Active,35.0,52.0,13.0,6.84,98.0,591.0,4.0,0.36,67.36,41.01,-26.34,22.0,41.39,1.05,7.36,0.5,0.0,-13.0,,,-52.0,SP
Abner Uribe,MIL,RP,RP,kyfaess,Active,25.0,99.0,3.96,3.96,78.0,327.0,25.0,1.0,67.31,63.87,-3.44,23.2,44.26,1.25,9.7,0.0,0.0,10.0,,,-4.0,RP
Tarik Skubal,DET,SP,SP,JMerkle,Inj Res,29.0,121.0,17.29,12.21,99.0,249.0,7.0,0.64,67.3,52.2,-15.1,43.1,75.83,0.95,9.4,0.71,0.0,0.0,,,17.0,SP
