mlb_id,name,group,season,games,fpts,fpg
660670,Ronald Acuna Jr.,hitting,2019,156.0,600.0,3.85
660670,Ronald Acuna Jr.,hitting,2020,46.0,192.0,4.17
660670,Ronald Acuna Jr.,hitting,2021,82.0,344.5,4.2
660670,Ronald Acuna Jr.,hitting,2022,119.0,353.0,2.97
660670,Ronald Acuna Jr.,hitting,2023,159.0,802.0,5.04
660670,Ronald Acuna Jr.,hitting,2024,49.0,151.5,3.09
660670,Ronald Acuna Jr.,hitting,2025,95.0,326.0,3.43
660670,Ronald Acuna Jr.,hitting,2026,53.0,171.0,3.23
657277,Logan Webb,pitching,2019,8.0,46.8,5.85
657277,Logan Webb,pitching,2020,13.0,44.8,3.45
657277,Logan Webb,pitching,2021,27.0,363.1,13.45
657277,Logan Webb,pitching,2022,32.0,427.2,13.35
657277,Logan Webb,pitching,2023,33.0,459.5,13.92
657277,Logan Webb,pitching,2024,33.0,391.5,11.86
657277,Logan Webb,pitching,2025,34.0,466.9,13.73
657277,Logan Webb,pitching,2026,12.0,145.2,12.1
608331,Max Fried,pitching,2017,9.0,30.4,3.38
608331,Max Fried,pitching,2018,14.0,77.8,5.56
608331,Max Fried,pitching,2019,33.0,330.5,10.02
608331,Max Fried,pitching,2020,11.0,153.9,13.99
608331,Max Fried,pitching,2021,28.0,393.8,14.06
608331,Max Fried,pitching,2022,30.0,477.5,15.92
608331,Max Fried,pitching,2023,14.0,207.9,14.85
608331,Max Fried,pitching,2024,29.0,373.1,12.87
608331,Max Fried,pitching,2025,32.0,483.2,15.1
608331,Max Fried,pitching,2026,10.0,134.5,13.45
592450,Aaron Judge,hitting,2016,27.0,35.0,1.3
592450,Aaron Judge,hitting,2017,155.0,609.0,3.93
592450,Aaron Judge,hitting,2018,112.0,365.0,3.26
592450,Aaron Judge,hitting,2019,102.0,323.5,3.17
592450,Aaron Judge,hitting,2020,28.0,91.0,3.25
592450,Aaron Judge,hitting,2021,148.0,480.0,3.24
592450,Aaron Judge,hitting,2022,157.0,699.5,4.46
592450,Aaron Judge,hitting,2023,106.0,402.0,3.79
592450,Aaron Judge,hitting,2024,158.0,712.5,4.51
592450,Aaron Judge,hitting,2025,152.0,677.0,4.45
592450,Aaron Judge,hitting,2026,59.0,202.0,3.42
677594,Julio Rodriguez,hitting,2022,132.0,430.5,3.26
677594,Julio Rodriguez,hitting,2023,155.0,542.5,3.5
677594,Julio Rodriguez,hitting,2024,143.0,375.0,2.62
677594,Julio Rodriguez,hitting,2025,160.0,529.0,3.31
677594,Julio Rodriguez,hitting,2026,73.0,204.0,2.79
650333,Luis Arraez,hitting,2019,92.0,247.5,2.69
650333,Luis Arraez,hitting,2020,32.0,74.5,2.33
650333,Luis Arraez,hitting,2021,121.0,275.0,2.27
650333,Luis Arraez,hitting,2022,144.0,396.5,2.75
650333,Luis Arraez,hitting,2023,147.0,417.0,2.84
650333,Luis Arraez,hitting,2024,150.0,393.5,2.62
650333,Luis Arraez,hitting,2025,154.0,401.5,2.61
650333,Luis Arraez,hitting,2026,69.0,198.5,2.88
606466,Ketel Marte,hitting,2015,57.0,143.5,2.52
606466,Ketel Marte,hitting,2016,119.0,214.0,1.8
606466,Ketel Marte,hitting,2017,73.0,149.5,2.05
606466,Ketel Marte,hitting,2018,153.0,370.5,2.42
606466,Ketel Marte,hitting,2019,144.0,551.0,3.83
606466,Ketel Marte,hitting,2020,45.0,110.5,2.46
606466,Ketel Marte,hitting,2021,90.0,282.0,3.13
606466,Ketel Marte,hitting,2022,137.0,327.5,2.39
606466,Ketel Marte,hitting,2023,150.0,471.5,3.14
606466,Ketel Marte,hitting,2024,136.0,491.0,3.61
606466,Ketel Marte,hitting,2025,126.0,432.5,3.43
606466,Ketel Marte,hitting,2026,67.0,194.5,2.9
695734,Daylen Lile,hitting,2025,91.0,254.0,2.79
695734,Daylen Lile,hitting,2026,72.0,206.0,2.86
663538,Nico Hoerner,hitting,2019,20.0,58.5,2.92
663538,Nico Hoerner,hitting,2020,48.0,64.0,1.33
663538,Nico Hoerner,hitting,2021,44.0,95.5,2.17
663538,Nico Hoerner,hitting,2022,135.0,344.5,2.55
663538,Nico Hoerner,hitting,2023,150.0,491.5,3.28
663538,Nico Hoerner,hitting,2024,151.0,422.0,2.79
663538,Nico Hoerner,hitting,2025,156.0,455.5,2.92
663538,Nico Hoerner,hitting,2026,70.0,193.5,2.76
682829,Elly De La Cruz,hitting,2023,98.0,291.0,2.97
682829,Elly De La Cruz,hitting,2024,160.0,544.0,3.4
682829,Elly De La Cruz,hitting,2025,162.0,495.5,3.06
682829,Elly De La Cruz,hitting,2026,58.0,194.0,3.34
669477,Casey Schmitt,hitting,2023,90.0,121.5,1.35
669477,Casey Schmitt,hitting,2024,40.0,68.5,1.71
669477,Casey Schmitt,hitting,2025,95.0,183.5,1.93
669477,Casey Schmitt,hitting,2026,64.0,192.5,3.01
666018,Jonathan Aranda,hitting,2022,32.0,37.5,1.17
666018,Jonathan Aranda,hitting,2023,34.0,56.5,1.66
666018,Jonathan Aranda,hitting,2024,44.0,87.0,1.98
666018,Jonathan Aranda,hitting,2025,106.0,280.5,2.65
666018,Jonathan Aranda,hitting,2026,67.0,196.0,2.93
661388,William Contreras,hitting,2020,4.0,4.0,1.0
661388,William Contreras,hitting,2021,52.0,98.0,1.88
661388,William Contreras,hitting,2022,97.0,252.0,2.6
661388,William Contreras,hitting,2023,141.0,404.0,2.87
661388,William Contreras,hitting,2024,155.0,476.5,3.07
661388,William Contreras,hitting,2025,150.0,412.0,2.75
661388,William Contreras,hitting,2026,65.0,188.5,2.9
624413,Pete Alonso,hitting,2019,161.0,561.5,3.49
624413,Pete Alonso,hitting,2020,57.0,165.5,2.9
624413,Pete Alonso,hitting,2021,152.0,460.5,3.03
624413,Pete Alonso,hitting,2022,160.0,542.0,3.39
624413,Pete Alonso,hitting,2023,154.0,496.5,3.22
624413,Pete Alonso,hitting,2024,162.0,447.0,2.76
624413,Pete Alonso,hitting,2025,162.0,512.0,3.16
624413,Pete Alonso,hitting,2026,73.0,220.0,3.01
668939,Adley Rutschman,hitting,2022,113.0,319.0,2.82
668939,Adley Rutschman,hitting,2023,154.0,449.5,2.92
668939,Adley Rutschman,hitting,2024,148.0,371.5,2.51
668939,Adley Rutschman,hitting,2025,90.0,188.5,2.09
668939,Adley Rutschman,hitting,2026,51.0,159.5,3.13
671739,Michael Harris II,hitting,2022,114.0,355.5,3.12
671739,Michael Harris II,hitting,2023,138.0,381.5,2.76
671739,Michael Harris II,hitting,2024,110.0,278.0,2.53
671739,Michael Harris II,hitting,2025,160.0,373.0,2.33
671739,Michael Harris II,hitting,2026,67.0,190.0,2.84
666200,Jesus Luzardo,pitching,2019,6.0,53.0,8.83
666200,Jesus Luzardo,pitching,2020,12.0,101.1,8.42
666200,Jesus Luzardo,pitching,2021,25.0,67.3,2.69
666200,Jesus Luzardo,pitching,2022,18.0,244.3,13.57
666200,Jesus Luzardo,pitching,2023,32.0,391.2,12.22
666200,Jesus Luzardo,pitching,2024,12.0,90.2,7.52
666200,Jesus Luzardo,pitching,2025,32.0,403.2,12.6
666200,Jesus Luzardo,pitching,2026,14.0,138.9,9.92
575929,Willson Contreras,hitting,2016,76.0,182.5,2.4
575929,Willson Contreras,hitting,2017,117.0,304.0,2.6
575929,Willson Contreras,hitting,2018,138.0,287.5,2.08
575929,Willson Contreras,hitting,2019,105.0,305.0,2.9
575929,Willson Contreras,hitting,2020,57.0,139.5,2.45
575929,Willson Contreras,hitting,2021,128.0,291.0,2.27
575929,Willson Contreras,hitting,2022,113.0,323.5,2.86
575929,Willson Contreras,hitting,2023,125.0,327.5,2.62
575929,Willson Contreras,hitting,2024,84.0,234.0,2.79
575929,Willson Contreras,hitting,2025,135.0,359.0,2.66
575929,Willson Contreras,hitting,2026,67.0,210.5,3.14
691016,Tyler Soderstrom,hitting,2023,45.0,30.5,0.68
691016,Tyler Soderstrom,hitting,2024,61.0,114.5,1.88
691016,Tyler Soderstrom,hitting,2025,158.0,419.5,2.66
691016,Tyler Soderstrom,hitting,2026,68.0,195.5,2.88
663757,Trent Grisham,hitting,2019,51.0,111.0,2.18
663757,Trent Grisham,hitting,2020,59.0,186.0,3.15
663757,Trent Grisham,hitting,2021,132.0,325.5,2.47
663757,Trent Grisham,hitting,2022,152.0,264.0,1.74
663757,Trent Grisham,hitting,2023,153.0,305.0,1.99
663757,Trent Grisham,hitting,2024,76.0,114.5,1.51
663757,Trent Grisham,hitting,2025,143.0,404.5,2.83
663757,Trent Grisham,hitting,2026,66.0,190.0,2.88
665862,Jazz Chisholm Jr.,hitting,2020,21.0,30.5,1.45
665862,Jazz Chisholm Jr.,hitting,2021,124.0,320.5,2.58
665862,Jazz Chisholm Jr.,hitting,2022,60.0,208.0,3.47
665862,Jazz Chisholm Jr.,hitting,2023,97.0,268.0,2.76
665862,Jazz Chisholm Jr.,hitting,2024,147.0,437.0,2.97
665862,Jazz Chisholm Jr.,hitting,2025,130.0,418.0,3.22
665862,Jazz Chisholm Jr.,hitting,2026,67.0,188.5,2.81
695657,Colson Montgomery,hitting,2025,71.0,215.5,3.04
695657,Colson Montgomery,hitting,2026,67.0,181.0,2.7
641343,Jake Bauers,hitting,2018,96.0,228.0,2.38
641343,Jake Bauers,hitting,2019,117.0,217.5,1.86
641343,Jake Bauers,hitting,2021,115.0,127.0,1.1
641343,Jake Bauers,hitting,2023,84.0,138.5,1.65
641343,Jake Bauers,hitting,2024,117.0,207.0,1.77
641343,Jake Bauers,hitting,2025,86.0,147.5,1.72
641343,Jake Bauers,hitting,2026,60.0,206.0,3.43
663656,Kyle Tucker,hitting,2018,28.0,28.5,1.02
663656,Kyle Tucker,hitting,2019,22.0,66.0,3.0
663656,Kyle Tucker,hitting,2020,58.0,190.0,3.28
663656,Kyle Tucker,hitting,2021,140.0,482.0,3.44
663656,Kyle Tucker,hitting,2022,150.0,485.5,3.24
663656,Kyle Tucker,hitting,2023,157.0,587.0,3.74
663656,Kyle Tucker,hitting,2024,78.0,314.0,4.03
663656,Kyle Tucker,hitting,2025,136.0,482.0,3.54
663656,Kyle Tucker,hitting,2026,68.0,193.0,2.84
645261,Sandy Alcantara,pitching,2017,8.0,8.0,1.0
645261,Sandy Alcantara,pitching,2018,6.0,59.1,9.85
645261,Sandy Alcantara,pitching,2019,32.0,287.2,8.97
645261,Sandy Alcantara,pitching,2020,7.0,93.4,13.34
645261,Sandy Alcantara,pitching,2021,33.0,448.5,13.59
645261,Sandy Alcantara,pitching,2022,32.0,585.2,18.29
645261,Sandy Alcantara,pitching,2023,28.0,286.8,10.24
645261,Sandy Alcantara,pitching,2025,31.0,208.9,6.74
645261,Sandy Alcantara,pitching,2026,15.0,144.2,9.61
642547,Freddy Peralta,pitching,2018,16.0,169.9,10.62
642547,Freddy Peralta,pitching,2019,39.0,152.8,3.92
642547,Freddy Peralta,pitching,2020,15.0,81.3,5.42
642547,Freddy Peralta,pitching,2021,28.0,418.5,14.95
642547,Freddy Peralta,pitching,2022,18.0,181.9,10.11
642547,Freddy Peralta,pitching,2023,30.0,391.5,13.05
642547,Freddy Peralta,pitching,2024,32.0,374.2,11.69
642547,Freddy Peralta,pitching,2025,33.0,488.5,14.8
642547,Freddy Peralta,pitching,2026,15.0,150.2,10.01
571970,Max Muncy,hitting,2015,45.0,56.5,1.26
571970,Max Muncy,hitting,2016,51.0,56.0,1.1
571970,Max Muncy,hitting,2018,137.0,404.5,2.95
571970,Max Muncy,hitting,2019,141.0,475.5,3.37
571970,Max Muncy,hitting,2020,58.0,154.0,2.66
571970,Max Muncy,hitting,2021,144.0,481.0,3.34
571970,Max Muncy,hitting,2022,136.0,342.5,2.52
571970,Max Muncy,hitting,2023,135.0,435.5,3.23
571970,Max Muncy,hitting,2024,73.0,224.5,3.08
571970,Max Muncy,hitting,2025,100.0,294.5,2.94
571970,Max Muncy,hitting,2026,66.0,190.0,2.88
669372,J.T. Ginn,pitching,2024,8.0,48.1,6.01
669372,J.T. Ginn,pitching,2025,23.0,128.6,5.59
669372,J.T. Ginn,pitching,2026,15.0,150.2,10.01
683002,Gunnar Henderson,hitting,2022,34.0,80.0,2.35
683002,Gunnar Henderson,hitting,2023,150.0,442.5,2.95
683002,Gunnar Henderson,hitting,2024,159.0,584.5,3.68
683002,Gunnar Henderson,hitting,2025,154.0,454.5,2.95
683002,Gunnar Henderson,hitting,2026,72.0,193.0,2.68
694738,Landen Roupp,pitching,2024,23.0,80.4,3.5
694738,Landen Roupp,pitching,2025,22.0,183.7,8.35
694738,Landen Roupp,pitching,2026,14.0,140.9,10.06
665489,Vladimir Guerrero Jr.,hitting,2019,123.0,306.5,2.49
665489,Vladimir Guerrero Jr.,hitting,2020,60.0,168.0,2.8
665489,Vladimir Guerrero Jr.,hitting,2021,161.0,621.0,3.86
665489,Vladimir Guerrero Jr.,hitting,2022,160.0,486.0,3.04
665489,Vladimir Guerrero Jr.,hitting,2023,156.0,449.0,2.88
665489,Vladimir Guerrero Jr.,hitting,2024,159.0,551.0,3.47
665489,Vladimir Guerrero Jr.,hitting,2025,156.0,487.0,3.12
665489,Vladimir Guerrero Jr.,hitting,2026,68.0,180.0,2.65
683737,Michael Busch,hitting,2023,27.0,33.5,1.24
683737,Michael Busch,hitting,2024,152.0,336.0,2.21
683737,Michael Busch,hitting,2025,155.0,444.5,2.87
683737,Michael Busch,hitting,2026,71.0,197.5,2.78
621493,Taylor Ward,hitting,2018,40.0,67.5,1.69
621493,Taylor Ward,hitting,2019,20.0,13.5,0.68
621493,Taylor Ward,hitting,2020,34.0,54.0,1.59
621493,Taylor Ward,hitting,2021,65.0,152.5,2.35
621493,Taylor Ward,hitting,2022,135.0,378.0,2.8
621493,Taylor Ward,hitting,2023,97.0,261.0,2.69
621493,Taylor Ward,hitting,2024,156.0,382.5,2.45
621493,Taylor Ward,hitting,2025,157.0,448.5,2.86
621493,Taylor Ward,hitting,2026,72.0,188.5,2.62
676391,Ernie Clement,hitting,2021,40.0,61.5,1.54
676391,Ernie Clement,hitting,2022,70.0,55.0,0.79
676391,Ernie Clement,hitting,2023,30.0,43.0,1.43
676391,Ernie Clement,hitting,2024,139.0,279.5,2.01
676391,Ernie Clement,hitting,2025,157.0,344.5,2.19
676391,Ernie Clement,hitting,2026,71.0,183.0,2.58
680776,Jarren Duran,hitting,2021,33.0,49.0,1.48
680776,Jarren Duran,hitting,2022,58.0,112.5,1.94
680776,Jarren Duran,hitting,2023,102.0,271.0,2.66
680776,Jarren Duran,hitting,2024,160.0,551.0,3.44
680776,Jarren Duran,hitting,2025,157.0,467.5,2.98
680776,Jarren Duran,hitting,2026,64.0,170.0,2.66
682985,Riley Greene,hitting,2022,93.0,193.0,2.08
682985,Riley Greene,hitting,2023,99.0,243.0,2.45
682985,Riley Greene,hitting,2024,137.0,396.0,2.89
682985,Riley Greene,hitting,2025,157.0,429.5,2.74
682985,Riley Greene,hitting,2026,71.0,176.0,2.48
647304,Josh Naylor,hitting,2019,94.0,153.0,1.63
647304,Josh Naylor,hitting,2020,40.0,51.0,1.27
647304,Josh Naylor,hitting,2021,69.0,130.5,1.89
647304,Josh Naylor,hitting,2022,122.0,331.0,2.71
647304,Josh Naylor,hitting,2023,121.0,378.0,3.12
647304,Josh Naylor,hitting,2024,152.0,454.5,2.99
647304,Josh Naylor,hitting,2025,147.0,475.5,3.23
647304,Josh Naylor,hitting,2026,68.0,177.0,2.6
673962,Josh Jung,hitting,2022,26.0,50.5,1.94
673962,Josh Jung,hitting,2023,122.0,319.5,2.62
673962,Josh Jung,hitting,2024,46.0,102.0,2.22
673962,Josh Jung,hitting,2025,131.0,263.5,2.01
673962,Josh Jung,hitting,2026,66.0,171.5,2.6
669016,Brandon Marsh,hitting,2021,70.0,114.5,1.64
669016,Brandon Marsh,hitting,2022,134.0,228.0,1.7
669016,Brandon Marsh,hitting,2023,133.0,308.0,2.32
669016,Brandon Marsh,hitting,2024,135.0,298.0,2.21
669016,Brandon Marsh,hitting,2025,133.0,264.0,1.98
669016,Brandon Marsh,hitting,2026,67.0,179.0,2.67
808982,Jung Hoo Lee,hitting,2024,37.0,74.5,2.01
808982,Jung Hoo Lee,hitting,2025,150.0,388.5,2.59
808982,Jung Hoo Lee,hitting,2026,64.0,172.5,2.7
607625,Seth Lugo,pitching,2016,17.0,136.8,8.05
607625,Seth Lugo,pitching,2017,19.0,141.3,7.44
607625,Seth Lugo,pitching,2018,54.0,272.8,5.05
607625,Seth Lugo,pitching,2019,61.0,316.0,5.18
607625,Seth Lugo,pitching,2020,16.0,78.4,4.9
607625,Seth Lugo,pitching,2021,46.0,142.0,3.09
607625,Seth Lugo,pitching,2022,62.0,182.0,2.94
607625,Seth Lugo,pitching,2023,26.0,293.1,11.27
607625,Seth Lugo,pitching,2024,33.0,468.5,14.2
607625,Seth Lugo,pitching,2025,26.0,233.1,8.97
607625,Seth Lugo,pitching,2026,14.0,120.9,8.64
677587,Brayan Rocchio,hitting,2023,23.0,29.5,1.28
677587,Brayan Rocchio,hitting,2024,143.0,217.0,1.52
677587,Brayan Rocchio,hitting,2025,115.0,194.5,1.69
677587,Brayan Rocchio,hitting,2026,69.0,177.5,2.57
669022,MacKenzie Gore,pitching,2022,16.0,106.6,6.66
669022,MacKenzie Gore,pitching,2023,27.0,231.5,8.57
669022,MacKenzie Gore,pitching,2024,32.0,300.2,9.38
669022,MacKenzie Gore,pitching,2025,30.0,281.5,9.38
669022,MacKenzie Gore,pitching,2026,14.0,126.9,9.06
607208,Trea Turner,hitting,2015,27.0,19.0,0.7
607208,Trea Turner,hitting,2016,73.0,311.5,4.27
607208,Trea Turner,hitting,2017,98.0,380.0,3.88
607208,Trea Turner,hitting,2018,162.0,530.0,3.27
607208,Trea Turner,hitting,2019,122.0,456.5,3.74
607208,Trea Turner,hitting,2020,59.0,245.0,4.15
607208,Trea Turner,hitting,2021,148.0,536.0,3.62
607208,Trea Turner,hitting,2022,160.0,529.5,3.31
607208,Trea Turner,hitting,2023,155.0,495.0,3.19
607208,Trea Turner,hitting,2024,121.0,395.0,3.26
607208,Trea Turner,hitting,2025,141.0,480.5,3.41
607208,Trea Turner,hitting,2026,71.0,163.5,2.3
668715,Spencer Steer,hitting,2022,28.0,48.0,1.71
668715,Spencer Steer,hitting,2023,156.0,457.5,2.93
668715,Spencer Steer,hitting,2024,158.0,450.5,2.85
668715,Spencer Steer,hitting,2025,146.0,342.5,2.35
668715,Spencer Steer,hitting,2026,69.0,170.0,2.46
669160,Dustin May,pitching,2019,14.0,77.4,5.53
669160,Dustin May,pitching,2020,12.0,130.5,10.88
669160,Dustin May,pitching,2021,5.0,70.8,14.16
669160,Dustin May,pitching,2022,6.0,50.1,8.35
669160,Dustin May,pitching,2023,9.0,117.2,13.02
669160,Dustin May,pitching,2025,25.0,160.0,6.4
669160,Dustin May,pitching,2026,13.0,119.6,9.2
676440,Tanner Bibee,pitching,2023,25.0,327.8,13.11
676440,Tanner Bibee,pitching,2024,31.0,394.9,12.74
676440,Tanner Bibee,pitching,2025,31.0,306.9,9.9
676440,Tanner Bibee,pitching,2026,15.0,140.2,9.35
656811,Ryan O'Hearn,hitting,2018,44.0,140.5,3.19
656811,Ryan O'Hearn,hitting,2019,105.0,173.5,1.65
656811,Ryan O'Hearn,hitting,2020,42.0,53.5,1.27
656811,Ryan O'Hearn,hitting,2021,84.0,111.5,1.33
656811,Ryan O'Hearn,hitting,2022,67.0,63.5,0.95
656811,Ryan O'Hearn,hitting,2023,112.0,258.0,2.3
656811,Ryan O'Hearn,hitting,2024,142.0,319.5,2.25
656811,Ryan O'Hearn,hitting,2025,144.0,342.5,2.38
656811,Ryan O'Hearn,hitting,2026,57.0,146.0,2.56
694192,Jackson Chourio,hitting,2024,148.0,415.5,2.81
694192,Jackson Chourio,hitting,2025,131.0,414.5,3.16
694192,Jackson Chourio,hitting,2026,35.0,141.0,4.03
686797,Brooks Lee,hitting,2024,50.0,88.5,1.77
686797,Brooks Lee,hitting,2025,139.0,277.0,1.99
686797,Brooks Lee,hitting,2026,69.0,171.5,2.49
800050,Chase DeLauter,hitting,2026,66.0,163.0,2.47
677800,Wilyer Abreu,hitting,2023,28.0,62.5,2.23
677800,Wilyer Abreu,hitting,2024,132.0,286.5,2.17
677800,Wilyer Abreu,hitting,2025,115.0,287.5,2.5
677800,Wilyer Abreu,hitting,2026,68.0,176.5,2.6
701807,Carson Benge,hitting,2026,69.0,167.0,2.42
670623,Isaac Paredes,hitting,2020,34.0,37.0,1.09
670623,Isaac Paredes,hitting,2021,23.0,36.5,1.59
670623,Isaac Paredes,hitting,2022,111.0,238.5,2.15
670623,Isaac Paredes,hitting,2023,143.0,426.0,2.98
670623,Isaac Paredes,hitting,2024,153.0,381.5,2.49
670623,Isaac Paredes,hitting,2025,102.0,288.0,2.82
670623,Isaac Paredes,hitting,2026,66.0,160.0,2.42
672695,Geraldo Perdomo,hitting,2021,11.0,22.0,2.0
672695,Geraldo Perdomo,hitting,2022,148.0,227.5,1.54
672695,Geraldo Perdomo,hitting,2023,144.0,317.0,2.2
672695,Geraldo Perdomo,hitting,2024,98.0,246.0,2.51
672695,Geraldo Perdomo,hitting,2025,161.0,573.5,3.56
672695,Geraldo Perdomo,hitting,2026,68.0,173.0,2.54
668709,JJ Bleday,hitting,2022,65.0,100.5,1.55
668709,JJ Bleday,hitting,2023,82.0,167.0,2.04
668709,JJ Bleday,hitting,2024,159.0,383.5,2.41
668709,JJ Bleday,hitting,2025,98.0,195.5,1.99
668709,JJ Bleday,hitting,2026,43.0,151.5,3.52
669358,Shane Baz,pitching,2021,3.0,52.0,17.33
669358,Shane Baz,pitching,2022,6.0,41.1,6.85
669358,Shane Baz,pitching,2024,14.0,172.9,12.35
669358,Shane Baz,pitching,2025,31.0,255.9,8.25
669358,Shane Baz,pitching,2026,14.0,119.9,8.56
545121,Ildemaro Vargas,hitting,2017,12.0,10.5,0.88
545121,Ildemaro Vargas,hitting,2018,14.0,13.0,0.93
545121,Ildemaro Vargas,hitting,2019,92.0,125.0,1.36
545121,Ildemaro Vargas,hitting,2020,24.0,20.0,0.83
545121,Ildemaro Vargas,hitting,2021,34.0,28.5,0.84
545121,Ildemaro Vargas,hitting,2022,63.0,122.5,1.94
545121,Ildemaro Vargas,hitting,2023,86.0,159.0,1.85
545121,Ildemaro Vargas,hitting,2024,97.0,147.5,1.52
545121,Ildemaro Vargas,hitting,2025,38.0,68.5,1.8
545121,Ildemaro Vargas,hitting,2026,61.0,162.5,2.66
680732,Sean Burke,pitching,2024,4.0,63.0,15.75
680732,Sean Burke,pitching,2025,28.0,192.7,6.88
680732,Sean Burke,pitching,2026,14.0,120.9,8.64
656605,Mitch Keller,pitching,2019,11.0,24.8,2.25
656605,Mitch Keller,pitching,2020,5.0,42.8,8.56
656605,Mitch Keller,pitching,2021,23.0,51.1,2.22
656605,Mitch Keller,pitching,2022,31.0,233.1,7.52
656605,Mitch Keller,pitching,2023,32.0,361.2,11.29
656605,Mitch Keller,pitching,2024,31.0,286.9,9.25
656605,Mitch Keller,pitching,2025,32.0,268.2,8.38
656605,Mitch Keller,pitching,2026,14.0,88.9,6.35
672580,Maikel Garcia,hitting,2022,9.0,8.5,0.94
672580,Maikel Garcia,hitting,2023,123.0,287.5,2.34
672580,Maikel Garcia,hitting,2024,157.0,388.5,2.47
672580,Maikel Garcia,hitting,2025,160.0,466.0,2.91
672580,Maikel Garcia,hitting,2026,66.0,160.0,2.42
672456,Keider Montero,pitching,2024,19.0,127.6,6.72
672456,Keider Montero,pitching,2025,20.0,120.2,6.01
672456,Keider Montero,pitching,2026,13.0,132.6,10.2
686469,Vinnie Pasquantino,hitting,2022,72.0,185.0,2.57
686469,Vinnie Pasquantino,hitting,2023,61.0,155.5,2.55
686469,Vinnie Pasquantino,hitting,2024,131.0,380.5,2.9
686469,Vinnie Pasquantino,hitting,2025,160.0,470.5,2.94
686469,Vinnie Pasquantino,hitting,2026,68.0,159.5,2.35
680694,Kyle Bradish,pitching,2022,23.0,147.1,6.4
680694,Kyle Bradish,pitching,2023,30.0,419.5,13.98
680694,Kyle Bradish,pitching,2024,8.0,108.8,13.6
680694,Kyle Bradish,pitching,2025,6.0,94.1,15.68
680694,Kyle Bradish,pitching,2026,14.0,102.9,7.35
643289,Mauricio Dubon,hitting,2019,30.0,64.0,2.13
643289,Mauricio Dubon,hitting,2020,54.0,96.0,1.78
643289,Mauricio Dubon,hitting,2021,74.0,95.5,1.29
643289,Mauricio Dubon,hitting,2022,104.0,124.0,1.19
643289,Mauricio Dubon,hitting,2023,132.0,303.0,2.3
643289,Mauricio Dubon,hitting,2024,137.0,225.5,1.65
643289,Mauricio Dubon,hitting,2025,133.0,205.0,1.54
643289,Mauricio Dubon,hitting,2026,67.0,159.0,2.37
660271,Shohei Ohtani,pitching,2018,10.0,129.5,12.95
660271,Shohei Ohtani,pitching,2020,2.0,-21.3,-10.65
660271,Shohei Ohtani,pitching,2021,23.0,324.0,14.09
660271,Shohei Ohtani,pitching,2022,28.0,515.8,18.42
660271,Shohei Ohtani,pitching,2023,23.0,345.0,15.0
660271,Shohei Ohtani,pitching,2025,14.0,131.9,9.42
660271,Shohei Ohtani,pitching,2026,11.0,228.9,20.81
592662,Robbie Ray,pitching,2014,9.0,-11.9,-1.32
592662,Robbie Ray,pitching,2015,23.0,225.0,9.78
592662,Robbie Ray,pitching,2016,32.0,269.2,8.41
592662,Robbie Ray,pitching,2017,28.0,453.8,16.21
592662,Robbie Ray,pitching,2018,24.0,258.4,10.77
592662,Robbie Ray,pitching,2019,33.0,359.5,10.89
592662,Robbie Ray,pitching,2020,12.0,32.8,2.73
592662,Robbie Ray,pitching,2021,32.0,534.2,16.69
592662,Robbie Ray,pitching,2022,32.0,404.2,12.63
592662,Robbie Ray,pitching,2023,1.0,-3.7,-3.7
592662,Robbie Ray,pitching,2024,7.0,67.4,9.63
592662,Robbie Ray,pitching,2025,32.0,373.2,11.66
592662,Robbie Ray,pitching,2026,14.0,110.9,7.92
676917,Cade Cavalli,pitching,2022,1.0,-11.6,-11.6
676917,Cade Cavalli,pitching,2025,10.0,66.5,6.65
676917,Cade Cavalli,pitching,2026,15.0,127.2,8.48
608324,Alex Bregman,hitting,2016,49.0,153.0,3.12
608324,Alex Bregman,hitting,2017,155.0,450.5,2.91
608324,Alex Bregman,hitting,2018,157.0,590.5,3.76
608324,Alex Bregman,hitting,2019,156.0,648.5,4.16
608324,Alex Bregman,hitting,2020,42.0,121.0,2.88
608324,Alex Bregman,hitting,2021,91.0,266.5,2.93
608324,Alex Bregman,hitting,2022,155.0,476.5,3.07
608324,Alex Bregman,hitting,2023,161.0,514.5,3.2
608324,Alex Bregman,hitting,2024,145.0,415.0,2.86
608324,Alex Bregman,hitting,2025,114.0,340.0,2.98
608324,Alex Bregman,hitting,2026,71.0,161.5,2.27
671096,Andrew Abbott,pitching,2023,21.0,222.4,10.59
671096,Andrew Abbott,pitching,2024,25.0,249.8,9.99
671096,Andrew Abbott,pitching,2025,29.0,374.1,12.9
671096,Andrew Abbott,pitching,2026,15.0,116.2,7.75
672960,Kazuma Okamoto,hitting,2026,70.0,168.5,2.41
656305,Matt Chapman,hitting,2017,84.0,199.0,2.37
656305,Matt Chapman,hitting,2018,145.0,422.0,2.91
656305,Matt Chapman,hitting,2019,156.0,487.5,3.12
656305,Matt Chapman,hitting,2020,37.0,103.0,2.78
656305,Matt Chapman,hitting,2021,151.0,341.0,2.26
656305,Matt Chapman,hitting,2022,155.0,380.0,2.45
656305,Matt Chapman,hitting,2023,140.0,325.5,2.33
656305,Matt Chapman,hitting,2024,154.0,448.0,2.91
656305,Matt Chapman,hitting,2025,128.0,352.0,2.75
