"ID","Player","Team","Position","RkOv","Status","Age","FPts","FP/G","Ros","+/-","IP","ERA","K","W","ER","H","BB","SV","HLD","QS","HB","GP"
"*066jx*","William Silva","(N/A)","SP","8667","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06uy9*","Yeferson Silva","(N/A)","RP","8668","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06hs6*","Anthony Silvas","(N/A)","SP,RP","8669","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05yei*","Yoelvin Silven","(N/A)","SP","8670","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06awl*","Freilyn Silverio","(N/A)","SP","8673","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060qq*","Jesus Silverio","(N/A)","SP","8675","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06rjm*","Engel Silvestre","(N/A)","RP","8676","FA","20","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06uy6*","Yoryi Simarra","(N/A)","RP","8678","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06u7e*","Hale Sims","(N/A)","RP","8697","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06byh*","Saul Siri","(N/A)","RP","8707","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066ly*","Carson Skipper","(N/A)","RP","8712","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05rd5*","Chad Smith","(N/A)","RP","8737","FA","31","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04q3q*","Jake Smith","(N/A)","RP","8747","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04pyw*","Julian Smith","(N/A)","SP,RP","8749","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05tp9*","Peyton Smith","(N/A)","SP","8757","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06r2z*","Shurland Smith","(N/A)","SP","8761","FA","19","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06tl8*","Jack Snyder","(N/A)","RP","8779","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06uqh*","Mendry Solano","(N/A)","RP","8787","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06umh*","Kaleb Sophy","(N/A)","SP","8800","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05tif*","Jeromy Sosa","(N/A)","RP","8812","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*051gl*","Dylan Spacke","(N/A)","SP,RP","8835","FA","28","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06sba*","Brayden Spears","CHC","RP","8841","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04q0f*","Fitz Stadler","(N/A)","RP","8860","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06umw*","Gant Starling","(N/A)","RP","8874","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04q19*","Nick Starr","(N/A)","RP","8875","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ql9*","Tyler Stasiowski","(N/A)","RP","8878","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*0517i*","Jake Stevenson","(N/A)","RP","8906","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05tqp*","Joshua Stewart","(N/A)","SP","8913","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066jb*","Tristan Stivors","(N/A)","SP","8921","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06pue*","Jacob Stretch","TEX","RP","8939","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05yhc*","Mitchell Stumpo","(N/A)","RP","8960","FA","30","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*02bxb*","Andrew Suarez","(N/A)","RP","8965","FA","33","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05nmx*","Billy Sullivan","(N/A)","RP","8987","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04ekm*","Beau Sulser","(N/A)","SP","8993","FA","32","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06c7z*","Jose Suriel","(N/A)","SP","9001","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05ycd*","Josh Swales","(N/A)","RP","9011","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06sju*","Luke Taggart","DET","RP","9030","FA","28","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06heq*","Noah Takacs","PIT","RP","9034","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06rie*","Keiji Takahashi","(N/A)","SP","9037","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06r17*","Jesus Tapia","(N/A)","RP","9055","FA","19","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06pff*","Bryce Tassin","(N/A)","RP","9060","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*061zh*","Sammy Tavarez","(N/A)","RP","9074","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05r9g*","Diosmerky Taveras","(N/A)","RP","9080","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*043pf*","Josh Taylor","(N/A)","RP","9097","FA","33","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ahr*","Abrahan Tejada","(N/A)","SP","9105","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04pup*","Leury Tejada","(N/A)","SP,RP","9112","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qkb*","Gray Thomas","(N/A)","RP","9151","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06cgf*","Darrell Thompson","(N/A)","RP","9166","FA","32","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06tl9*","Paxton Thompson","(N/A)","RP","9174","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04aqh*","Tyree Thompson","(N/A)","RP","9177","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*0310l*","Andrew Thurman","SD","SP","9183","FA","34","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04ep6*","Ty Tice","(N/A)","RP","9190","FA","30","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qk5*","Shay Timmer","DET","RP","9197","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*064p2*","Rodolfo Toledano","(N/A)","SP","9218","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066fp*","Carlos Torres","COL","RP","9249","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*072g8*","Jose Gabriel Torres","SEA","SP","9259","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*064vy*","Eduardo Tovar","(N/A)","RP","9279","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06rnb*","Geremy Tovar","(N/A)","RP","9281","FA","20","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06rna*","Jhemiangel Tovar","(N/A)","RP","9282","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06uxo*","Nick Trabacchi","MIN","RP","9290","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qjy*","Danny Trehey","(N/A)","RP","9297","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06hu7*","Cody Tucker","(N/A)","SP","9322","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ppr*","Zack Tukis","PHI","RP","9327","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04nrs*","Dauris Valdez","(N/A)","RP","9393","FA","30","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05y16*","Joel Valdez","(N/A)","RP","9397","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06sbe*","Miguel Valdez","(N/A)","RP","9404","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06mt0*","Alexandre Valdiviezo","(N/A)","RP","9408","FA","19","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05keg*","Samuel Valerio","(N/A)","SP","9418","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06uxf*","Bryson Van Sickle","COL","RP","9432","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ups*","Vince Vannelle","(N/A)","RP","9439","FA","28","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*061wx*","Cesar Vargas","(N/A)","SP","9444","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ula*","Geovanny Vasquez","CHC","RP","9470","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06hs9*","Kevin Vaupel","(N/A)","SP","9480","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*02jh4*","Felipe Vazquez","(N/A)","RP","9484","FA","35","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05rcn*","Luis Vega","(N/A)","RP","9491","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066r0*","Marco Vega","LAA","RP","9492","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060um*","Noel Vela","(N/A)","SP","9495","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06rou*","Ezequiel Ventura","(N/A)","RP","9518","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qh0*","Alejandro Vera","(N/A)","SP","9522","FA","20","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06684*","Zebulon Vermillion","(N/A)","RP","9535","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qey*","Ben Vespi","BAL","RP","9538","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ig1*","Hugo Villalobos","(N/A)","RP","9553","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06uva*","Varis Villarreal","NYY","RP","9559","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05xyr*","Luis Viloria","(N/A)","RP","9568","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05gvy*","Anthony Vizcaya","(N/A)","RP","9583","FA","32","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06s3d*","Jesse Wainscott","(N/A)","RP","9612","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*03c8t*","Marcus Walden","(N/A)","RP","9618","FA","37","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06zh8*","Charlie Walker","(N/A)","RP","9620","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04ptp*","Jake Walters","(N/A)","SP","9644","FA","30","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04ov2*","Austin Warner","(N/A)","SP","9659","FA","32","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05yn9*","Chase Watkins","(N/A)","RP","9670","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05r9c*","Spenser Watkins","(N/A)","SP","9671","FA","33","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*03pjj*","Nolan Watson","(N/A)","SP","9677","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*02hux*","Ryan Weber","(N/A)","RP","9692","FA","35","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06s3n*","Robert Wegielnik","(N/A)","RP","9696","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*0668f*","Tyler Wehrle","(N/A)","SP","9698","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06heg*","Ryan Wentz","(N/A)","SP","9722","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06r0n*","Luke Westphal","(N/A)","SP","9737","FA","37","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04q6i*","Blake Whitney","(N/A)","SP,RP","9766","FA","30","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qvy*","C.J. Widger","(N/A)","RP","9778","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*03dfo*","Brad Wieck","(N/A)","RP","9779","FA","34","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*03qlv*","Kyle Wilcox","(N/A)","RP","9785","FA","32","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*03see*","Aaron Wilkerson","(N/A)","SP","9790","FA","37","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066ex*","Chris Williams Jr.","(N/A)","RP","9799","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05yh5*","Coleman Willis","(N/A)","SP","9823","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04eql*","Marlin Willis","(N/A)","RP","9825","FA","28","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*051jj*","Danny Wirchansky","(N/A)","SP,RP","9862","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04ppp*","Jake Wong","(N/A)","SP","9882","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04q5a*","William Woods","(N/A)","RP","9890","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*067xq*","Cam Wynne","(N/A)","RP","9915","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*0425f*","Christian Young","(N/A)","SP,RP","9951","FA","30","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ul9*","Daury Zapata","(N/A)","RP","9979","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060ov*","Genderson Zapata","(N/A)","SP","9981","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qxn*","Juan Zapata","(N/A)","SP","9983","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06s3m*","Julio Zapata","(N/A)","RP","9984","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06c7j*","Alan Zhang Carter","(N/A)","RP","10000","FA","28","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060ow*","Christian Avendano","(N/A)","RP","1589","FA","22","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*072qv*","Jeremiah Ball","(N/A)","RP","1651","FA","26","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06hir*","Collin Baumgartner","(N/A)","RP","1763","FA","27","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06h1p*","Luke Bell","(N/A)","RP","1811","FA","25","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05t65*","John Beller","(N/A)","SP","1815","FA","27","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05nss*","Erick Bello","(N/A)","RP","1819","FA","23","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05t93*","Edwuin Bencomo","(N/A)","RP","1835","FA","27","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06r24*","Alendry Benua","(N/A)","RP","1858","FA","20","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06hx9*","Jake Berry","(N/A)","RP","1885","FA","25","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*0426s*","Trevor Bettencourt","(N/A)","SP,RP","1900","FA","32","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*051i7*","Michael Bienlien","(N/A)","RP","1910","FA","28","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*068ng*","Grant Black","(N/A)","RP","1933","FA","32","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ugs*","Dennis Boatman","(N/A)","RP","1963","FA","26","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06mt2*","Jeziel Boekhoudt","(N/A)","RP","1968","FA","19","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060qr*","Jorge Boyer","(N/A)","RP","2047","FA","23","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04z3u*","Austin Briggs","(N/A)","RP","2110","FA","30","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066ce*","Matt Brosky","(N/A)","SP","2146","FA","26","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066e9*","Garrett Brown","(N/A)","SP","2161","FA","26","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*051iz*","Chad Bryant","(N/A)","SP,RP","2187","FA","26","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06cqv*","Anel Cabrera","(N/A)","SP","2271","FA","23","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060ut*","Carlos Calderon","(N/A)","RP","2311","FA","24","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*02bvl*","Ryan Carpenter","(N/A)","SP","2427","FA","35","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*048tz*","Jean Casanova","(N/A)","RP","2459","FA","29","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06uky*","Milleran Cedano","(N/A)","SP","2553","FA","23","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*054p7*","Luis Cepeda","(N/A)","SP","2573","FA","25","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*01sfa*","Tyler Chatwood","(N/A)","RP","2623","FA","36","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04pyj*","Calvin Coker","(N/A)","RP","2738","FA","30","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qld*","Hayden Cooper","(N/A)","SP,RP","2824","FA","24","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06r31*","Rafael De Jesus","(N/A)","SP","3115","FA","21","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*051ch*","Dakota Donovan","(N/A)","SP,RP","3393","FA","29","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06hen*","Breck Eichelberger","(N/A)","SP","3523","FA","26","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04q1h*","Justin Evans","(N/A)","SP,RP","3635","FA","29","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*061wk*","Alvaro Figueroa","(N/A)","SP","3754","FA","24","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05ym1*","Kasey Ford","(N/A)","SP","3841","FA","28","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05rcr*","Mason Fox","(N/A)","SP","3863","FA","29","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*0657k*","Miguel Fulgencio","(N/A)","SP","3949","FA","27","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*061t6*","Nick Gallagher","(N/A)","RP","3976","FA","30","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06agb*","Over Galue","(N/A)","SP","3990","FA","24","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066am*","Eric Garcia","(N/A)","RP","4039","FA","26","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04vsq*","Misael Garcia","(N/A)","SP","4058","FA","25","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05j95*","Roelmy Garcia","(N/A)","RP","4064","FA","23","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04pxi*","Chris Gau","(N/A)","SP,RP","4098","FA","29","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*0312u*","Zack Godley","(N/A)","SP","4187","FA","36","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04vel*","Orceli Gomez","(N/A)","SP","4216","FA","25","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06af7*","Joseph Gonzalez","(N/A)","SP","4278","FA","24","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06c3n*","Oscar Hernandez","(N/A)","RP","4755","FA","20","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06r83*","Wilfrre Hernandez","(N/A)","SP","4763","FA","19","0","0","-","-","0","0.00","0","0","0","0","0","0","0","0","0","0"
