"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","FPts","FP/G","Ros","+/-","IP","ERA","K","W","ER","H","BB","SV","HLD","QS","HB","GP"
"*04pq4*","Kyle Bradish","BAL","SP","194","Coop","Active","29","234","10.17","97%","-1%","127","3.69","121","7","52","116","54","0","0","11","3","23"
"*05jpd*","Ian Seymour","TB","SP,RP","196","JMerkle","Active","27","233","6.13","83%","+2%","90.1","4.08","106","9","41","72","30","2","10","3","4","38"
"*05aoc*","Eury Perez","MIA","SP","197","Coop","Reserve","23","233","11.65","98%","0%","109.2","3.61","121","5","44","82","42","0","0","9","8","20"
"*051eh*","Kevin Kelly","TB","RP","198","Greenbet","Active","28","233","4.66","53%","0%","54","2.00","43","5","12","36","9","4","24","0","3","50"
"*03dfa*","Tanner Scott","LAD","RP","202","kyfaess","Active","32","231","4.62","78%","-5%","46.2","2.31","60","1","12","33","10","16","9","0","1","50"
"*02hi7*","Kevin Gausman","CHC","SP","206","zyoung51","Active","35","228","9.5","98%","0%","134.1","4.35","131","6","65","133","37","0","0","12","1","24"
"*043ia*","Adrian Morejon","SD","RP","207","Coop","Reserve","27","228","4.22","61%","+1%","62.1","2.89","75","8","20","50","16","2","18","0","4","54"
"*05133*","Andre Pallante","STL","SP","209","Hutch","Reserve","27","227","10.32","71%","0%","124","3.63","90","12","50","114","37","0","0","8","6","22"
"*0516x*","Brent Headrick","NYY","RP","211","Kipp","Active","28","226","3.77","48%","0%","59.1","1.52","71","6","10","49","19","0","17","0","0","60"
"*0629b*","Walbert Urena","LAA","SP","215","CLANK","Active","22","225","10.71","75%","+2%","101.2","2.83","97","7","32","76","55","0","1","9","8","21"
"*04cwf*","Shane Baz","BAL","SP","220","joeybats","Active","27","221","9.61","88%","0%","136.1","3.76","120","4","57","134","46","0","0","10","3","23"
"*04mlt*","Shane McClanahan","TB","SP","222","kyfaess","Inj Res","29","219","10.95","95%","-1%","99","3.09","91","9","34","76","35","0","0","4","4","20"
"*066er*","Grant Taylor","CHW","SP,RP","223","Hutch","Active","24","219","5.09","77%","0%","59.1","2.28","78","4","15","42","19","6","8","0","1","43"
"*03et8*","Ranger Suarez","BOS","SP","227","Coop","Reserve","30","216","10.8","98%","0%","103","3.32","108","4","38","91","30","0","0","7","3","20"
"*05y72*","Landen Roupp","SF","SP","228","kyfaess","Reserve","27","214","9.3","84%","-3%","123.2","4.22","123","7","58","103","57","0","0","10","4","23"
"*04cd5*","MacKenzie Gore","TEX","SP","231","Sasso","Reserve","27","213","8.88","95%","0%","128.2","4.55","140","6","65","113","47","0","0","8","6","24"
"*05sr2*","Michael McGreevy","STL","SP","233","JMerkle","Active","26","211","9.17","80%","-2%","126","3.64","85","4","51","122","32","0","0","13","0","23"
"*05nso*","Abner Uribe","MIL","RP","234","kyfaess","Active","26","209","4.27","78%","-1%","48.1","2.05","48","4","11","32","18","6","18","0","1","49"
"*0403o*","Andres Munoz","SEA","RP","235","joeybats","Active","27","209","4.64","96%","0%","42.2","3.80","67","5","18","34","17","20","0","0","1","45"
"*04eqa*","Garrett Whitlock","BOS","RP","237","Sasso","Active","30","209","4.75","65%","-1%","44","2.05","49","6","10","32","7","2","21","0","0","44"
"*03aqv*","Raisel Iglesias","ATL","RP","241","Sasso","Active","36","207","4.93","97%","0%","42.2","2.95","48","1","14","38","12","24","0","0","1","42"
"*05yb8*","Chad Patrick","MIL","SP,RP","242","Kipp","Active","27","207","5.17","52%","0%","86.2","3.32","78","6","32","71","32","5","6","1","2","40"
"*05r3a*","Brandon Young","BAL","SP","243","CLANK","Active","27","206","10.84","70%","0%","107.2","3.43","89","8","41","103","38","0","0","9","1","19"
"*02myt*","Steven Okert","HOU","RP","247","Sethmc44","Active","35","203","3.56","34%","0%","57.1","2.20","59","5","14","38","12","0","16","0","4","57"
"*04pxf*","Davis Martin","CHW","SP","249","KRetiree","Active","29","202","8.78","88%","-1%","123","4.17","108","9","57","125","38","0","0","10","7","23"
"*04q08*","Kyle Leahy","STL","SP,RP","250","Jpanner","Active","29","201","9.14","62%","+2%","112.1","3.45","99","8","43","116","35","0","0","6","5","22"
"*03d6p*","Grant Holmes","ATL","SP","251","KRetiree","Active","30","200","8.7","64%","0%","114","3.47","94","7","44","102","48","0","0","7","3","23"
"*04eos*","Joey Cantillo","CLE","SP,RP","252","Greenbet","Active","26","200","8","86%","0%","119.2","3.91","132","8","52","121","56","0","0","4","2","25"
"*03pjf*","Michael Soroka","ARI","SP","254","kyfaess","Reserve","29","200","13.33","88%","0%","82","3.07","79","8","28","72","17","0","0","7","5","15"
"*04aok*","Gregory Soto","PIT","RP","255","KRetiree","Active","31","200","4","70%","-2%","49.2","3.81","60","5","21","35","21","14","8","0","4","50"
"*04ew7*","Aaron Ashby","MIL","RP","256","CLANK","Active","28","200","3.64","64%","-3%","65.2","3.56","94","13","26","60","33","0","10","0","2","55"
"*01spo*","Gerrit Cole","NYY","SP","259","GoldTY","Active","35","199","14.21","98%","0%","80.2","3.35","87","6","30","70","17","0","0","8","1","14"
"*04ak5*","Trevor Rogers","BAL","SP","261","Jpanner","Active","28","197","9.38","93%","0%","115.2","4.20","98","7","54","111","32","0","0","10","1","21"
"*04o2w*","Ben Brown","CHC","SP,RP","263","GoldTY","Reserve","26","197","9.85","70%","-1%","68","1.85","65","4","14","45","19","1","2","3","2","20"
"*02i2j*","Max Fried","NYY","SP","264","Sasso","Active","32","197","14.07","99%","0%","81.1","2.88","75","4","26","54","25","0","0","7","2","14"
"*04mlf*","Casey Mize","SD","SP","267","GoldTY","Active","29","195","11.47","94%","0%","90","3.40","86","4","34","76","22","0","0","8","1","17"
"*041r5*","Dustin May","MIL","SP","268","Hutch","Reserve","28","194","8.82","78%","+2%","115","4.30","111","6","55","108","38","0","0","11","8","22"
"*05jq2*","Andrew Abbott","CIN","SP","273","KRetiree","Active","27","192","8","86%","-2%","128.2","3.92","99","6","56","118","61","0","0","10","0","24"
"*05yaz*","Will Warren","NYY","SP","275","Sasso","Reserve","27","191","8.3","87%","0%","114","4.18","114","8","53","119","37","0","1","6","3","23"
"*06apx*","Trey Yesavage","TOR","SP","277","Sasso","Active","23","190","10.56","97%","0%","93.2","3.65","91","5","38","61","46","0","0","7","2","18"
"*0473n*","Tyler Wells","TB","SP,RP","278","Greenbet","Active","31","190","4.22","46%","-4%","57.1","2.51","58","2","16","40","14","4","12","0","2","45"
"*05ycf*","Noah Cameron","KC","SP","279","Greenbet","Active","27","190","8.64","82%","+6%","123.2","4.37","116","6","60","119","40","0","0","7","3","22"
"*06f1r*","Connelly Early","WSH","SP","284","KRetiree","Reserve","24","188","11.06","91%","-1%","91.2","3.44","93","7","35","81","34","0","0","7","9","17"
"*0374m*","Tyler Rogers","TOR","RP","285","Coop","Reserve","35","187","3.4","48%","0%","53","1.70","27","1","10","43","19","4","23","0","0","55"
"*0317q*","Griffin Jax","TB","SP,RP","286","Sasso","Active","31","187","6.45","84%","0%","91.2","3.63","100","6","37","81","30","0","2","2","2","29"
"*04auj*","Framber Valdez","DET","SP","288","Coop","Active","32","186","8.09","95%","0%","127.1","4.17","103","7","59","129","45","0","0","12","12","23"
"*05vy6*","Bryce Miller","SEA","SP","294","Hutch","Active","27","184","13.14","94%","0%","79","3.08","79","4","27","60","15","0","0","3","1","14"
"*04eud*","Shane Drohan","MIL","SP,RP","297","Hutch","Active","27","183","7.96","68%","+1%","93","3.87","93","6","40","88","28","1","2","5","3","23"
"*04xne*","Yoendrys Gomez","MIN","SP,RP","298","Sethmc44","Reserve","26","183","3.73","59%","0%","52.1","3.27","50","2","19","43","27","16","6","0","3","49"
"*03sef*","Seth Lugo","KC","SP","300","joeybats","Active","36","181","7.54","76%","-3%","134.2","4.41","104","5","66","139","46","0","0","14","6","24"
"*064zm*","Didier Fuentes","ATL","SP,RP","301","Sethmc44","Active","21","180","4.39","56%","+1%","50.2","2.49","65","4","14","40","15","2","12","0","2","41"
"*03ann*","Jeff Hoffman","MIN","RP","304","Greenbet","Active","33","179","3.31","70%","+2%","51","3.88","80","6","22","50","20","5","13","0","6","54"
"*05ym7*","Fernando Cruz","NYY","RP","309","Sethmc44","Active","36","176","3.2","39%","-2%","50","2.88","62","4","16","36","30","2","18","0","2","55"
"*0648r*","Andrew Morris","MIN","SP,RP","318","Greenbet","Active","24","174","3.87","32%","-2%","55.1","3.09","52","4","19","50","20","3","18","0","2","45"
"*02n96*","Josh Hader","HOU","RP","319","Coop","Active","32","174","6.44","97%","0%","25","1.08","36","3","3","10","10","16","0","0","0","27"
"*02c5l*","Luke Weaver","PIT","RP","326","joeybats","Active","32","171","3.98","62%","+3%","45","1.80","45","2","9","26","12","1","15","0","2","43"
"*05a29*","Carmen Mlodzinski","PIT","SP,RP","337","Kipp","Active","27","167","6.42","34%","+3%","97.1","3.51","77","6","38","100","32","2","3","1","2","26"
"*060i2*","Jake Bennett","BOS","SP","339","Coop","Active","25","167","12.85","79%","0%","76.2","3.17","55","7","27","64","16","0","0","6","3","13"
"*05gdz*","Roki Sasaki","LAD","SP","352","Sasso","Active","24","161","8.05","91%","+1%","105","4.54","106","5","53","94","40","0","0","6","5","20"
"*05r01*","Robert Suarez","ATL","RP","354","joeybats","Inj Res","35","161","5.19","80%","-1%","32","0.56","26","4","2","21","6","4","12","0","0","31"
"*02n4s*","Matthew Boyd","CHC","SP","357","Sethmc44","Active","35","160","11.43","92%","+1%","79.2","3.50","66","8","31","74","23","0","0","6","5","14"
"*04mjn*","Eduard Bazardo","SEA","RP","362","CLANK","Active","30","159","2.89","33%","-2%","51.1","3.33","51","3","19","52","14","0","22","0","1","55"
"*064no*","Spencer Miles","TOR","SP,RP","365","Kipp","Not On Team","26","157","4.62","23%","-1%","75","3.24","72","4","27","64","20","0","3","0","0","34"
"*05rik*","Bubba Chandler","PIT","SP","374","Jpanner","Active","23","154","6.7","88%","-1%","116.1","4.26","103","5","55","98","62","0","0","4","5","23"
"*05lg3*","Brandon Pfaadt","ARI","SP,RP","377","kyfaess","Active","27","153","7.29","70%","+2%","85.2","3.36","54","6","32","79","24","0","2","5","4","21"
"*05xpq*","Christian Scott","NYM","SP","378","GoldTY","Active","27","152","9.5","67%","+1%","74.1","3.15","92","3","26","62","32","0","0","1","6","16"
"*04pma*","Daniel Lynch","KC","RP","380","Greenbet","Active","29","151","3.21","26%","+1%","47.2","2.45","37","4","13","34","14","1","13","0","2","47"
"*05uo2*","Logan Henderson","MIL","SP","381","kyfaess","Active","24","151","15.1","92%","+1%","50","2.70","62","6","15","35","10","0","0","2","1","10"
"*04azu*","Kumar Rocker","TEX","SP","387","Coop","Active","26","149","6.77","60%","-1%","111","4.46","103","4","55","111","42","0","0","6","3","22"
"*05y5d*","Bradgley Rodriguez","SD","SP,RP","391","zyoung51","Active","22","147","3.06","18%","0%","51","2.29","53","3","13","40","16","0","8","0","0","48"
"*02nb6*","Drew Anderson","DET","SP,RP","398","kyfaess","Not On Team","32","143","3.49","16%","+3%","67.1","4.01","78","4","30","62","25","2","6","0","4","41"
"*04pxo*","Erik Sabrowski","CLE","RP","408","GoldTY","Active","28","140","3.26","42%","-4%","32.1","3.62","53","4","13","22","25","0","20","0","0","43"
"*0311c*","Devin Williams","NYM","RP","418","KRetiree","Active","31","135","3.21","90%","-1%","38.2","4.66","51","3","20","43","21","16","0","0","0","42"
"*0425t*","Bailey Ober","MIN","SP","420","Kipp","Active","31","135","7.94","73%","-1%","93","4.45","63","7","46","89","24","0","0","6","2","17"
"*04pqo*","Braydon Fisher","TOR","SP,RP","423","Greenbet","Reserve","26","134","2.39","17%","-1%","59","3.66","56","3","24","42","32","1","11","0","3","56"
"*01svz*","Kenley Jansen","DET","RP","432","KRetiree","Active","38","133","3.91","74%","-1%","30.2","3.82","37","3","13","19","18","13","1","0","0","34"
"*05y0j*","Spencer Arrighetti","TOR","SP","440","Kipp","Inj Res","26","130","7.65","66%","-3%","88","4.60","87","7","45","68","50","0","0","6","14","17"
"*02i3o*","Aaron Nola","PHI","SP","450","Jpanner","Reserve","33","127","5.29","76%","-1%","125","5.47","129","3","76","138","43","0","0","7","1","24"
"*05y2l*","Emmet Sheehan","LAD","SP","454","kyfaess","Reserve","26","126","6.3","79%","-10%","95.1","5.29","108","4","56","93","30","0","0","5","8","20"
"*02btx*","Tyler Glasnow","LAD","SP","466","GoldTY","Inj Res","32","123","17.57","97%","0%","39.2","2.72","49","3","12","20","13","0","0","4","0","7"
"*02bx4*","Clay Holmes","CHC","SP","467","KRetiree","Inj Res","33","123","12.3","87%","+3%","56.2","2.86","46","4","18","46","20","0","0","4","1","10"
"*026t9*","Tyron Guerrero","BOS","RP","473","Kipp","Active","35","121","4.17","21%","0%","30","2.10","33","1","7","25","3","0","15","0","2","29"
"*05144*","Hunter Brown","HOU","SP","476","joeybats","Active","27","120","10.91","99%","0%","58.2","3.53","63","3","23","41","32","0","0","5","4","11"
"*05t9g*","Gage Jump","ATH","SP","478","JMerkle","Active","23","120","8.57","64%","-4%","72.2","4.46","84","5","36","73","33","0","0","5","3","14"
"*03i81*","Reynaldo Lopez","ATL","SP,RP","485","CLANK","Reserve","32","119","4.96","49%","-8%","71.2","3.64","66","4","29","67","29","0","1","1","1","24"
"*03d6w*","Jack Flaherty","DET","SP","487","CLANK","Reserve","30","118","6.21","68%","-3%","86.1","4.59","102","3","44","80","42","0","0","2","7","19"
"*02bu3*","Brandon Woodruff","MIL","SP","496","JMerkle","Reserve","33","116","12.89","66%","-3%","45.1","2.98","47","2","15","28","10","0","0","3","1","9"
"*05joq*","Connor Prielipp","MIN","SP","515","Sasso","Reserve","25","111","6.94","43%","-2%","82.2","4.79","88","3","44","77","32","0","0","3","5","16"
"*03dc4*","Freddy Peralta","TB","SP","523","JMerkle","Active","30","107","4.65","95%","0%","117.1","5.37","116","5","70","129","49","0","0","4","5","23"
"*066cf*","Zebby Matthews","MIN","SP","525","Kipp","Minors","26","107","7.13","52%","-8%","86","5.23","73","5","50","87","28","0","0","8","3","15"
"*02c2r*","Carlos Rodon","NYY","SP","526","JMerkle","Reserve","33","106","11.78","93%","0%","46.1","3.30","52","4","17","32","26","0","0","3","1","9"
"*031bl*","Kyle Finnegan","DET","RP","531","Jpanner","Active","34","104","2.12","30%","-2%","48","3.38","37","2","18","49","27","2","12","0","1","49"
"*03nuc*","Luis Castillo","CHW","SP","571","zyoung51","Reserve","33","95","4.52","77%","-2%","103.2","5.30","91","3","61","113","33","0","1","4","5","21"
"*04pmb*","Kris Bubic","LAD","SP","584","Sasso","Inj Res","28","94","10.44","80%","-2%","50.1","4.11","51","3","23","36","26","0","0","4","1","9"
"*06ktn*","Tatsuya Imai","HOU","SP","591","Sethmc44","Reserve","28","93","5.81","71%","-7%","61.2","5.55","77","6","38","50","40","0","0","5","4","16"
"*04g1x*","David Peterson","CHC","SP,RP","593","Jpanner","Not On Team","30","93","4.04","54%","+5%","106","5.35","88","6","63","116","43","1","1","2","3","23"
"*06ekq*","Zac Thornton","NYM","SP,RP","596","joeybats","Active","24","93","13.29","62%","-3%","39.1","2.52","27","3","11","30","12","0","0","4","1","7"
"*04ali*","Edward Cabrera","CHC","SP","611","joeybats","Inj Res","28","89","6.36","78%","0%","72.1","5.10","65","5","41","72","29","0","0","4","1","14"
"*05h2u*","Jared Jones","PIT","SP","619","Jpanner","Active","25","87","6.69","87%","0%","59","5.03","65","2","33","52","19","0","0","3","2","13"
"*04y9o*","Jack Leiter","TEX","SP","638","Jpanner","Reserve","26","81","5.4","68%","-1%","80","5.29","83","3","47","80","35","0","0","2","4","15"
"*04t40*","Brayan Bello","BOS","SP,RP","640","Jpanner","Active","27","81","4.5","47%","+3%","83.2","4.84","64","4","45","93","27","1","0","1","3","18"
"*061bo*","Rhett Lowder","CIN","SP","646","KRetiree","Reserve","24","79","3.95","55%","+1%","89","5.26","73","4","52","93","39","0","0","5","4","20"
"*05yj0*","Chase Dollander","COL","SP,RP","655","Hutch","Inj Res","24","77","7.7","47%","0%","44","3.89","47","3","19","39","18","0","0","1","3","10"
"*05138*","Matt Brash","SEA","RP","666","CLANK","Reserve","28","75","3.75","34%","-1%","16.2","0.54","15","3","1","8","6","0","6","0","3","20"
"*0518g*","Trevor McDonald","SF","SP","680","Jpanner","Reserve","25","71","5.07","21%","-4%","70.1","5.12","57","3","40","69","23","0","0","5","12","14"
"*05tzo*","J.R. Ritchie","ATL","SP,RP","682","GoldTY","Reserve","23","70","5","43%","-2%","58","4.50","53","1","29","47","36","1","2","1","5","14"
"*041ps*","Nick Lodolo","CIN","SP","718","joeybats","Inj Res","28","62","5.17","83%","0%","62.2","4.60","50","3","32","65","27","0","0","3","9","12"
"*05mre*","Spencer Strider","ATL","SP","719","KRetiree","Inj Res","27","62","7.75","83%","-3%","39","5.31","46","4","23","33","20","0","0","2","1","8"
"*041ma*","Cole Ragans","KC","SP","747","Sasso","Inj Res","28","57","7.12","72%","-1%","35.1","4.84","45","1","19","27","23","0","0","3","0","8"
"*05u4l*","Daniel Palencia","CHC","RP","756","KRetiree","Reserve","26","54","2.84","77%","0%","16.2","2.70","19","2","5","17","6","3","0","0","0","19"
"*05ubl*","Gabriel Hughes","COL","SP","793","joeybats","Active","24","47","7.83","25%","-3%","29.2","4.25","28","0","14","26","9","1","0","1","1","6"
"*05uc7*","Noah Schultz","CHW","SP","819","Sasso","Reserve","23","40","2.67","57%","-2%","65.1","6.06","59","3","44","62","31","0","0","2","8","15"
"*05ajh*","Garrett Crochet","BOS","SP","834","Kipp","Inj Res","27","37","6.17","96%","-1%","30","6.30","37","3","21","33","11","0","0","3","4","6"
"*0316j*","Nick Pivetta","SD","SP","859","Sethmc44","Inj Res","33","34","8.5","85%","-1%","16","4.50","24","1","8","12","6","0","0","0","0","4"
"*05g4k*","Mick Abel","MIN","SP","873","Jpanner","Inj Res","24","32","8","52%","-1%","20.1","3.98","23","1","9","22","10","0","0","2","3","4"
"*041rf*","Shane Bieber","TOR","SP","892","kyfaess","Reserve","31","29","3.22","75%","-4%","42.2","5.48","32","3","26","48","23","0","0","2","0","9"
"*04aea*","Hunter Greene","CIN","SP","897","Greenbet","Active","27","29","5.8","96%","-1%","27.2","6.83","33","2","21","29","9","0","0","2","0","5"
