"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","FPts","FP/G","Ros","+/-","AB","R","H","1B","2B","3B","HR","RBI","BB","SO","SB","CS","HBP","GIDP","GP"
"*041pz*","Pete Alonso","BAL","1B","29","Greenbet","Active","31","300.5","2.98","100%","0%","374","61","92","54","17","0","21","66","54","111","4","1","6","10","101"
"*03ynj*","Juan Soto","NYM","OF","30","joeybats","Active","27","299.5","3.61","100%","0%","289","46","83","52","8","2","21","52","60","47","7","3","0","4","83"
"*05jr0*","Alec Burleson","STL","1B,OF","31","Hutch","Active","27","299","3.05","99%","0%","376","53","104","65","23","1","15","69","33","62","3","0","4","9","98"
"*03oh0*","Willson Contreras","BOS","1B","32","zyoung51","Active","34","297","3.23","98%","0%","325","50","94","53","17","2","22","66","37","94","2","2","15","7","92"
"*0326s*","Ketel Marte","ARI","2B","33","Hutch","Active","32","296","3.08","100%","0%","388","54","100","60","19","3","18","58","30","62","4","0","2","4","96"
"*040b5*","Randy Arozarena","SEA","OF","35","Kipp","Active","31","295.5","3.18","99%","0%","338","62","96","63","21","1","11","45","38","85","19","5","17","9","93"
"*03m6o*","Yandy Diaz","TB","UT","36","Sethmc44","Active","34","294.5","3.1","99%","0%","366","53","114","83","17","1","13","57","39","57","2","1","9","10","95"
"*04y4e*","Corbin Carroll","ARI","OF","37","Sethmc44","Active","25","291","3.03","100%","0%","356","55","89","45","20","10","14","47","48","94","10","2","4","5","96"
"*06aw3*","JJ Wetherholt","STL","2B,SS","40","joeybats","Active","23","288","3.06","99%","0%","369","61","96","72","10","0","14","38","42","68","10","0","14","1","94"
"*01cgo*","Freddie Freeman","LAD","1B","42","Sethmc44","Active","36","286","2.92","100%","0%","369","52","105","66","23","1","15","51","49","72","3","0","3","14","98"
"*05u2v*","Hunter Goodman","COL","C","43","JMerkle","Active","26","286","3.08","99%","0%","349","62","89","44","15","0","30","56","33","126","5","4","4","6","93"
"*03fi0*","Ozzie Albies","ATL","2B","41","Sasso","Active","29","286","2.89","99%","0%","384","63","102","66","21","0","15","54","29","58","1","3","5","3","99"
"*03120*","Cody Bellinger","NYY","OF","44","GoldTY","Active","31","285","2.91","99%","0%","361","51","92","59","19","3","11","52","52","66","10","5","0","2","98"
"*03qjy*","Brandon Lowe","PIT","2B","45","zyoung51","Active","32","284.5","3.06","99%","0%","368","61","90","47","21","1","21","65","38","113","1","0","2","3","93"
"*05xu5*","Zach Neto","LAA","SS","46","joeybats","Active","25","284","2.87","99%","0%","387","69","91","50","20","2","19","46","45","138","13","9","7","3","99"
"*03mew*","Luis Arraez","SF","1B,2B","47","Jpanner","Active","29","283","2.98","96%","0%","378","48","122","89","22","7","4","36","25","18","8","0","3","6","95"
"*04n8z*","Xavier Edwards","MIA","2B,SS","51","Sethmc44","Active","26","279","2.76","99%","0%","368","51","109","84","13","6","6","37","52","54","14","3","0","11","101"
"*05t9v*","Jonathan Aranda","TB","1B","50","joeybats","Active","28","279","2.85","98%","0%","357","48","103","72","17","0","14","65","53","94","0","0","8","10","98"
"*05yb0*","T.J. Rumfield","COL","1B","53","Sethmc44","Reserve","26","279","2.79","81%","-1%","351","44","104","69","20","2","13","51","41","58","0","0","7","2","100"
"*05ynb*","Liam Hicks","MIA","C,1B","56","KRetiree","Active","27","278","3.09","90%","0%","313","53","90","66","9","1","14","60","33","34","2","0","6","4","90"
"*0316v*","Jake Bauers","MIL","1B,OF","55","Hutch","Active","30","278","3.05","88%","0%","308","57","79","45","15","1","18","59","50","98","6","1","3","3","91"
"*05gx4*","Dillon Dingler","DET","C","58","Coop","Active","27","277","3.04","95%","0%","340","52","91","48","20","2","21","63","23","80","0","0","11","10","91"
"*02i2k*","Byron Buxton","MIN","OF","59","zyoung51","Active","32","276.5","3.59","99%","0%","309","57","85","43","16","1","25","45","23","83","7","1","4","2","77"
"*04hyc*","Ivan Herrera","STL","C","61","Hutch","Active","26","276","2.79","97%","0%","365","62","89","63","14","1","11","41","51","74","5","0","24","13","99"
"*02c68*","Trea Turner","PHI","SS","63","JMerkle","Active","33","275.5","2.81","99%","0%","402","68","99","67","18","0","14","40","27","97","17","2","2","4","98"
"*060x1*","Wilyer Abreu","BOS","OF","62","joeybats","Reserve","27","275.5","2.84","97%","+1%","371","52","99","60","21","3","15","50","41","85","6","3","2","7","97"
"*0512v*","Michael Harris II","ATL","OF","64","joeybats","Active","25","274","2.95","99%","0%","352","49","106","70","18","0","18","59","15","74","6","1","2","3","93"
"*04o4s*","Shea Langeliers","ATH","C","65","zyoung51","Active","28","273.5","3.04","100%","0%","365","54","95","55","18","0","22","50","33","93","2","1","5","4","90"
"*0414g*","Luis Garcia Jr.","WSH","1B,2B","67","KRetiree","Active","26","272","2.92","96%","0%","312","45","87","48","16","3","20","68","15","52","4","1","0","6","93"
"*01s8u*","Mike Trout","LAA","OF,UT","68","JMerkle","Active","34","271.5","3.31","99%","0%","297","58","69","37","14","0","18","39","70","95","8","0","4","5","82"
"*03ae8*","Dansby Swanson","CHC","SS","69","KRetiree","Reserve","32","271","2.82","96%","0%","328","60","69","38","12","3","16","58","38","86","13","0","1","4","96"
"*03zbh*","Fernando Tatis Jr.","SD","2B,OF","73","Kipp","Active","27","269.5","2.72","99%","0%","387","49","109","82","19","1","7","41","37","87","25","10","4","9","99"
"*04t9b*","Michael Busch","CHC","1B","71","KRetiree","Active","28","269.5","2.72","95%","0%","364","45","89","57","17","2","13","53","65","101","2","1","10","5","99"
"*03qyv*","Jake McCarthy","COL","OF","72","Hutch","Active","28","269.5","3.1","87%","+1%","295","43","90","55","19","6","10","55","18","55","17","4","4","4","87"
"*05udp*","Elly De La Cruz","CIN","SS","74","KRetiree","Active","24","266","3.33","100%","0%","319","54","89","54","15","4","16","45","35","98","15","6","2","5","80"
"*04nb2*","Riley Greene","DET","OF","76","KRetiree","Active","25","263.5","2.66","99%","0%","358","52","103","67","20","1","15","50","53","113","2","1","2","10","99"
"*050w9*","Gunnar Henderson","BAL","SS","77","Sasso","Active","25","263","2.63","100%","0%","415","58","93","55","19","2","17","44","34","106","8","4","7","6","100"
"*05jp4*","Casey Schmitt","SF","2B,3B,OF","78","Coop","Active","27","262","2.82","89%","0%","367","44","101","64","17","1","19","50","10","74","9","1","7","6","93"
"*045qo*","Jazz Chisholm Jr.","NYY","2B","80","CLANK","Active","28","260","2.74","99%","0%","334","51","76","45","13","2","16","43","37","112","26","5","1","4","95"
"*04pbq*","Geraldo Perdomo","ARI","SS","81","kyfaess","Active","26","259","2.7","97%","0%","336","48","81","58","13","3","7","36","59","48","16","9","4","8","96"
"*04pkr*","Nico Hoerner","CHC","2B","82","Kipp","Active","29","257.5","2.63","98%","0%","392","39","97","69","23","1","4","43","36","35","14","3","5","7","98"
"*05t2b*","Daylen Lile","WSH","OF","85","Coop","Reserve","23","256","2.59","93%","-1%","385","51","95","59","21","4","11","49","25","76","9","5","5","6","99"
"*02mzg*","Max Muncy","LAD","3B","86","GoldTY","Active","35","255","2.74","97%","0%","304","56","80","45","16","1","18","43","43","80","1","0","3","4","93"
"*03pje*","Taylor Ward","BAL","OF","87","KRetiree","Active","32","255","2.55","94%","0%","371","61","93","66","20","0","7","27","79","94","3","3","5","7","100"
"*030uc*","Rafael Devers","SF","1B","88","Coop","Active","29","254.5","2.54","99%","0%","382","50","93","47","25","1","20","53","39","121","0","0","1","8","100"
"*05gtn*","Tyler Soderstrom","ATH","1B,OF","90","CLANK","Active","24","253.5","2.88","99%","0%","316","47","78","39","21","2","16","47","45","65","1","1","3","8","88"
"*041q8*","Brandon Marsh","PHI","OF","89","Sethmc44","Active","28","253.5","2.64","94%","0%","355","53","104","71","15","2","16","47","20","101","8","3","2","2","96"
"*01ub6*","Jose Ramirez","CLE","3B","93","Sethmc44","Inj Res","33","252","3.5","99%","0%","268","42","64","36","18","0","10","33","41","44","24","2","1","1","72"
"*04yig*","Brooks Lee","MIN","3B,SS","95","Kipp","Active","25","251.5","2.59","90%","0%","357","45","90","58","15","3","14","52","28","63","6","4","2","5","97"
"*05ahe*","Curtis Mead","WSH","1B,3B","96","Kipp","Active","25","251.5","2.99","75%","+5%","275","48","72","37","17","1","17","48","35","59","6","2","4","6","84"
"*03nmw*","Ian Happ","CHC","OF","99","Sasso","Active","31","251","2.61","98%","-1%","354","62","77","40","17","2","18","44","54","128","4","1","5","9","96"
"*06aly*","Carson Benge","NYM","OF","98","Greenbet","Active","23","251","2.59","93%","0%","364","52","95","70","12","2","11","38","30","86","16","2","4","4","97"
"*04si3*","Brayan Rocchio","CLE","2B,SS","100","Sethmc44","Active","25","251","2.56","78%","+1%","336","42","91","66","14","2","9","46","27","54","15","5","7","5","98"
"*01svq*","Manny Machado","SD","3B","102","KRetiree","Active","34","250","2.58","99%","0%","353","48","71","35","16","0","20","57","48","88","2","2","0","8","97"
"*03yrz*","William Contreras","MIL","C","103","Kipp","Active","28","248.5","2.64","99%","0%","357","49","98","74","14","0","10","57","35","55","1","2","3","10","94"
"*03dgq*","Ryan O'Hearn","PIT","1B,OF","104","Coop","Active","32","248.5","2.89","96%","0%","320","51","90","61","13","0","16","64","28","79","1","0","5","13","86"
"*0630d*","Drake Baldwin","ATL","C","106","CLANK","Active","25","247.5","3.26","99%","0%","297","54","81","57","6","0","18","54","33","73","2","1","7","8","76"
"*05rch*","Colson Montgomery","CHW","3B,SS","107","JMerkle","Active","24","247.5","2.61","98%","0%","356","48","79","38","17","0","24","57","33","129","1","1","9","4","95"
"*06fzu*","Kazuma Okamoto","TOR","1B,3B","108","Greenbet","Active","30","247.5","2.55","97%","0%","353","50","81","47","12","0","22","62","38","121","0","0","6","7","97"
"*02w7p*","Alex Bregman","CHC","3B","109","JMerkle","Active","32","247","2.52","97%","0%","386","49","93","67","15","1","10","43","51","72","2","1","7","10","98"
"*03pir*","Kyle Tucker","LAD","OF","112","Coop","Active","29","246","2.62","100%","0%","341","54","82","55","18","2","7","47","48","78","6","0","2","3","94"
"*04071*","Isaac Paredes","HOU","3B","111","Jpanner","Active","27","246","2.59","93%","0%","346","40","89","58","18","1","12","50","39","62","0","0","13","10","95"
"*03aqw*","Mauricio Dubon","ATL","2B,SS,OF","113","zyoung51","Active","32","244.5","2.57","82%","0%","358","45","94","62","20","2","10","53","25","57","3","2","2","4","95"
"*04fhb*","Julio Rodriguez","SEA","OF","114","Jpanner","Active","25","243.5","2.71","100%","0%","355","47","91","62","15","0","14","42","30","83","12","3","4","7","90"
"*04b02*","Seiya Suzuki","CHC","OF,UT","115","Sethmc44","Active","31","243","2.89","98%","0%","315","52","86","54","16","0","16","50","40","92","1","0","3","8","84"
"*05gsi*","Ceddanne Rafaela","BOS","OF","116","Sethmc44","Reserve","25","242.5","2.53","96%","0%","363","46","102","66","25","3","8","42","18","77","13","6","6","8","96"
"*05y7x*","Cole Young","SEA","2B","119","Kipp","Reserve","22","239.5","2.37","71%","+2%","362","48","92","64","14","1","13","48","26","71","3","3","7","4","101"
"*04ppi*","Kody Clemens","MIN","1B,2B,OF","120","CLANK","Active","30","238.5","2.74","81%","0%","316","47","75","36","18","3","18","48","22","81","6","2","5","6","87"
"*03ojr*","Vladimir Guerrero Jr.","TOR","1B","123","kyfaess","Active","27","237.5","2.5","99%","0%","351","52","91","70","15","0","6","41","43","53","7","1","4","13","95"
"*0597k*","Nick Gonzales","PIT","2B,3B","122","zyoung51","Active","27","237.5","2.5","69%","+1%","356","55","110","87","17","1","5","45","28","71","4","2","6","11","95"
"*04p10*","Bryson Stott","PHI","2B","124","zyoung51","Reserve","28","237","2.49","85%","-1%","335","40","84","54","18","5","7","42","27","66","17","0","2","8","95"
"*05uei*","Chase DeLauter","CLE","OF","125","JMerkle","Active","24","236.5","2.82","95%","0%","315","34","90","59","19","1","11","50","33","47","4","2","0","7","84"
"*05m49*","Jung Hoo Lee","SF","OF","126","Greenbet","Active","27","236","2.57","86%","-4%","347","49","105","76","21","3","5","33","14","36","6","0","4","5","92"
"*06plc*","Sam Antonacci","CHW","2B,3B,SS,OF","127","Sasso","Active","23","234.5","2.97","82%","0%","277","52","79","58","12","2","7","30","23","49","13","5","18","1","79"
"*03pjd*","Josh Naylor","SEA","1B","130","Hutch","Reserve","29","233.5","2.48","97%","0%","368","37","93","73","12","0","8","37","31","49","19","4","4","14","94"
"*05ua7*","Jackson Merrill","SD","OF","133","kyfaess","Active","23","232","2.39","98%","0%","379","45","83","55","15","1","12","42","28","104","20","2","1","6","97"
"*04azv*","Jake Burger","TEX","1B","132","zyoung51","Reserve","30","232","2.42","77%","-1%","355","42","85","54","14","0","17","60","29","102","2","0","3","5","96"
"*0512e*","Spencer Steer","CIN","1B,OF","135","Jpanner","Active","28","231.5","2.44","87%","+1%","331","54","81","51","14","0","16","40","34","83","3","0","6","10","95"
"*04alp*","Ernie Clement","TOR","2B,3B,SS","138","JMerkle","Active","30","230.5","2.38","91%","0%","373","43","111","79","23","1","8","32","14","37","3","1","1","6","97"
"*041qb*","Bo Bichette","NYM","3B,SS","139","Sethmc44","Active","28","230","2.3","99%","0%","395","50","101","75","15","1","10","51","28","76","1","0","2","13","100"
"*03pit*","Trent Grisham","NYY","OF","140","CLANK","Active","29","229.5","2.87","86%","0%","274","50","62","35","14","2","11","41","43","53","7","1","0","4","80"
"*03zlh*","Oneil Cruz","PIT","OF","143","GoldTY","Inj Res","27","226","3.53","99%","0%","250","45","66","42","10","0","14","44","30","98","21","4","3","3","64"
"*04y44*","Josh Jung","TEX","3B","145","Hutch","Active","28","225.5","2.48","89%","-1%","352","45","103","70","23","1","9","35","33","71","1","1","6","14","91"
"*05m1e*","Jackson Chourio","MIL","OF","149","Hutch","Active","22","224.5","3.4","100%","0%","274","49","76","46","17","0","13","39","24","75","10","1","2","3","66"
"*04aee*","Jo Adell","LAA","OF","150","Coop","Reserve","27","224","2.24","92%","-1%","387","43","93","63","15","1","14","55","12","92","3","0","14","12","100"
"*05zh9*","Luke Keaschall","MIN","2B,OF","153","JMerkle","Reserve","23","222.5","2.37","87%","0%","315","49","83","64","14","1","4","28","36","55","12","4","10","4","94"
"*01sy3*","Nolan Arenado","ARI","3B","154","joeybats","Active","35","222","2.34","65%","+1%","324","46","79","47","19","0","13","44","30","78","3","0","6","8","95"
"*02bq2*","Brandon Nimmo","TEX","OF","159","Sethmc44","Reserve","33","219.5","2.34","93%","0%","361","38","94","59","22","4","9","37","32","87","4","1","6","8","94"
"*06dsa*","Kyle Karros","COL","3B","161","CLANK","Active","23","219","2.28","62%","+1%","289","48","75","46","18","2","9","34","41","70","3","0","3","2","96"
"*04en7*","Garrett Mitchell","MIL","OF","163","kyfaess","Reserve","27","217.5","2.42","63%","0%","286","44","81","48","22","3","8","48","37","107","7","5","2","2","90"
"*05u9q*","Jac Caglianone","KC","1B,OF","165","Sasso","Active","23","217","2.31","96%","0%","335","46","87","52","17","2","16","37","25","104","3","1","4","4","94"
"*04ya4*","Nasim Nunez","WSH","2B,SS","166","zyoung51","Reserve","25","216.5","2.33","58%","0%","280","42","69","61","4","3","1","28","34","73","37","4","1","4","93"
"*05vy5*","Carter Jensen","KC","C","168","Jpanner","Reserve","23","214.5","2.31","91%","-1%","326","43","79","44","22","0","13","51","33","105","1","0","1","3","93"
"*025gb*","Xander Bogaerts","SD","SS","167","Coop","Active","33","214.5","2.26","77%","-1%","332","39","73","56","8","0","9","38","43","71","12","1","3","4","95"
"*0622w*","Chandler Simpson","TB","OF","170","Jpanner","Active","25","212.5","2.28","88%","0%","344","41","97","81","10","6","0","17","19","35","24","11","0","3","93"
"*05y3u*","Munetaka Murakami","CHW","1B,3B","173","zyoung51","Inj Res","26","212","3.31","99%","0%","224","48","52","25","7","0","20","42","51","92","1","3","1","2","64"
"*0648n*","Chase Meidroth","CHW","2B,SS","172","Kipp","Reserve","24","212","2.21","68%","-2%","356","57","97","73","17","0","7","32","38","96","1","2","2","4","96"
"*04pst*","Jarren Duran","BOS","OF","175","Kipp","Active","29","210.5","2.29","95%","-1%","356","43","68","43","10","2","13","49","28","117","14","2","4","2","92"
"*03pom*","Austin Riley","ATL","3B","178","GoldTY","Active","29","206.5","2.09","94%","0%","357","43","77","51","13","1","12","47","33","115","6","1","9","7","99"
"*04yk2*","Spencer Torkelson","DET","1B","183","JMerkle","Reserve","26","203.5","2.06","82%","0%","339","40","70","34","18","0","18","49","41","127","0","1","5","9","99"
"*02z0s*","Aaron Judge","NYY","OF","188","CLANK","Inj Res","34","202","3.42","99%","0%","214","43","53","26","10","0","17","38","42","72","5","3","2","8","59"
"*04eig*","Jose Caballero","NYY","SS,OF","193","JMerkle","Reserve","29","199.5","2.32","86%","0%","283","36","69","48","11","0","10","37","17","69","23","8","5","9","86"
"*05zde*","Travis Bazzana","CLE","2B","195","KRetiree","Active","23","199","2.88","88%","0%","260","33","64","39","14","2","9","32","34","68","13","3","3","1","69"
"*05gwy*","Masyn Winn","STL","SS","196","Sethmc44","Reserve","24","198.5","2.18","61%","-2%","328","39","79","61","12","2","4","42","32","71","8","2","7","7","91"
"*04mn5*","Alec Bohm","PHI","3B","197","CLANK","Reserve","29","198","2.06","68%","-2%","356","32","77","51","14","0","12","49","25","60","1","0","6","13","96"
"*051ia*","Spencer Horwitz","PIT","1B","198","GoldTY","Reserve","28","198","2.68","59%","-1%","246","36","69","47","11","1","10","33","40","40","1","0","5","10","74"
"*051d0*","Troy Johnston","COL","1B,OF","199","JMerkle","Active","29","198","2.18","50%","-3%","288","33","85","58","24","0","3","40","30","56","4","5","5","3","91"
"*03btu*","Willi Castro","COL","2B,3B,SS,OF","203","CLANK","Reserve","29","196.5","2.26","65%","-2%","303","42","80","57","14","0","9","43","28","93","6","4","4","3","87"
"*060jo*","Cam Smith","HOU","OF","208","GoldTY","Active","23","195","1.95","73%","-2%","334","39","70","44","13","1","12","34","32","90","10","1","4","9","100"
"*04s1g*","Gabriel Moreno","ARI","C","209","kyfaess","Active","26","194.5","2.66","80%","+1%","251","37","76","55","15","0","6","33","34","45","4","1","3","6","73"
"*05161*","Dominic Canzone","SEA","OF","211","Kipp","Reserve","28","193.5","2.25","66%","-1%","238","34","62","33","13","1","15","40","24","55","1","1","3","3","86"
"*04q2n*","Adley Rutschman","BAL","C","215","Jpanner","Active","28","189","2.78","97%","0%","247","30","62","34","19","1","8","47","30","40","0","1","2","6","68"
"*05rbv*","Samuel Basallo","BAL","C","218","Sasso","Active","21","188","2.16","93%","0%","282","34","68","42","9","1","16","46","26","82","0","0","1","5","87"
"*04pr1*","Steven Kwan","CLE","OF","222","Greenbet","Active","28","186","1.98","74%","+2%","311","41","74","60","11","2","1","17","48","36","6","2","3","7","94"
"*01ual*","Paul Goldschmidt","NYY","1B","224","Kipp","Active","38","185","2.61","52%","-10%","251","34","65","39","10","1","15","42","19","66","1","0","3","4","71"
"*0310z*","J.P. Crawford","SEA","3B,SS","227","Coop","Reserve","31","184","2.22","48%","-1%","293","38","63","43","10","0","10","28","50","70","1","3","5","4","83"
"*03d6s*","Matt Chapman","SF","3B","228","Kipp","Reserve","33","183.5","2.18","81%","-2%","307","35","72","46","18","1","7","42","37","81","0","2","5","6","84"
"*025dn*","Christian Yelich","MIL","UT","230","joeybats","Reserve","34","181.5","2.75","95%","-1%","258","43","62","39","16","1","6","33","32","83","8","0","3","2","66"
"*041e2*","Mickey Moniak","COL","OF","232","Kipp","Reserve","28","180.5","2.78","91%","-1%","221","32","61","32","11","3","15","40","13","59","1","0","3","3","65"
"*024m0*","Jose Altuve","HOU","2B,OF","234","GoldTY","Reserve","36","180","2.31","93%","0%","302","47","71","44","14","1","12","29","29","74","2","2","1","14","78"
"*02btf*","Mookie Betts","LAD","SS","235","zyoung51","Active","33","179","2.8","99%","0%","253","39","60","37","10","0","13","34","22","32","1","2","1","10","64"
"*04y97*","Kyle Stowers","MIA","1B,OF","237","zyoung51","Active","28","178","2.34","92%","-1%","283","36","65","34","16","3","12","42","30","104","1","1","6","8","76"
"*01u75*","Salvador Perez","KC","C","238","joeybats","Reserve","36","177","1.9","82%","0%","362","34","77","50","14","0","13","41","15","80","0","0","9","12","93"
"*05rb1*","Sal Frelick","MIL","OF","240","Greenbet","Active","26","175.5","1.95","56%","-2%","276","33","65","47","14","0","4","34","25","31","6","2","2","4","90"
"*05u3u*","Konnor Griffin","PIT","SS","244","Coop","Inj Res","20","174.5","2.96","94%","-3%","225","35","62","45","10","2","5","25","16","65","20","1","4","3","59"
"*05184*","Vinnie Pasquantino","KC","1B","251","Kipp","Reserve","28","172","2.36","89%","-1%","271","32","60","42","10","2","6","33","35","54","4","0","2","3","73"
"*03pzn*","Andres Gimenez","TOR","2B,SS","252","Jpanner","Active","27","171.5","1.82","54%","-2%","298","25","68","45","15","1","7","38","11","61","11","2","8","6","94"
"*03wha*","Ronald Acuna Jr.","ATL","OF","255","zyoung51","Reserve","28","171","3.23","99%","0%","195","31","49","31","10","1","7","22","35","52","15","7","4","0","53"
"*025he*","George Springer","TOR","OF","258","KRetiree","Active","36","170","2.46","86%","-1%","268","33","60","38","11","1","10","25","30","60","7","2","3","6","69"
"*04ppj*","Jeremy Pena","HOU","SS","260","CLANK","Active","28","169.5","3.14","94%","0%","204","38","60","44","9","0","7","26","17","37","8","1","4","2","54"
"*05g3x*","Maikel Garcia","KC","3B","273","Hutch","Inj Res","26","164.5","2.38","95%","0%","268","32","70","48","17","2","3","30","24","45","5","3","0","6","69"
"*05mdt*","Evan Carter","TEX","OF","274","KRetiree","Reserve","23","163","1.99","56%","-1%","234","33","45","28","7","2","8","25","34","66","11","1","4","1","82"
"*02mxf*","Carson Kelly","CHC","C","277","Greenbet","Active","32","161.5","2.21","52%","-1%","228","35","61","45","10","0","6","33","29","43","0","1","3","5","73"
"*04pks*","Matt McLain","CIN","2B,SS","285","Greenbet","Reserve","26","158.5","1.91","62%","-4%","268","32","50","29","13","0","8","25","36","83","11","2","3","3","83"
"*05jsg*","Owen Caissie","MIA","OF","286","joeybats","Inj Res","24","158","1.93","60%","-3%","218","30","52","28","12","0","12","50","18","96","4","1","3","2","82"
"*04ydd*","Angel Martinez","CLE","OF","288","Greenbet","Inj Res","24","157.5","2.39","59%","-1%","226","28","54","31","11","1","11","33","7","53","9","2","5","5","66"
"*04aeb*","Royce Lewis","MIN","1B,3B","293","Jpanner","Reserve","27","156.5","2.37","76%","0%","238","31","52","30","12","0","10","30","25","71","6","0","2","2","66"
"*0622t*","Jacob Wilson","ATH","SS","296","Sasso","Reserve","24","155.5","2.59","88%","0%","243","29","71","54","10","1","6","30","11","29","2","0","0","5","60"
"*05y30*","Justin Crawford","PHI","OF","295","zyoung51","Reserve","22","155.5","1.67","59%","0%","276","28","71","54","12","3","2","22","17","61","13","3","2","1","93"
"*03rmz*","Keibert Ruiz","WSH","C","297","Sethmc44","Active","28","154.5","2.41","51%","-2%","204","30","57","32","18","0","7","35","7","27","2","1","2","5","64"
"*05u96*","Bryce Eldridge","SF","1B","298","KRetiree","Reserve","21","154","2.66","82%","0%","203","30","55","32","13","0","10","23","31","60","1","0","0","0","58"
"*060pm*","Wyatt Langford","TEX","OF","304","kyfaess","Active","24","152.5","3.18","98%","0%","195","29","55","34","9","2","10","25","12","45","7","1","1","3","48"
"*04mra*","Ezequiel Tovar","COL","SS","308","Greenbet","Reserve","24","151","1.59","53%","-1%","324","33","64","39","17","0","8","32","19","88","5","0","2","6","95"
"*02xic*","Teoscar Hernandez","LAD","OF","313","CLANK","Reserve","33","149","2.22","94%","-1%","237","38","57","40","9","0","8","37","24","74","2","0","2","9","67"
"*02z96*","Dominic Smith","ATL","1B","316","zyoung51","Reserve","31","148","1.8","18%","-1%","216","34","56","43","6","1","6","35","18","34","0","0","2","6","82"
"*06dn7*","A.J. Ewing","NYM","OF","317","joeybats","Active","21","147.5","2.42","70%","+1%","214","27","58","40","10","1","7","25","23","65","10","6","1","1","61"
"*025i9*","J.T. Realmuto","PHI","C","318","GoldTY","Not On Team","35","147.5","2.05","52%","+1%","242","28","52","34","11","0","7","33","20","55","3","0","8","4","72"
"*04pmu*","Ryan Jeffers","MIN","C","319","joeybats","Active","29","147","3.5","81%","+2%","139","27","40","22","9","1","8","31","26","26","1","0","1","2","42"
"*02bu9*","Marcus Semien","NYM","2B","322","zyoung51","Reserve","35","145.5","1.77","55%","-1%","299","30","62","44","8","1","9","29","23","73","6","2","1","10","82"
