"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","FPts","FP/G","Ros","+/-","AB","R","H","1B","2B","3B","HR","RBI","BB","SO","SB","CS","HBP","GIDP","GP"
"*03oh0*","Willson Contreras","BOS","1B","31","zyoung51","Active","34","297","3.23","98%","0%","325","50","94","53","17","2","22","66","37","94","2","2","15","7","92"
"*03m6o*","Yandy Diaz","TB","UT","34","Sethmc44","Active","34","293.5","3.09","99%","0%","366","53","114","83","17","1","13","56","39","57","2","1","9","10","95"
"*04y4e*","Corbin Carroll","ARI","OF","35","Sethmc44","Active","25","291","3.03","100%","0%","356","55","89","45","20","10","14","47","48","94","10","2","4","5","96"
"*040b5*","Randy Arozarena","SEA","OF","37","Kipp","Active","31","290.5","3.12","99%","0%","336","61","94","61","21","1","11","45","37","85","19","5","16","9","93"
"*0326s*","Ketel Marte","ARI","2B","39","Hutch","Active","32","289","3.01","100%","0%","385","53","99","60","19","3","17","56","30","62","4","0","2","4","96"
"*05u2v*","Hunter Goodman","COL","C","40","JMerkle","Active","26","287","3.09","99%","0%","347","62","89","44","15","0","30","56","33","126","5","4","4","5","93"
"*01cgo*","Freddie Freeman","LAD","1B","42","Sethmc44","Active","36","286","2.92","100%","0%","369","52","105","66","23","1","15","51","49","72","3","0","3","14","98"
"*03fi0*","Ozzie Albies","ATL","2B","41","Sasso","Active","29","286","2.89","99%","0%","384","63","102","66","21","0","15","54","29","58","1","3","5","3","99"
"*06aw3*","JJ Wetherholt","STL","2B,SS","43","joeybats","Active","23","286","3.08","99%","0%","366","61","96","72","10","0","14","38","41","66","9","0","14","1","93"
"*03120*","Cody Bellinger","NYY","OF","44","GoldTY","Active","31","285","2.91","99%","0%","361","51","92","59","19","3","11","52","52","66","10","5","0","2","98"
"*03qjy*","Brandon Lowe","PIT","2B","45","zyoung51","Active","32","284.5","3.06","99%","0%","368","61","90","47","21","1","21","65","38","113","1","0","2","3","93"
"*05xu5*","Zach Neto","LAA","SS","46","joeybats","Active","25","283.5","2.89","99%","0%","383","69","90","49","20","2","19","46","45","137","13","9","7","3","98"
"*03mew*","Luis Arraez","SF","1B,2B","47","Jpanner","Active","29","283","2.98","96%","0%","378","48","122","89","22","7","4","36","25","18","8","0","3","6","95"
"*05t9v*","Jonathan Aranda","TB","1B","50","joeybats","Active","28","279","2.85","98%","0%","357","48","103","72","17","0","14","65","53","94","0","0","8","10","98"
"*05yb0*","T.J. Rumfield","COL","1B","55","Sethmc44","Reserve","26","279","2.79","81%","-1%","349","44","104","69","20","2","13","51","41","58","0","0","7","2","100"
"*05ynb*","Liam Hicks","MIA","C,1B","67","KRetiree","Active","27","278.5","3.09","90%","0%","311","53","90","66","9","1","14","60","33","33","2","0","6","4","90"
"*04n8z*","Xavier Edwards","MIA","2B,SS","58","Sethmc44","Active","26","278","2.75","99%","0%","367","51","109","84","13","6","6","37","51","54","14","3","0","11","101"
"*04hyc*","Ivan Herrera","STL","C","53","Hutch","Active","26","278","2.84","97%","0%","361","62","89","63","14","1","11","41","51","70","5","0","24","13","98"
"*0316v*","Jake Bauers","MIL","1B,OF","56","Hutch","Active","30","278","3.05","88%","0%","308","57","79","45","15","1","18","59","50","98","6","1","3","3","91"
"*02i2k*","Byron Buxton","MIN","OF","57","zyoung51","Active","32","276.5","3.59","99%","0%","309","57","85","43","16","1","25","45","23","83","7","1","4","2","77"
"*02c68*","Trea Turner","PHI","SS","69","JMerkle","Active","33","275.5","2.81","99%","0%","402","68","99","67","18","0","14","40","27","97","17","2","2","4","98"
"*060x1*","Wilyer Abreu","BOS","OF","60","joeybats","Reserve","27","275.5","2.84","97%","0%","371","52","99","60","21","3","15","50","41","85","6","3","2","7","97"
"*0512v*","Michael Harris II","ATL","OF","61","joeybats","Active","25","274","2.95","99%","0%","352","49","106","70","18","0","18","59","15","74","6","1","2","3","93"
"*04o4s*","Shea Langeliers","ATH","C","64","zyoung51","Active","28","273","3.03","100%","0%","361","53","94","54","18","0","22","50","33","90","2","1","5","4","90"
"*01s8u*","Mike Trout","LAA","OF,UT","63","JMerkle","Active","34","272.5","3.36","99%","0%","293","58","69","37","14","0","18","39","70","93","8","0","4","5","81"
"*0414g*","Luis Garcia Jr.","WSH","1B,2B","65","KRetiree","Active","26","272.5","2.93","96%","0%","310","45","87","48","16","3","20","68","15","51","4","1","0","6","93"
"*03zbh*","Fernando Tatis Jr.","SD","2B,OF","68","Kipp","Active","27","269.5","2.72","99%","0%","387","49","109","82","19","1","7","41","37","87","25","10","4","9","99"
"*04t9b*","Michael Busch","CHC","1B","75","KRetiree","Active","28","269.5","2.72","95%","0%","362","45","89","57","17","2","13","53","64","99","2","1","10","5","99"
"*03qyv*","Jake McCarthy","COL","OF","70","Hutch","Active","28","269.5","3.1","87%","+1%","294","43","90","55","19","6","10","55","18","55","17","4","4","4","87"
"*03ae8*","Dansby Swanson","CHC","SS","72","KRetiree","Reserve","32","268","2.79","95%","0%","325","60","67","37","11","3","16","58","38","86","13","0","1","4","96"
"*05gx4*","Dillon Dingler","DET","C","71","Coop","Active","27","268","2.95","95%","0%","337","50","89","47","20","2","20","61","23","80","0","0","11","10","91"
"*05udp*","Elly De La Cruz","CIN","SS","76","KRetiree","Active","24","266.5","3.33","100%","0%","316","54","89","54","15","4","16","45","35","97","15","6","2","5","80"
"*050w9*","Gunnar Henderson","BAL","SS","79","Sasso","Active","25","263","2.63","100%","0%","415","58","93","55","19","2","17","44","34","106","8","4","7","6","100"
"*05jp4*","Casey Schmitt","SF","2B,3B,OF","78","Coop","Active","27","262","2.82","89%","0%","367","44","101","64","17","1","19","50","10","74","9","1","7","6","93"
"*04nb2*","Riley Greene","DET","OF","77","KRetiree","Active","25","261.5","2.64","99%","0%","355","51","102","66","20","1","15","50","53","113","2","1","2","10","99"
"*045qo*","Jazz Chisholm Jr.","NYY","2B","81","CLANK","Active","28","260","2.74","99%","0%","334","51","76","45","13","2","16","43","37","112","26","5","1","4","95"
"*04pkr*","Nico Hoerner","CHC","2B","83","Kipp","Active","29","256.5","2.62","98%","0%","389","39","96","68","23","1","4","43","36","35","14","3","5","7","98"
"*04pbq*","Geraldo Perdomo","ARI","SS","85","kyfaess","Active","26","256","2.67","97%","0%","333","48","80","57","13","3","7","36","59","48","15","9","4","8","96"
"*02mzg*","Max Muncy","LAD","3B","88","GoldTY","Active","35","255","2.74","97%","0%","304","56","80","45","16","1","18","43","43","80","1","0","3","4","93"
"*03pje*","Taylor Ward","BAL","OF","86","KRetiree","Active","32","255","2.55","94%","0%","371","61","93","66","20","0","7","27","79","94","3","3","5","7","100"
"*030uc*","Rafael Devers","SF","1B","87","Coop","Active","29","254.5","2.54","99%","0%","382","50","93","47","25","1","20","53","39","121","0","0","1","8","100"
"*041q8*","Brandon Marsh","PHI","OF","89","Sethmc44","Active","28","253.5","2.64","94%","0%","355","53","104","71","15","2","16","47","20","101","8","3","2","2","96"
"*01ub6*","Jose Ramirez","CLE","3B","91","Sethmc44","Inj Res","33","252","3.5","99%","0%","268","42","64","36","18","0","10","33","41","44","24","2","1","1","72"
"*05ahe*","Curtis Mead","WSH","1B,3B","101","Kipp","Active","25","252","3","74%","+4%","273","48","72","37","17","1","17","48","35","58","6","2","4","6","84"
"*05gtn*","Tyler Soderstrom","ATH","1B,OF","94","CLANK","Active","24","251.5","2.86","99%","0%","312","47","76","37","21","2","16","47","45","65","1","1","3","8","88"
"*04yig*","Brooks Lee","MIN","3B,SS","93","Kipp","Active","25","251.5","2.59","90%","0%","357","45","90","58","15","3","14","52","28","63","6","4","2","5","97"
"*05t2b*","Daylen Lile","WSH","OF","97","Coop","Reserve","23","251","2.56","93%","-1%","383","50","94","59","21","3","11","48","25","76","9","5","5","6","98"
"*06aly*","Carson Benge","NYM","OF","96","Greenbet","Active","23","251","2.59","93%","0%","364","52","95","70","12","2","11","38","30","86","16","2","4","4","97"
"*04si3*","Brayan Rocchio","CLE","2B,SS","98","Sethmc44","Active","25","251","2.56","78%","+1%","336","42","91","66","14","2","9","46","27","54","15","5","7","5","98"
"*01svq*","Manny Machado","SD","3B","100","KRetiree","Active","34","250","2.58","99%","0%","353","48","71","35","16","0","20","57","48","88","2","2","0","8","97"
"*03yrz*","William Contreras","MIL","C","102","Kipp","Active","28","248.5","2.64","99%","0%","357","49","98","74","14","0","10","57","35","55","1","2","3","10","94"
"*03dgq*","Ryan O'Hearn","PIT","1B,OF","106","Coop","Active","32","248.5","2.89","96%","0%","320","51","90","61","13","0","16","64","28","79","1","0","5","13","86"
"*0630d*","Drake Baldwin","ATL","C","103","CLANK","Active","25","247.5","3.26","99%","0%","297","54","81","57","6","0","18","54","33","73","2","1","7","8","76"
"*05rch*","Colson Montgomery","CHW","3B,SS","104","JMerkle","Active","24","247.5","2.61","98%","0%","355","48","79","38","17","0","24","57","33","129","1","1","9","4","95"
"*06fzu*","Kazuma Okamoto","TOR","1B,3B","108","Greenbet","Active","30","247.5","2.55","97%","0%","353","50","81","47","12","0","22","62","38","121","0","0","6","7","97"
"*03pir*","Kyle Tucker","LAD","OF","109","Coop","Active","29","246","2.62","99%","0%","341","54","82","55","18","2","7","47","48","78","6","0","2","3","94"
"*03aqw*","Mauricio Dubon","ATL","2B,SS,OF","110","zyoung51","Active","32","244.5","2.57","82%","0%","358","45","94","62","20","2","10","53","25","57","3","2","2","4","95"
"*03nmw*","Ian Happ","CHC","OF","111","Sasso","Active","31","244","2.54","98%","-1%","351","61","76","40","17","2","17","42","54","128","4","1","5","9","96"
"*02w7p*","Alex Bregman","CHC","3B","112","JMerkle","Active","32","243.5","2.48","97%","0%","383","47","91","65","15","1","10","43","51","71","2","1","7","10","98"
"*04b02*","Seiya Suzuki","CHC","OF,UT","123","Sethmc44","Active","31","242.5","2.89","98%","0%","313","52","86","54","16","0","16","50","39","91","1","0","3","8","84"
"*05gsi*","Ceddanne Rafaela","BOS","OF","113","Sethmc44","Reserve","25","242.5","2.53","96%","0%","363","46","102","66","25","3","8","42","18","77","13","6","6","8","96"
"*04071*","Isaac Paredes","HOU","3B","114","Jpanner","Active","27","242","2.55","93%","0%","345","39","88","58","18","0","12","50","39","62","0","0","13","10","95"
"*04fhb*","Julio Rodriguez","SEA","OF","115","Jpanner","Active","25","241.5","2.68","99%","0%","353","47","90","61","15","0","14","41","30","83","12","3","4","7","90"
"*04ppi*","Kody Clemens","MIN","1B,2B,OF","117","CLANK","Active","30","238.5","2.74","81%","0%","316","47","75","36","18","3","18","48","22","81","6","2","5","6","87"
"*05y7x*","Cole Young","SEA","2B","118","Kipp","Reserve","22","238.5","2.36","70%","+2%","359","48","92","64","14","1","13","48","25","71","3","3","7","4","101"
"*03ojr*","Vladimir Guerrero Jr.","TOR","1B","120","kyfaess","Active","27","237.5","2.5","99%","0%","351","52","91","70","15","0","6","41","43","53","7","1","4","13","95"
"*0597k*","Nick Gonzales","PIT","2B,3B","119","zyoung51","Active","27","237.5","2.5","69%","+1%","356","55","110","87","17","1","5","45","28","71","4","2","6","11","95"
"*04p10*","Bryson Stott","PHI","2B","122","zyoung51","Reserve","28","237","2.49","85%","-1%","335","40","84","54","18","5","7","42","27","66","17","0","2","8","95"
"*05uei*","Chase DeLauter","CLE","OF","121","JMerkle","Active","24","236.5","2.82","95%","0%","315","34","90","59","19","1","11","50","33","47","4","2","0","7","84"
"*06plc*","Sam Antonacci","CHW","2B,3B,SS,OF","131","Sasso","Active","23","234.5","2.97","82%","0%","277","52","79","58","12","2","7","30","23","49","13","5","18","1","79"
"*05m49*","Jung Hoo Lee","SF","OF","125","Greenbet","Active","27","234","2.54","86%","-4%","346","48","104","75","21","3","5","33","14","36","6","0","4","5","92"
"*03pjd*","Josh Naylor","SEA","1B","127","Hutch","Reserve","29","232.5","2.47","97%","0%","363","37","92","72","12","0","8","37","31","49","19","4","4","14","94"
"*05ua7*","Jackson Merrill","SD","OF","129","kyfaess","Active","23","232","2.39","98%","0%","379","45","83","55","15","1","12","42","28","104","20","2","1","6","97"
"*0512e*","Spencer Steer","CIN","1B,OF","132","Jpanner","Active","28","231","2.43","87%","+1%","330","54","81","51","14","0","16","40","34","82","3","0","5","10","95"
"*04alp*","Ernie Clement","TOR","2B,3B,SS","134","JMerkle","Active","30","230.5","2.38","91%","0%","373","43","111","79","23","1","8","32","14","37","3","1","1","6","97"
"*03pit*","Trent Grisham","NYY","OF","135","CLANK","Active","29","229.5","2.87","86%","0%","274","50","62","35","14","2","11","41","43","53","7","1","0","4","80"
"*041qb*","Bo Bichette","NYM","3B,SS","138","Sethmc44","Active","28","229","2.29","99%","0%","395","49","101","75","15","1","10","51","28","76","1","0","2","13","100"
"*03zlh*","Oneil Cruz","PIT","OF","141","GoldTY","Inj Res","27","226","3.53","99%","0%","250","45","66","42","10","0","14","44","30","98","21","4","3","3","64"
"*04azv*","Jake Burger","TEX","1B","140","zyoung51","Reserve","30","226","2.35","77%","-1%","354","41","84","54","14","0","16","59","29","102","2","0","3","5","96"
"*05m1e*","Jackson Chourio","MIL","OF","146","Hutch","Active","22","224.5","3.4","99%","0%","274","49","76","46","17","0","13","39","24","75","10","1","2","3","66"
"*04y44*","Josh Jung","TEX","3B","147","Hutch","Active","28","223.5","2.46","89%","-1%","351","45","102","69","23","1","9","35","32","71","1","1","6","14","91"
"*05zh9*","Luke Keaschall","MIN","2B,OF","149","JMerkle","Reserve","23","222.5","2.37","87%","0%","315","49","83","64","14","1","4","28","36","55","12","4","10","4","94"
"*01sy3*","Nolan Arenado","ARI","3B","152","joeybats","Active","35","221.5","2.33","64%","+1%","320","46","78","47","18","0","13","44","30","77","3","0","6","7","95"
"*02bq2*","Brandon Nimmo","TEX","OF","155","Sethmc44","Reserve","33","220.5","2.35","93%","0%","359","38","94","59","22","4","9","37","32","85","4","1","6","8","94"
"*06dsa*","Kyle Karros","COL","3B","157","CLANK","Active","23","218.5","2.28","62%","+1%","287","48","74","45","18","2","9","34","41","69","3","0","3","2","96"
"*04en7*","Garrett Mitchell","MIL","OF","161","kyfaess","Reserve","27","217.5","2.42","63%","0%","286","44","81","48","22","3","8","48","37","107","7","5","2","2","90"
"*05u9q*","Jac Caglianone","KC","1B,OF","162","Sasso","Active","23","217","2.31","96%","0%","335","46","87","52","17","2","16","37","25","104","3","1","4","4","94"
"*04ya4*","Nasim Nunez","WSH","2B,SS","164","zyoung51","Reserve","25","215.5","2.32","58%","-1%","278","42","68","60","4","3","1","28","34","73","37","4","1","4","93"
"*04aee*","Jo Adell","LAA","OF","165","Coop","Reserve","27","215","2.17","92%","-1%","384","42","91","62","15","1","13","53","12","92","3","0","13","12","99"
"*05vy5*","Carter Jensen","KC","C","167","Jpanner","Reserve","23","214.5","2.31","91%","-1%","325","43","79","44","22","0","13","51","33","105","1","0","1","3","93"
"*025gb*","Xander Bogaerts","SD","SS","166","Coop","Active","33","214.5","2.26","77%","-1%","332","39","73","56","8","0","9","38","43","71","12","1","3","4","95"
"*0622w*","Chandler Simpson","TB","OF","170","Jpanner","Active","25","212.5","2.28","88%","0%","344","41","97","81","10","6","0","17","19","35","24","11","0","3","93"
"*04pst*","Jarren Duran","BOS","OF","172","Kipp","Active","29","210.5","2.29","95%","-1%","356","43","68","43","10","2","13","49","28","117","14","2","4","2","92"
"*05y3u*","Munetaka Murakami","CHW","1B,3B","175","zyoung51","Inj Res","26","210","3.28","99%","0%","223","47","52","25","7","0","20","42","50","92","1","3","1","2","64"
"*0648n*","Chase Meidroth","CHW","2B,SS","173","Kipp","Reserve","24","210","2.19","68%","-2%","356","56","97","73","17","0","7","32","37","96","1","2","2","4","96"
"*03pom*","Austin Riley","ATL","3B","176","GoldTY","Active","29","206.5","2.09","94%","0%","357","43","77","51","13","1","12","47","33","115","6","1","9","7","99"
"*02z0s*","Aaron Judge","NYY","OF","188","CLANK","Inj Res","34","202","3.42","99%","0%","214","43","53","26","10","0","17","38","42","72","5","3","2","8","59"
"*04yk2*","Spencer Torkelson","DET","1B","190","JMerkle","Reserve","26","201","2.03","82%","0%","336","40","69","33","18","0","18","47","41","126","0","1","5","9","99"
"*04eig*","Jose Caballero","NYY","SS,OF","191","JMerkle","Reserve","29","199.5","2.32","86%","0%","283","36","69","48","11","0","10","37","17","69","23","8","5","9","86"
"*05zde*","Travis Bazzana","CLE","2B","195","KRetiree","Active","23","199","2.88","88%","-1%","260","33","64","39","14","2","9","32","34","68","13","3","3","1","69"
"*05gwy*","Masyn Winn","STL","SS","196","Sethmc44","Reserve","24","199","2.21","61%","-2%","325","39","79","61","12","2","4","42","32","70","8","2","7","7","90"
"*04mn5*","Alec Bohm","PHI","3B","197","CLANK","Reserve","29","198","2.06","68%","-2%","356","32","77","51","14","0","12","49","25","60","1","0","6","13","96"
"*051ia*","Spencer Horwitz","PIT","1B","198","GoldTY","Reserve","28","198","2.68","59%","-1%","246","36","69","47","11","1","10","33","40","40","1","0","5","10","74"
"*051d0*","Troy Johnston","COL","1B,OF","201","JMerkle","Active","29","197","2.19","50%","-3%","287","33","85","58","24","0","3","40","29","56","4","5","5","3","90"
"*03btu*","Willi Castro","COL","2B,3B,SS,OF","211","CLANK","Reserve","29","195.5","2.25","64%","-3%","302","42","80","57","14","0","9","43","27","93","6","4","4","3","87"
"*04s1g*","Gabriel Moreno","ARI","C","207","kyfaess","Active","26","194","2.66","80%","+1%","247","37","75","54","15","0","6","33","34","44","4","1","3","6","73"
"*060jo*","Cam Smith","HOU","OF","209","GoldTY","Active","23","192","1.94","73%","-2%","334","39","70","44","13","1","12","34","31","90","9","1","4","9","99"
"*05161*","Dominic Canzone","SEA","OF","210","Kipp","Reserve","28","191","2.22","66%","-1%","235","33","61","32","13","1","15","40","23","54","1","1","3","3","86"
"*04q2n*","Adley Rutschman","BAL","C","214","Jpanner","Active","28","189","2.78","97%","0%","247","30","62","34","19","1","8","47","30","40","0","1","2","6","68"
"*05rbv*","Samuel Basallo","BAL","C","216","Sasso","Active","21","188","2.16","93%","0%","282","34","68","42","9","1","16","46","26","82","0","0","1","5","87"
"*04pr1*","Steven Kwan","CLE","OF","218","Greenbet","Active","28","186","1.98","74%","+1%","311","41","74","60","11","2","1","17","48","36","6","2","3","7","94"
"*01ual*","Paul Goldschmidt","NYY","1B","219","Kipp","Active","38","185","2.61","52%","-11%","251","34","65","39","10","1","15","42","19","66","1","0","3","4","71"
"*0310z*","J.P. Crawford","SEA","3B,SS","222","Coop","Reserve","31","184","2.22","48%","-1%","293","38","63","43","10","0","10","28","50","70","1","3","5","4","83"
"*03d6s*","Matt Chapman","SF","3B","223","Kipp","Reserve","33","183.5","2.18","81%","-2%","307","35","72","46","18","1","7","42","37","81","0","2","5","6","84"
"*025dn*","Christian Yelich","MIL","UT","227","joeybats","Reserve","34","181.5","2.75","95%","-1%","257","43","62","39","16","1","6","33","32","83","8","0","3","2","66"
"*041e2*","Mickey Moniak","COL","OF","230","Kipp","Reserve","28","180.5","2.78","91%","-1%","221","32","61","32","11","3","15","40","13","59","1","0","3","3","65"
"*024m0*","Jose Altuve","HOU","2B,OF","235","GoldTY","Reserve","36","178","2.28","93%","0%","301","47","70","43","14","1","12","28","29","74","2","2","1","14","78"
"*04y97*","Kyle Stowers","MIA","1B,OF","237","zyoung51","Active","28","177.5","2.34","92%","-1%","281","36","64","33","16","3","12","42","30","103","1","1","6","8","76"
"*01u75*","Salvador Perez","KC","C","236","joeybats","Reserve","36","177","1.9","81%","-1%","362","34","77","50","14","0","13","41","15","80","0","0","9","12","93"
"*05rb1*","Sal Frelick","MIL","OF","239","Greenbet","Active","26","175.5","1.95","56%","-2%","276","33","65","47","14","0","4","34","25","31","6","2","2","4","90"
"*05ub0*","Zack Gelof","ATH","2B,3B,OF","241","kyfaess","Reserve","26","175","2.61","77%","-5%","227","41","62","39","11","1","11","29","14","62","8","1","4","5","67"
"*05u3u*","Konnor Griffin","PIT","SS","242","Coop","Inj Res","20","174.5","2.96","93%","-3%","225","35","62","45","10","2","5","25","16","65","20","1","4","3","59"
"*02btf*","Mookie Betts","LAD","SS","268","zyoung51","Active","33","172","2.69","99%","0%","252","38","59","37","10","0","12","32","22","32","1","2","1","10","64"
"*05184*","Vinnie Pasquantino","KC","1B","249","Kipp","Reserve","28","172","2.36","89%","-1%","271","32","60","42","10","2","6","33","35","54","4","0","2","3","73"
"*03pzn*","Andres Gimenez","TOR","2B,SS","250","Jpanner","Active","27","171.5","1.82","54%","-2%","298","25","68","45","15","1","7","38","11","61","11","2","8","6","94"
"*03wha*","Ronald Acuna Jr.","ATL","OF","252","zyoung51","Reserve","28","171","3.23","99%","0%","195","31","49","31","10","1","7","22","35","52","15","7","4","0","53"
"*04ppj*","Jeremy Pena","HOU","SS","255","CLANK","Active","28","170","3.15","94%","0%","203","38","60","44","9","0","7","26","17","36","8","1","4","2","54"
"*025he*","George Springer","TOR","OF","256","KRetiree","Active","36","170","2.46","86%","-1%","268","33","60","38","11","1","10","25","30","60","7","2","3","6","69"
"*05g3x*","Maikel Garcia","KC","3B","270","Hutch","Inj Res","26","164.5","2.38","95%","0%","268","32","70","48","17","2","3","30","24","45","5","3","0","6","69"
"*05mdt*","Evan Carter","TEX","OF","271","KRetiree","Reserve","23","163","1.99","56%","-1%","232","33","45","28","7","2","8","25","34","66","11","1","4","1","82"
"*02mxf*","Carson Kelly","CHC","C","274","Greenbet","Active","32","161.5","2.24","52%","-2%","227","35","61","45","10","0","6","33","29","43","0","1","3","5","72"
"*04pks*","Matt McLain","CIN","2B,SS","283","Greenbet","Reserve","26","158.5","1.91","62%","-4%","268","32","50","29","13","0","8","25","36","83","11","2","3","3","83"
"*05jsg*","Owen Caissie","MIA","OF","284","joeybats","Inj Res","24","158","1.93","60%","-3%","218","30","52","28","12","0","12","50","18","96","4","1","3","2","82"
"*04ydd*","Angel Martinez","CLE","OF","286","Greenbet","Inj Res","24","157.5","2.39","59%","-1%","226","28","54","31","11","1","11","33","7","53","9","2","5","5","66"
"*04aeb*","Royce Lewis","MIN","1B,3B","290","Jpanner","Reserve","27","156.5","2.37","76%","0%","238","31","52","30","12","0","10","30","25","71","6","0","2","2","66"
"*05y30*","Justin Crawford","PHI","OF","293","zyoung51","Reserve","22","155.5","1.67","59%","0%","276","28","71","54","12","3","2","22","17","61","13","3","2","1","93"
"*03rmz*","Keibert Ruiz","WSH","C","295","Sethmc44","Active","28","154.5","2.45","50%","-2%","204","30","57","32","18","0","7","35","7","27","2","1","2","5","63"
"*05u96*","Bryce Eldridge","SF","1B","294","KRetiree","Reserve","21","154","2.66","82%","-1%","203","30","55","32","13","0","10","23","31","60","1","0","0","0","58"
"*060pm*","Wyatt Langford","TEX","OF","300","kyfaess","Active","24","153","3.19","98%","0%","193","29","55","34","9","2","10","25","12","44","7","1","1","3","48"
"*04mra*","Ezequiel Tovar","COL","SS","302","Greenbet","Reserve","24","151","1.59","53%","-1%","323","33","64","39","17","0","8","32","19","88","5","0","2","6","95"
"*02xic*","Teoscar Hernandez","LAD","OF","310","CLANK","Reserve","33","149","2.22","94%","-1%","236","38","57","40","9","0","8","37","24","74","2","0","2","9","67"
"*0622t*","Jacob Wilson","ATH","SS","312","Sasso","Reserve","24","148.5","2.48","88%","0%","239","28","69","53","10","1","5","29","11","29","2","0","0","5","60"
"*06dn7*","A.J. Ewing","NYM","OF","311","joeybats","Active","21","148","2.43","70%","+1%","213","27","58","40","10","1","7","25","23","64","10","6","1","1","61"
"*02z96*","Dominic Smith","ATL","1B","314","zyoung51","Reserve","31","148","1.8","18%","-1%","216","34","56","43","6","1","6","35","18","34","0","0","2","6","82"
"*025i9*","J.T. Realmuto","PHI","C","313","GoldTY","Not On Team","35","147.5","2.05","52%","+1%","242","28","52","34","11","0","7","33","20","55","3","0","8","4","72"
"*04pmu*","Ryan Jeffers","MIN","C","316","joeybats","Active","29","147","3.5","80%","+1%","139","27","40","22","9","1","8","31","26","26","1","0","1","2","42"
