"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","FPts","FP/G","Ros","+/-","AB","R","H","1B","2B","3B","HR","RBI","BB","SO","SB","CS","HBP","GIDP","GP"
"*04nq4*","Blaze Jordan","STL","1B,3B","808","Kipp","Reserve","23","26","2.89","60%","+4%","35","5","10","6","2","1","1","7","1","4","0","0","0","2","9"
"*05vy9*","Pedro Ramirez","CHC","2B,3B,SS","834","joeybats","Reserve","22","21.5","1.26","28%","-1%","37","3","10","7","2","0","1","4","3","3","0","0","0","2","17"
"*02yd1*","Jorge Polanco","NYM","UT","842","zyoung51","Inj Res","32","20.5","1.46","55%","-2%","56","3","10","6","3","0","1","2","5","11","0","0","0","0","14"
"*05tzp*","Jacob Gonzalez","CHW","1B,2B,SS","841","GoldTY","Active","24","20.5","1.21","36%","-5%","48","5","8","7","0","0","1","5","5","15","0","0","2","0","17"
"*05rcg*","Braden Montgomery","CHW","OF","847","Hutch","Reserve","23","20","1.82","75%","0%","39","5","9","5","3","0","1","4","2","10","0","0","0","1","11"
"*04t3y*","Alejandro Kirk","TOR","C","846","Coop","Inj Res","27","20","1.82","68%","-1%","40","3","8","5","2","0","1","5","4","8","0","0","0","1","11"
"*05rcj*","Edwin Arroyo","CIN","2B,SS","849","GoldTY","Reserve","22","19.5","1.08","36%","-5%","50","5","12","10","2","0","0","2","3","13","0","0","2","0","18"
"*067xj*","Cooper Pratt","MIL","SS","888","Kipp","Reserve","21","16","2.67","49%","+5%","19","2","7","7","0","0","0","2","2","4","3","0","0","1","6"
"*05t9n*","Carson Williams","TB","SS","973","KRetiree","Minors","22","8.5","0.71","45%","0%","30","6","3","2","1","0","0","3","2","11","0","0","0","1","12"
"*04qii*","Addison Barger","TOR","3B,OF","1003","JMerkle","Inj Res","26","6.5","0.65","69%","-1%","22","2","1","0","1","0","0","2","5","7","0","0","0","1","10"
"*05tzg*","Jace Jung","DET","3B","1055","Greenbet","Minors","25","3.5","1.17","19%","0%","6","1","1","1","0","0","0","0","2","1","0","0","0","0","3"
"*0630f*","Gabriel Rincones Jr.","PHI","OF","1056","Sethmc44","Reserve","25","3.5","0.58","13%","0%","19","1","1","0","0","0","1","2","0","5","0","0","0","1","6"
"*05gss*","Jeferson Quero","MIL","C","1100","Kipp","Minors","23","1","1","27%","0%","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"*05wxy*","Kyle Teel","CHW","C","9106","Hutch","Reserve","24","0","0","66%","+3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yc*","Leo De Vries","ATH","SS","3164","GoldTY","Minors","19","0","0","63%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u9y*","Max Clark","DET","OF","2645","Hutch","Minors","21","0","0","62%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u3v*","Walker Jenkins","MIN","OF","5053","CLANK","Minors","21","0","0","62%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ibv*","Jesus Made","MIL","SS","5835","Coop","Minors","19","0","0","62%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06alk*","Charlie Condon","COL","1B","2736","Jpanner","Minors","23","0","0","60%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rcf*","Joshua Baez","STL","OF","1553","Sasso","Minors","22","0","0","59%","+5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0662o*","Sebastian Walcott","TEX","SS","9629","Hutch","Minors","20","0","0","55%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u36*","Aidan Miller","PHI","SS","6422","Jpanner","Minors","22","0","0","55%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061zv*","Josue De Paula","LAD","OF","3159","GoldTY","Minors","21","0","0","54%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gsc*","Jordan Westburg","BAL","3B","9747","Sasso","Inj Res","27","0","0","53%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060la*","Jett Williams","MIL","2B,SS,OF","9822","CLANK","Minors","22","0","0","52%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06n8y*","Eli Willits","WSH","SS","9841","Hutch","Minors","18","0","0","52%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062cx*","Ethan Holliday","COL","SS","4856","JMerkle","Minors","19","0","0","52%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06b72*","George Lombard Jr.","NYY","SS","5680","GoldTY","Minors","21","0","0","51%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c78*","Franklin Arias","BOS","SS","1435","JMerkle","Minors","20","0","0","49%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06j3f*","Luis Pena","MIL","2B,SS","7279","kyfaess","Minors","19","0","0","48%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06eyu*","Zyhir Hope","LAD","OF","4879","joeybats","Minors","21","0","0","48%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hx4*","Kaelen Culpepper","MIN","SS","2943","JMerkle","Minors","23","0","0","48%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rfc*","Lazaro Montes","SEA","OF","6540","Sasso","Minors","21","0","0","47%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mh4*","Edward Florentino","PIT","OF","3757","joeybats","Minors","19","0","0","47%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c79*","Eduardo Quintero","LAD","OF","7660","Coop","Minors","20","0","0","46%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mnp*","Rainiel Rodriguez","STL","C","8077","Coop","Minors","19","0","0","45%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066ir*","James Tibbs III","LAD","OF","9191","zyoung51","Minors","23","0","0","45%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*054p6*","Emmanuel Rodriguez","MIN","OF","8024","GoldTY","Minors","23","0","0","44%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ybr*","Ethan Salas","SD","C","8295","Kipp","Minors","20","0","0","44%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yai*","Bryce Rainer","DET","SS","7677","Hutch","Minors","20","0","0","44%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hea*","Caleb Bonemer","CHW","3B,SS","1929","KRetiree","Minors","20","0","0","44%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06se6*","JoJo Parker","TOR","SS","7173","joeybats","Minors","19","0","0","43%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yp*","Ralphy Velazquez","CLE","1B","9517","Jpanner","Minors","21","0","0","42%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ps2*","Josuar Gonzalez","SF","SS","4244","Sasso","Minors","18","0","0","41%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066ip*","Mike Sirota","LAD","OF","8708","kyfaess","Minors","23","0","0","41%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0637j*","Josue Briceno","DET","C,1B","2045","joeybats","Minors","21","0","0","41%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06626*","Alfredo Duno","CIN","C","3422","joeybats","Minors","20","0","0","40%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05raw*","Harry Ford","WSH","C","3800","GoldTY","Minors","23","0","0","40%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06k7t*","Andrew Fischer","MIL","3B","3726","Sethmc44","Minors","22","0","0","40%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pg6*","Aiva Arquette","MIA","SS","1474","Coop","Minors","22","0","0","38%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06utg*","Dax Kilby","NYY","SS","5272","Sasso","Minors","19","0","0","38%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u2m*","Theo Gillen","TB","OF","4119","kyfaess","Minors","20","0","0","37%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ibo*","Emil Morales","LAD","SS","6585","KRetiree","Minors","19","0","0","37%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pll*","Ethan Conrad","CHC","OF","2747","Jpanner","Minors","21","0","0","36%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y3p*","Arjun Nimmala","TOR","SS","6829","Kipp","Minors","20","0","0","36%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yid*","Michael Arroyo","SEA","2B","1483","Kipp","Minors","21","0","0","36%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*071w9*","Luis Hernandez","SF","SS","4712","Coop","Minors","17","0","0","35%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gbg*","Zac Veen","COL","OF","9499","JMerkle","Minors","24","0","0","34%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u1y*","Cam Collier","CIN","1B,3B","2707","CLANK","Minors","21","0","0","34%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r5e*","Angel Genao","CLE","3B,SS","4073","Sasso","Minors","22","0","0","33%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rw2*","Steele Hall","CIN","SS","4491","kyfaess","Minors","18","0","0","33%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06m0g*","Elian Pena","NYM","SS","7267","joeybats","Minors","18","0","0","33%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ge1*","Ryan Clifford","NYM","1B,OF","2668","Kipp","Minors","22","0","0","33%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c10*","Ike Irish","BAL","C,1B","4982","Sethmc44","Minors","22","0","0","32%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sx*","Jonny Farmelo","SEA","OF","3627","Kipp","Minors","21","0","0","32%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05mx9*","Felnin Celesten","SEA","SS","2511","Kipp","Minors","20","0","0","32%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pi0*","Eric Hartman","ATL","2B,OF","4565","GoldTY","Minors","20","0","0","31%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06p5z*","Devin Fitz-Gerald","WSH","SS","3736","Hutch","Minors","20","0","0","30%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bsb*","Eduardo Tait","MIN","C","9035","Greenbet","Minors","19","0","0","28%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qr6*","Nate George","BAL","OF","4083","Coop","Minors","20","0","0","27%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06psn*","Kevin Alvarez","HOU","OF","1311","Coop","Minors","18","0","0","27%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06alq*","Billy Carlson","CHW","SS","2355","Kipp","Minors","19","0","0","27%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06f0p*","Cooper Ingle","CLE","C","4974","Greenbet","Minors","24","0","0","26%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y3q*","Blake Mitchell","KC","C","6467","Sethmc44","Minors","21","0","0","25%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xse*","Hector Rodriguez","CIN","OF","8036","KRetiree","Minors","22","0","0","23%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jre*","Enrique Bradfield Jr.","BAL","OF","1995","CLANK","Minors","24","0","0","22%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hsz*","John Gil","ATL","SS","4109","CLANK","Minors","20","0","0","22%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mmx*","Juneiker Caceres","CLE","OF","2234","kyfaess","Minors","18","0","0","21%","+2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dmp*","Max Anderson","DET","2B","1350","Jpanner","Minors","24","0","0","20%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062e5*","Vance Honeycutt","BAL","OF","4872","JMerkle","Minors","23","0","0","19%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ien*","Dante Nori","PHI","OF","6857","Jpanner","Minors","21","0","0","13%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yff*","Ethan Petry","WSH","OF","7427","CLANK","Minors","22","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ool*","Owen Ayers","CHC","C","1539","KRetiree","Minors","25","0","0","8%","+3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tu9*","Seong-Jun Kim","TEX","SS","5282","Greenbet","Minors","19","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xy2*","Patrick Winkel","TOR","C","9868","JMerkle","Minors","26","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
