"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","FPts","FP/G","Ros","+/-","IP","ERA","K","W","ER","H","BB","SV","HLD","QS","HB","GP"
"*0658b*","Jonah Tong","NYM","SP","989","joeybats","Minors","23","14","4.67","60%","0%","10","3.60","7","1","4","8","7","0","0","0","0","3"
"*05xoo*","Elmer Rodriguez","NYY","SP","1166","GoldTY","Minors","22","1","0.25","41%","0%","17","4.76","10","0","9","19","11","0","0","0","3","4"
"*05tq1*","Spencer Schwellenbach","ATL","SP","8518","kyfaess","Inj Res","26","0","0","72%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ydp*","Kade Anderson","SEA","SP","1414","Coop","Minors","22","0","0","70%","+1%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*02bqy*","Joe Musgrove","SD","SP","6747","Greenbet","Inj Res","33","0","0","63%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*041rd*","Corbin Burnes","ARI","SP","2223","Sasso","Inj Res","31","0","0","63%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0512m*","Ryan Pepiot","TB","SP","7311","kyfaess","Inj Res","28","0","0","61%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03deg*","Justin Steele","CHC","SP","8884","kyfaess","Inj Res","31","0","0","60%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tp6*","Thomas White","MIA","SP","9761","Coop","Minors","21","0","0","59%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*067yn*","Seth Hernandez","PIT","SP","4762","Jpanner","Minors","20","0","0","56%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ier*","Ryan Sloan","SEA","SP","8719","kyfaess","Minors","20","0","0","54%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05rb0*","Jackson Jobe","DET","SP","5129","Greenbet","Inj Res","23","0","0","53%","+1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05zd4*","Hagen Smith","CHW","SP","8745","Sasso","Minors","22","0","0","50%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06roc*","Liam Doyle","STL","SP","3418","Jpanner","Minors","22","0","0","50%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05uy5*","AJ Smith-Shawver","ATL","SP","8768","Hutch","Reserve","23","0","0","49%","+1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ktt*","Jamie Arnold","ATH","SP","1534","Hutch","Minors","22","0","0","48%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*062h4*","Carlos Lagrange","NYY","SP","5441","GoldTY","Minors","23","0","0","48%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*050vn*","Quinn Priester","MIL","SP","7615","KRetiree","Inj Res","25","0","0","47%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ynx*","River Ryan","LAD","SP","8276","Hutch","Minors","27","0","0","47%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060gd*","Quinn Mathews","STL","SP","6099","Sethmc44","Minors","25","0","0","46%","+2%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*062e0*","Cam Caminiti","ATL","SP","2338","GoldTY","Minors","19","0","0","45%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*043f9*","Pablo Lopez","MIN","SP","5745","KRetiree","Inj Res","30","0","0","45%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06icx*","Tyler Bremner","LAA","SP","2091","Jpanner","Minors","22","0","0","44%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05u2p*","Jaxon Wiggins","CHC","SP","9784","Sethmc44","Minors","24","0","0","44%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05ycl*","Travis Sykora","WSH","SP","9023","kyfaess","Minors","22","0","0","43%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05y7n*","Jarlin Susana","WSH","SP","9007","Sasso","Minors","22","0","0","42%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ms5*","Kyson Witherspoon","BOS","SP","9868","Kipp","Minors","21","0","0","41%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06f1b*","Brody Hopkins","TB","SP","4912","GoldTY","Minors","24","0","0","40%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*062z7*","Karson Milbrandt","MIA","SP","6428","Hutch","Minors","22","0","0","40%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06rm6*","Kendry Chourio","KC","SP","2666","Sasso","Minors","18","0","0","39%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06mph*","Anthony Eyanson","BOS","SP","3643","Hutch","Minors","21","0","0","39%","+1%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ujt*","Gage Wood","PHI","SP","9884","Sethmc44","Minors","22","0","0","38%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060m8*","Jurrangelo Cijntje","STL","SP","2677","JMerkle","Minors","23","0","0","37%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060eu*","Ben Joyce","LAA","RP","5199","Coop","Inj Res","25","0","0","36%","+1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*064wj*","Kruz Schoolcraft","SD","SP","8500","KRetiree","Minors","19","0","0","36%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05js6*","Ricky Tiedemann","TOR","SP","9192","Greenbet","Minors","23","0","0","35%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06f1c*","Jack Wenninger","NYM","SP","9718","joeybats","Minors","24","0","0","33%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06f1j*","Caden Scarborough","TEX","SP","8473","kyfaess","Minors","21","0","0","32%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04px8*","Reese Olson","DET","SP","6996","CLANK","Inj Res","26","0","0","32%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xpj*","Tanner McDougal","CHW","SP","6184","Sethmc44","Minors","23","0","0","32%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u6g*","Jackson Ferris","LAD","SP","3743","KRetiree","Minors","22","0","0","32%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05t64*","Felix Bautista","BAL","RP","1767","Jpanner","Inj Res","31","0","0","30%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06207*","Christian Zazueta","LAD","SP","9994","CLANK","Minors","21","0","0","28%","+1%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06rre*","Joseph Dzierwa","BAL","SP","3492","joeybats","Reserve","22","0","0","27%","+1%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06lp4*","Kash Mayfield","SD","SP","6137","KRetiree","Minors","21","0","0","27%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06n3o*","Johnny King","TOR","SP","5313","Hutch","Minors","20","0","0","26%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05acp*","Justin Martinez","ARI","RP","6047","GoldTY","Inj Res","24","0","0","26%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06htl*","Ty Johnson","TB","SP","5157","GoldTY","Reserve","24","0","0","25%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06kk6*","Braylon Doughty","CLE","SP","3407","Sasso","Minors","20","0","0","25%","+1%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066iq*","Ben Hess","NYY","SP","4797","KRetiree","Minors","23","0","0","24%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05yb1*","Drew Thorpe","CHW","SP","9182","Greenbet","Inj Res","25","0","0","22%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*067xg*","Nolan Perry","TOR","SP","7411","kyfaess","Minors","22","0","0","21%","+1%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06kke*","David Shields","KC","SP","8625","Coop","Minors","19","0","0","18%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06f14*","Ethan Pecko","HOU","SP","7246","joeybats","Minors","23","0","0","15%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06z0x*","Caden Hunter","BAL","SP","4975","KRetiree","Minors","22","0","0","9%","+1%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*03qqf*","Alexis Diaz","TEX","RP","3292","Greenbet","Minors","29","0","0","6%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05r3f*","Ryan Cusick","PHI","SP,RP","3014","Greenbet","Minors","26","0","0","2%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*061mh*","Robby Snelling","MIA","SP","10040","Hutch","Inj Res","22","-1","-1","56%","0%","5","5.40","2","0","3","5","4","0","0","0","0","1"
"*02bqr*","Blake Snell","LAD","SP","10086","JMerkle","Inj Res","33","-6","-6","93%","+1%","3","12.00","5","0","4","6","2","0","0","0","0","1"
"*05r3i*","Andrew Painter","PHI","SP","10085","Jpanner","Reserve","23","-6","-0.43","63%","0%","65","7.06","53","1","51","84","24","0","0","2","3","14"
"*0603p*","Hurston Waldrep","ATL","SP","10111","zyoung51","Inj Res","24","-11","-3.67","49%","-2%","10.2","8.44","9","0","10","13","10","0","1","0","2","3"
