"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","FPts","FP/G","Ros","+/-","IP","ERA","K","W","ER","H","BB","SV","HLD","QS","HB","GP"
"*05133*","Andre Pallante","STL","SP","212","Hutch","Reserve","27","146","10.43","61%","+5%","76.2","3.76","62","8","32","67","25","0","0","5","5","14"
"*066du*","Brad Lord","WSH","SP,RP","214","Greenbet","Active","26","145","6.3","32%","+1%","51","2.29","44","5","13","37","14","1","6","0","5","23"
"*03poo*","Peter Lambert","HOU","SP","216","Sethmc44","Not On Team","29","144","13.09","60%","+4%","64","3.23","58","6","23","46","25","0","0","5","5","11"
"*04rzp*","Rico Garcia","BAL","RP","217","Hutch","Reserve","32","144","4.36","66%","-5%","30.2","1.76","33","3","6","12","10","4","9","0","0","33"
"*06gwk*","Payton Tolle","BOS","SP,RP","222","kyfaess","Active","23","141","14.1","91%","0%","58.1","2.93","60","3","19","46","16","0","0","5","2","10"
"*03sef*","Seth Lugo","KC","SP","226","joeybats","Inj Res","36","140","9.33","84%","-3%","85.1","3.69","66","3","35","87","28","0","0","9","1","15"
"*05xod*","Sean Burke","CHW","SP","227","Greenbet","Active","26","140","9.33","64%","-2%","81","3.89","81","4","35","70","29","0","0","3","5","15"
"*04mlt*","Shane McClanahan","TB","SP","229","kyfaess","Reserve","29","139","9.93","97%","-1%","67.2","3.33","69","6","25","56","27","0","0","1","2","14"
"*04pr8*","Taj Bradley","MIN","SP","247","Sethmc44","Active","25","139","9.93","91%","-3%","76.1","4.13","83","5","35","69","32","0","0","5","2","14"
"*02i2j*","Max Fried","NYY","SP","231","Sasso","Inj Res","32","139","13.9","99%","0%","61.2","3.21","50","4","22","43","19","0","0","6","2","10"
"*03aqv*","Raisel Iglesias","ATL","RP","233","Sasso","Active","36","138","6","97%","0%","24.1","1.48","28","0","4","20","6","15","0","0","0","23"
"*043ia*","Adrian Morejon","SD","RP","235","Coop","Reserve","27","138","3.94","51%","-1%","39","3.69","46","6","16","33","7","1","12","0","2","35"
"*01gya*","Aroldis Chapman","BOS","RP","238","zyoung51","Active","38","136","6.18","98%","0%","21.2","0.83","29","0","2","12","9","14","0","0","1","22"
"*04ew7*","Aaron Ashby","MIL","RP","240","CLANK","Active","28","135","3.97","70%","-2%","45.1","3.18","62","10","16","40","22","0","3","0","2","34"
"*051eh*","Kevin Kelly","TB","RP","241","Greenbet","Active","28","135","4.22","46%","0%","33.2","2.67","26","4","10","24","7","2","15","0","2","32"
"*04ptt*","Tarik Skubal","DET","SP","242","JMerkle","Active","29","134","14.89","100%","0%","53.2","3.02","57","3","18","47","8","0","0","5","2","9"
"*04mlf*","Casey Mize","DET","SP","246","GoldTY","Active","29","133","13.3","93%","0%","52.1","2.58","52","2","15","40","13","0","0","5","1","10"
"*05vy6*","Bryce Miller","SEA","SP","248","Hutch","Active","27","132","18.86","94%","+1%","40","1.57","43","3","7","23","5","0","0","2","0","7"
"*05a1v*","Keider Montero","DET","SP,RP","252","Kipp","Active","25","131","9.36","48%","-1%","73.2","3.67","50","3","30","58","17","0","0","5","2","14"
"*04pq4*","Kyle Bradish","BAL","SP","253","Coop","Active","29","131","8.73","94%","-1%","81","4.00","85","4","36","81","41","0","0","6","1","15"
"*025j1*","Robbie Ray","SF","SP","256","Kipp","Active","34","131","8.73","89%","-2%","79.2","4.07","74","5","36","68","38","0","0","4","0","15"
"*04cwf*","Shane Baz","BAL","SP","259","joeybats","Active","27","130","8.67","88%","-1%","89","4.04","76","4","40","87","34","0","0","5","3","15"
"*02bx4*","Clay Holmes","NYM","SP","260","KRetiree","Inj Res","33","130","14.44","72%","-1%","52.2","2.39","45","4","14","40","18","0","0","4","1","9"
"*04aqc*","David Bednar","NYY","RP","261","JMerkle","Active","31","130","4.33","97%","0%","30.2","3.52","38","2","12","29","12","14","0","0","1","30"
"*02zoa*","Antonio Senzatela","COL","SP,RP","264","joeybats","Reserve","31","129","5.86","46%","-4%","40.1","2.23","33","7","10","30","13","3","2","0","1","22"
"*04pps*","Hogan Harris","ATH","RP","266","Sethmc44","Reserve","29","129","3.39","51%","0%","35.2","3.03","43","3","12","31","24","6","10","0","2","38"
"*0374m*","Tyler Rogers","TOR","RP","268","Coop","Reserve","35","128","3.46","48%","0%","35.2","1.77","20","1","7","29","11","2","16","0","0","37"
"*04eos*","Joey Cantillo","CLE","SP,RP","269","Greenbet","Active","26","128","8","72%","-3%","80","4.05","76","6","36","75","37","0","0","3","1","16"
"*05jq2*","Andrew Abbott","CIN","SP","270","KRetiree","Active","27","128","8","88%","-2%","84.2","3.83","64","5","36","81","39","0","0","6","0","16"
"*05yb8*","Chad Patrick","MIL","SP,RP","272","Kipp","Active","27","128","6.4","54%","-3%","57","3.16","49","4","20","50","22","3","2","1","0","20"
"*066er*","Grant Taylor","CHW","SP,RP","273","Hutch","Active","24","127","4.7","73%","0%","36.2","2.21","52","2","9","29","9","2","4","0","0","27"
"*05ym7*","Fernando Cruz","NYY","RP","278","Sethmc44","Active","36","125","3.57","44%","0%","32","2.25","41","4","8","21","19","1","11","0","2","35"
"*05ycf*","Noah Cameron","KC","SP","279","Greenbet","Active","26","125","8.93","86%","-2%","75","4.20","70","4","35","76","19","0","0","5","1","14"
"*05r3a*","Brandon Young","BAL","SP","281","CLANK","Active","27","124","11.27","62%","+1%","62.1","3.18","44","5","22","55","23","0","0","6","1","11"
"*02btx*","Tyler Glasnow","LAD","SP","283","GoldTY","Inj Res","32","123","17.57","97%","-1%","39.2","2.72","49","3","12","20","13","0","0","4","0","7"
"*04auk*","Seranthony Dominguez","CHW","RP","285","Sethmc44","Active","31","123","4.24","75%","-1%","27","3.67","31","3","11","17","15","12","2","0","2","29"
"*04pxo*","Erik Sabrowski","CLE","RP","286","GoldTY","Inj Res","28","123","4.73","58%","0%","21.1","2.53","40","2","6","8","14","0","17","0","0","26"
"*03dau*","Trevor Megill","MIL","RP","289","joeybats","Active","32","122","4.36","87%","-1%","27","4.00","37","1","12","21","8","9","7","0","1","28"
"*04auj*","Framber Valdez","DET","SP","293","Hutch","Reserve","32","119","7.93","97%","-1%","83.2","4.09","67","3","38","81","32","0","0","8","8","15"
"*04pvu*","Stephen Kolek","KC","SP","295","GoldTY","Active","29","118","14.75","66%","+2%","50.1","2.68","34","4","15","42","10","0","0","5","1","8"
"*05gef*","Cade Cavalli","WSH","SP","298","Jpanner","Active","27","116","7.25","80%","-2%","77.1","4.07","82","4","35","85","28","0","0","5","11","16"
"*04q05*","Alex Vesia","LAD","RP","321","kyfaess","Active","30","114","3.35","48%","0%","25","2.52","34","1","7","11","15","3","11","0","0","34"
"*05nso*","Abner Uribe","MIL","RP","307","kyfaess","Active","26","114","3.93","77%","-1%","27.1","3.62","29","4","11","21","11","5","9","0","0","29"
"*03aac*","Walker Buehler","SD","SP","308","Coop","Not On Team","31","113","7.53","49%","+1%","72.2","3.96","65","4","32","73","23","0","0","3","3","15"
"*03dc4*","Freddy Peralta","NYM","SP","318","JMerkle","Reserve","30","111","6.94","99%","0%","85.2","4.83","83","5","46","85","34","0","0","4","4","16"
"*05y2l*","Emmet Sheehan","LAD","SP","323","kyfaess","Active","26","109","8.38","94%","-1%","64.1","4.76","72","3","34","60","17","0","0","5","4","13"
"*05itb*","Randy Vasquez","SD","SP","325","kyfaess","Active","27","108","7.2","76%","-3%","77.2","4.17","59","6","36","84","25","0","0","4","3","15"
"*04pma*","Daniel Lynch","KC","RP","334","Greenbet","Active","29","106","3.31","31%","-1%","32","2.53","30","2","9","20","11","1","9","0","2","32"
"*04pqo*","Braydon Fisher","TOR","SP,RP","336","Greenbet","Active","25","105","2.76","28%","-3%","39.2","3.18","40","2","14","28","19","1","8","0","2","38"
"*06apx*","Trey Yesavage","TOR","SP","338","Sasso","Active","22","105","10.5","98%","0%","55","3.76","53","3","23","39","25","0","0","3","1","10"
"*05aoc*","Eury Perez","MIA","SP","348","Coop","Inj Res","23","104","8.67","93%","+1%","62.2","4.60","72","3","32","51","28","0","0","4","5","12"
"*0403o*","Andres Munoz","SEA","RP","350","joeybats","Active","27","103","3.55","95%","-1%","26.1","5.47","39","3","16","25","13","12","0","0","1","29"
"*03d6p*","Grant Holmes","ATL","SP","361","joeybats","Active","30","101","7.21","67%","-4%","68.2","4.33","61","4","33","64","32","0","0","5","2","14"
"*064zm*","Didier Fuentes","ATL","SP,RP","364","Sethmc44","Active","21","101","4.81","56%","+1%","29.1","2.45","34","4","8","22","9","1","5","0","2","21"
"*0311c*","Devin Williams","NYM","RP","382","KRetiree","Active","31","98","3.63","93%","0%","24.1","5.18","38","3","14","23","15","11","0","0","0","27"
"*0425t*","Bailey Ober","MIN","SP","384","Kipp","Inj Res","30","97","8.08","72%","-2%","66.2","4.59","46","6","34","63","18","0","0","4","2","12"
"*05jpd*","Ian Seymour","TB","SP,RP","390","JMerkle","Active","27","96","3.31","53%","-3%","43.1","4.98","45","3","24","37","19","2","10","0","3","29"
"*05gdz*","Roki Sasaki","LAD","SP","393","Sasso","Active","24","95","7.31","92%","-1%","68","4.76","70","3","36","63","25","0","0","3","4","13"
"*04pmb*","Kris Bubic","KC","SP","398","Sasso","Inj Res","28","94","10.44","89%","-2%","50.1","4.11","51","3","23","36","26","0","0","4","1","9"
"*04eqa*","Garrett Whitlock","BOS","RP","411","Sasso","Active","30","91","4.33","52%","0%","21.2","2.91","27","4","7","17","6","0","9","0","0","21"
"*05y5d*","Bradgley Rodriguez","SD","SP,RP","432","zyoung51","Active","22","86","2.77","15%","-1%","34.1","2.10","32","1","8","29","12","0","4","0","0","31"
"*031bl*","Kyle Finnegan","DET","RP","434","Jpanner","Active","34","86","2.61","35%","-2%","34.2","2.08","21","2","8","31","24","1","9","0","0","33"
"*04azu*","Kumar Rocker","TEX","SP","436","Coop","Active","26","85","6.07","54%","-2%","69","4.17","56","2","32","67","30","0","0","3","2","14"
"*05rik*","Bubba Chandler","PIT","SP","437","Jpanner","Active","23","85","5.67","89%","0%","74","4.62","69","2","38","59","43","0","0","2","4","15"
"*01svz*","Kenley Jansen","DET","RP","440","KRetiree","Active","38","84","4","76%","0%","18","4.00","22","1","8","10","10","9","1","0","0","21"
"*0317q*","Griffin Jax","TB","SP,RP","444","Sasso","Not On Team","31","83","3.95","64%","0%","49","3.67","46","2","20","46","18","0","2","0","0","21"
