"ID","Player","Team","Position","RkOv","Status","Age","FPts","FP/G","Ros","+/-","AB","R","H","1B","2B","3B","HR","RBI","BB","SO","SB","CS","HBP","GIDP","GP"
"*06cmf*","Mitch Voit","NYM","2B","9597","FA","21","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yeg*","Roch Cholowsky","CHW","SS","2659","FA","21","0","0","11%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oek*","Elijah Green","WSH","OF","4363","FA","22","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pg4*","Deniel Ortiz","STL","1B,3B","7037","FA","21","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ooy*","Marco Luciano","NYY","OF","5776","FA","24","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mne*","Luke Dickerson","WSH","2B,SS","3337","FA","20","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ho7*","Paulino Santana","TEX","OF","8419","FA","19","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06k81*","Yairo Padilla","STL","SS","7122","FA","19","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0630n*","Aron Estrada","BAL","2B,OF","3619","FA","21","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yed*","Eric Bitonti","MIL","1B","1925","FA","20","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06icj*","Yolfran Castillo","TEX","3B,SS","2515","FA","19","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qhe*","Diego Tornes","ATL","OF","9243","FA","18","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v5z*","Ryan Wideman","SD","OF","9780","FA","22","0","0","10%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kkn*","Cristian Arguelles","COL","OF","1484","FA","19","0","0","10%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yat*","Quentin Young","MIN","SS","9960","FA","19","0","0","10%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06alr*","Brady Ebel","MIL","SS","3498","FA","18","0","0","10%","+2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hoc*","Raudi Rodriguez","LAA","OF","8088","FA","23","0","0","10%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ibn*","Robert Arias","CLE","OF","1509","FA","19","0","0","10%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gec*","Roderick Arias","NYY","SS","1510","FA","21","0","0","10%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r9r*","Darell Morel","PIT","SS","6621","FA","18","0","0","10%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dnc*","Brandon Winokur","MIN","3B,SS,OF","9864","FA","21","0","0","10%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06col*","Austin Overn","TB","OF","7080","FA","23","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06am1*","Henry Godbout","BOS","2B","4184","FA","22","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qlr*","Parks Harber","SF","3B","4560","FA","24","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06vxu*","Josh Owens","TEX","SS,SP","7091","FA","19","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072ds*","Santiago Solarte","MIA","SS","8794","FA","17","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05m1c*","Miguel Bleis","BOS","OF","1951","FA","22","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tcd*","Gavin Cross","KC","OF","2930","FA","25","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y7y*","Mikey Romero","BOS","2B,3B,SS","8161","FA","22","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066mk*","Welbyn Francisca","CLE","SS","3874","FA","20","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06utc*","Nick Becker","SEA","SS","1788","FA","19","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072hk*","Ricki Moneys","MIL","SS","6526","FA","17","0","0","9%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067z8*","Jose Perdomo","ATL","SS","7332","FA","19","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yci*","Tony Blanco Jr.","PIT","1B","1938","FA","21","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06o0e*","Marco Dinges","MIL","C","3354","FA","22","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jrf*","Chase Davis","STL","OF","3080","FA","24","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rbd*","Manuel Pena","ARI","1B","7293","FA","22","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y9u*","Jaden Fauske","CHW","OF","3679","FA","19","0","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062z3*","Brooks Baldwin","CHW","OF","1644","FA","25","0","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gwo*","Cristian Hernandez","MIA","SS","4709","FA","22","0","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y4f*","Jordan Yost","DET","SS","9952","FA","19","0","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ieq*","Luke Stevenson","SEA","C","8910","FA","21","0","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066mq*","Yophery Rodriguez","BOS","OF","8100","FA","20","0","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04pmv*","Brennen Davis","SEA","OF","3079","FA","26","0","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06328*","PJ Morlando","MIA","OF","6655","FA","21","0","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rvw*","Jhomnardo Reyes","MIN","OF","7847","FA","18","0","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y9v*","Ryan Mitchell","STL","SS","6489","FA","19","0","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zi7*","Josiah Ragsdale","MIL","OF","7686","FA","22","0","0","8%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u2o*","George Wolkow","CHW","OF","9883","FA","20","0","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04g7l*","Kristian Robinson","ARI","OF","7981","FA","25","0","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kkk*","Walker Janek","HOU","C","5050","FA","23","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nv7*","Victor Figueroa","BAL","1B","3758","FA","22","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v26*","Marconi German","WSH","2B,SS","4128","FA","18","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*07248*","Victor Valdez","TB","SS","9410","FA","17","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060fx*","Roc Riggio","COL","2B","7896","FA","24","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064da*","Nacho Alvarez","ATL","3B","1374","FA","23","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t5m*","Jacob Berry","MIA","2B,3B,OF","1879","FA","25","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*07247*","Elian Rosario","TEX","3B","8197","FA","17","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jrc*","Kevin Parada","NYM","C","7162","FA","24","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c1m*","Sammy Stafura","PIT","SS","8865","FA","21","0","0","7%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ygg*","Won-Bin Cho","STL","OF","2654","FA","22","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qxu*","Juan Martinez","MIL","2B,3B","6046","FA","19","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0568a*","Maximo Acosta","MIA","3B","1211","FA","23","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05g3k*","Yanquiel Fernandez","NYY","UT","3730","FA","23","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05mxd*","Cristhian Vaquero","WSH","OF","9444","FA","21","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072p5*","Albert Fermin","HOU","SS","3711","FA","17","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rdr*","Samuel Zavala","CHW","OF","9995","FA","22","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rf5*","Carlos Jorge","CIN","OF","5191","FA","22","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*050s0*","Kyren Paris","LAA","OF","7172","FA","24","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066lf*","Bryan Rincon","PHI","SS","7903","FA","22","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c3v*","Yeremy Cabrera","WSH","OF","2283","FA","21","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tuw*","Trey Sweeney","DET","SS","9020","FA","26","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068nf*","Lucas Ramirez","LAA","OF","7717","FA","20","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0724a*","Angel Nunez Jr.","CIN","OF","6891","FA","17","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zql*","Wilberson De Pena","NYY","OF","3204","FA","19","0","0","6%","+2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061zn*","Jansel Luis","ARI","2B,3B","5794","FA","21","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mhy*","Brandon Compton","MIA","OF","2779","FA","22","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w8l*","William Bergolla","CHW","SS","1864","FA","21","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066j2*","Grady Emerson","TB","SS","3546","FA","18","0","0","6%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pi9*","Dillon Lewis","MIA","OF","5605","FA","23","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066s4*","Hector Osorio","TEX","OF","7058","FA","21","0","0","6%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qhg*","Maykel Coret","TB","OF","2841","FA","18","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06icc*","Eduardo Beltre","MIN","OF","1822","FA","19","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066l0*","Zach Ehrhard","LAD","OF","3519","FA","23","0","0","6%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qsf*","Gabriel Davalillo","LAA","C","3063","FA","18","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cgg*","Billy Amick","MIN","1B,3B","1390","FA","23","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hyt*","Adolfo Sanchez","CIN","OF","8342","FA","19","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062l0*","Jadher Areinamo","TB","2B,SS","1475","FA","22","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06se7*","Alex Lodise","ATL","SS","5683","FA","22","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072pa*","Diego Frontado","MIL","SS","3934","FA","17","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uwm*","Luis Arana","MIA","3B,SS","1459","FA","18","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061mj*","Jeral Perez","CHW","2B,SS","7374","FA","21","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06f1h*","Alfonsin Rosario","CLE","OF","8191","FA","22","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ych*","Yasser Mercedes","MIN","OF","6376","FA","21","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rez*","Brando Mayea","NYY","OF","6133","FA","20","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ica*","Joswa Lugo","LAA","SS","5787","FA","19","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*07262*","Juan Rijo","SEA","OF","7898","FA","17","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066nq*","Dillon Head","MIA","OF","4624","FA","21","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066nf*","Colin Houck","NYM","3B,SS","4926","FA","21","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066mw*","Rayner Arias","SF","OF","1508","FA","20","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kk8*","Dylan Dreiling","TEX","OF","3422","FA","23","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y7u*","Malcolm Moore","TEX","C","6586","FA","22","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cn0*","Ramon Ramirez","KC","C","7725","FA","21","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*041q6*","Nolan Jones","CHW","OF","5184","FA","28","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qhx*","Rafe Perich","TEX","3B","7405","FA","24","0","0","5%","+3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ok3*","Michael Toglia","CIN","1B","9217","FA","27","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06j3h*","Cole Mathis","NYM","3B","6105","FA","22","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kxm*","Dauri Fernandez","CLE","SS","3716","FA","19","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06z9d*","Aidan West","LAD","SS","9731","FA","19","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kkg*","Kyle DeBarge","MIN","2B,SS","3207","FA","23","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06lfg*","Chris Suero","NYM","C,OF","8982","FA","22","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mms*","Orelvis Martinez","(N/A)","2B","6059","FA","24","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kka*","Kale Fountain","SD","1B","3851","FA","20","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yck*","Fernando Cruz","CHC","SS","2951","FA","19","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066me*","Luis Guanipa","ATL","OF","4402","FA","20","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04aov*","Tirso Ornelas","SD","OF","7017","FA","26","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060g1*","Jake Gelof","LAD","2B,3B","4106","FA","24","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yha*","Mac Horvath","TB","2B,OF","4921","FA","24","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06alw*","Coy James","WSH","SS","5044","FA","19","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0689z*","Colton Ledbetter","STL","OF","5545","FA","24","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059bs*","Bryan Ramos","BAL","3B","7740","FA","24","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066t4*","Walker Martin","SF","3B,SS","6009","FA","22","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072ib*","Vahn Lackey","MIN","C","5436","FA","21","0","0","5%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06yjd*","Aaron Walton","CLE","OF","9653","FA","22","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04p0h*","Diego Cartaya","(N/A)","C","2448","FA","24","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qgp*","Joseph Sullivan","HOU","OF","8992","FA","24","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062hy*","Enmanuel Bonilla","TOR","OF","1992","FA","20","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rjo*","Ricky Cabrera","CIN","3B","2279","FA","21","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jq9*","Cayden Wallace","WSH","3B","9633","FA","24","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dnb*","Mike Boeve","MIL","1B","1966","FA","24","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0603l*","RJ Schreck","TOR","OF","8505","FA","26","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06icg*","Edgar Montero","ATH","SS","6539","FA","19","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dna*","Isaiah Drake","ATL","OF","3420","FA","21","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yfw*","Braiden Ward","BOS","OF","9657","FA","27","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yrs*","Jhonkensy Noel","BAL","OF","6856","FA","25","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kv2*","Handelfry Encarnacion","MIL","OF","3556","FA","19","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070c6*","Blaine Bullard","TOR","OF","2196","FA","19","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067y4*","Drew Burress","ATH","OF","2229","FA","21","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ksc*","Dean Curley","CLE","SS","3002","FA","22","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062jx*","Jared Serna","MIA","2B,SS","8569","FA","24","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ua8*","Cooper Kinney","TB","2B,3B","5327","FA","23","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r5o*","Brailyn Antunez","MIL","OF","1444","FA","18","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ro7*","Breyson Guedez","ATH","OF","4409","FA","18","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ute*","Mason Neville","CIN","OF","6813","FA","22","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ibu*","Luis Cova","MIA","OF","2890","FA","19","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gdv*","Pedro Leon","PHI","OF","5583","FA","28","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zgv*","Bruin Agbayani","MIN","2B","1244","FA","19","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*07249*","Jeancer Custodio","PIT","OF","3013","FA","17","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06vxv*","James Quinn-Irons","TB","OF","7658","FA","22","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060if*","Josh Kasevich","TOR","SS","5234","FA","25","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mpu*","Max Belyeu","COL","OF","1825","FA","22","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ygt*","Yordany De Los Santos","PIT","2B,SS","3197","FA","21","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072zq*","Angeni Fernandez","MIL","SS","3713","FA","16","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06akw*","Asbel Gonzalez","KC","OF","4238","FA","20","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hys*","Dawel Joseph","SEA","3B","5195","FA","19","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072ob*","Fabricio Blanco","TB","SS","1940","FA","17","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ypo*","Luke Hill","CLE","3B","4837","FA","22","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06l57*","Justin Lebron","CIN","SS","5543","FA","21","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063dm*","Cristofer Torin","ARI","2B,SS","9242","FA","21","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rrd*","Young Woong Kim","(N/A)","3B","9899","FA","22","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r2s*","Michael Martinez","ATL","OF","6057","FA","19","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t9m*","Lonnie White","PIT","OF","9760","FA","23","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067zd*","Korbyn Dickerson","SEA","OF","3336","FA","22","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t9f*","Jay Allen","CIN","OF","1325","FA","23","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*050vp*","Jose Ramos","NYM","OF","7747","FA","25","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yic*","Matthew Lugo","KC","OF","5788","FA","25","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0622o*","Axiel Plaz","PIT","C","7536","FA","20","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06yy8*","Jake Munroe","LAA","3B","6726","FA","22","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06o08*","Sam Petersen","WSH","OF","7425","FA","23","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wy2*","Anthony Gutierrez","TEX","OF","4451","FA","21","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ltg*","Payton Eeles","BAL","2B,SS","3515","FA","26","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05g3l*","Hedbert Perez","TOR","OF","7370","FA","23","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05j7n*","Carlos Colmenarez","TB","3B,SS","2769","FA","22","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06yqy*","Landyn Vidourek","COL","OF","9549","FA","22","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jql*","A.J. Vukovich","ARI","OF","9607","FA","25","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ibm*","Jorge Quintana","SD","SS","7662","FA","19","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ec*","Carson DeMartini","PHI","3B,SS","3218","FA","23","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06z7i*","Tim Piasentin","TOR","3B","7459","FA","19","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uy1*","Justyn-Henry Malloy","TB","UT","5895","FA","26","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06q33*","Brendan Tunink","LAD","OF","9334","FA","20","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ih0*","Jacob Lombard","MIA","SS","5700","FA","18","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0527f*","Kevin Made","WSH","2B,SS","5855","FA","23","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068z1*","Pablo Guerrero","TEX","1B","4425","FA","19","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072hf*","Joniel Hernandez","SD","SS","4731","FA","17","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05131*","Tyler Fitzgerald","LAD","2B","3779","FA","28","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xwb*","Michael Oliveto","DET","C","6983","FA","19","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hio*","Yovanny Rodriguez","NYM","C","8103","FA","19","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gsp*","Jud Fabian","BAL","OF","3645","FA","25","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067xh*","Homer Bush Jr.","TB","OF","2235","FA","24","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06yk0*","Conor Essenburg","ATL","OF,SP","3611","FA","19","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qsc*","Juan Cabada","CHC","2B","2252","FA","18","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
