"ID","Player","Team","Position","RkOv","Status","Age","FPts","FP/G","Ros","+/-","AB","R","H","1B","2B","3B","HR","RBI","BB","SO","SB","CS","HBP","GIDP","GP"
"*06dn9*","Julian Brock","TEX","C","2131","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03qko*","Trey Cabbage","(N/A)","OF","2255","FA","29","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061yk*","Marcos Castanon","SD","2B,3B","2475","FA","27","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061v8*","Luis Castillo","MIL","OF","2500","FA","22","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gbh*","Juan Chacon","(N/A)","OF","2596","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fqf*","Dustin Dickerson","KC","SS","3335","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06yyt*","Edian Espinal","DET","2B","3589","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06amp*","Cam Fisher","(N/A)","1B,OF","3768","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066kx*","Jalin Flores","STL","3B","3802","FA","22","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ekv*","Stiven Flores","CHW","C","3815","FA","20","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072eq*","TJ Ford","LAA","OF","3841","FA","20","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060pf*","Douglas Glod","(N/A)","OF","4180","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ef3*","Adam Hall","(N/A)","OF","4512","FA","27","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02mwj*","Mitch Haniger","(N/A)","OF","4549","FA","35","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06j3g*","Cesar Hernandez","HOU","OF","4706","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qv7*","Cameron Leary","ATH","OF","5537","FA","24","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064nd*","Guy Lipscomb Jr.","(N/A)","OF","5653","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072p4*","Adrian Lunar","KC","C","5805","FA","17","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cqb*","Carson McCusker","(N/A)","OF","6175","FA","28","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04b10*","Luis Mieses","(N/A)","OF","6418","FA","26","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rdp*","Daniel Montesino","(N/A)","OF","6557","FA","22","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06yyl*","Jack Moroknek","WSH","OF","6656","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04c8q*","Edward Olivares","(N/A)","OF","6978","FA","30","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06huj*","Jose Ortiz","SF","OF","7043","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06k80*","Manni Ramirez","TEX","OF","7719","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072zh*","Leonardo Reynoso","SEA","SS","7871","FA","17","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qe1*","Johan Rodriguez","CLE","SS","8048","FA","18","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pgd*","Ryan Stafford","BAL","C","8864","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rgq*","Juan Villavicencio","PHI","SS","9568","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06yzk*","Slate Alford","LAA","UT","1316","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06k8b*","Pascual Archila","TOR","OF","1470","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06z3z*","Damian Bravo","SF","OF","2074","FA","22","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0520t*","J.J. D'Orazio","LAA","C","3018","FA","24","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072wk*","Richard De Los Santos","COL","SS","3194","FA","17","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pik*","Carter Frederick","KC","OF","3905","FA","24","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067y3*","Will Gasparino","(N/A)","OF","4089","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yip*","Martin Gonzalez","SEA","3B","4286","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05154*","Ethan Hearn","CHC","C,1B","4629","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qza*","Roybert Herrera","NYM","1B","4786","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05was*","Ruben Ibarra","CIN","1B","4994","FA","27","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fpi*","Brian Kalmer","(N/A)","1B","5222","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06yyo*","Tyriq Kemp","KC","2B","5269","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06htn*","Caleb Ketchup","(N/A)","OF","5288","FA","24","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ao9*","Estiven Machado","(N/A)","SS","5837","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mf0*","Jaset Martinez","CIN","1B","6038","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ei5*","Nick Maton","(N/A)","UT","6112","FA","29","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06amj*","Noah Mendlinger","STL","2B,OF","6342","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03pok*","Tyler Nevin","(N/A)","3B","6815","FA","29","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072yr*","Easton O'Quinn","(N/A)","3B","6933","FA","15","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r5d*","Rickardo Perez","(N/A)","1B","7395","FA","22","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06asu*","German Ramirez","HOU","3B,SS","7705","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yin*","Yendry Rojas","(N/A)","SS","8136","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05unx*","Johnfrank Salazar","STL","1B","8311","FA","22","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v64*","Jake Schaffner","BOS","SS","8479","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xpn*","Riley Tirotta","PHI","1B,3B,OF","9213","FA","27","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061z2*","Erick Torres","KC","OF","9257","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05une*","Jordan Viars","(N/A)","1B","9546","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06oop*","Braylon Whitaker","BAL","OF","9751","FA","20","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065np*","Nate Baez","BOS","C,1B","1622","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06lwi*","Jose Dickson","DET","SS","3340","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06za1*","Ty Doucette","CIN","1B","3403","FA","22","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05zd9*","Gavin Grahovac","LAA","1B","4338","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072ey*","Carter Gwost","PIT","OF","4484","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060x2*","Alberto Hernandez","HOU","2B","4695","FA","22","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zep*","Jacob Humphrey","COL","OF","4967","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04pyv*","Bryan Lavastida","ATH","C","5513","FA","27","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r56*","Cristofer Lebron","STL","OF","5542","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066mb*","Yerlin Luis","CLE","OF","5795","FA","20","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uc5*","Ethan Murray","MIL","2B,3B,SS","6744","FA","26","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03zxj*","Simon Muzziotti","(N/A)","OF","6753","FA","27","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0731n*","Karel Naranjo","CLE","SS","6773","FA","17","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066m5*","Maikol Orozco","DET","OF","7019","FA","20","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ubv*","Alberth Palma","TB","SS","7142","FA","20","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06583*","Nick Peoples","WSH","OF","7312","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0638i*","Reylin Perez","HOU","2B","7394","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rug*","Juan Rujano","STL","UT","8264","FA","18","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uam*","Cody Schrier","MIA","1B","8507","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ahv*","Luke Shliger","DET","C","8632","FA","24","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064n2*","Seth Stephenson","DET","OF","8900","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06z5o*","Abraham Bastidas","SD","2B","1729","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0630m*","Justin Boyd","(N/A)","OF","2042","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rqh*","Heins Brito","CLE","SS","2119","FA","18","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066m9*","Manuel Cabrera","WSH","1B","2276","FA","20","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02zg5*","Daz Cameron","TOR","OF","2331","FA","29","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pie*","Ryan Cesarini","CLE","OF","2586","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060ur*","Maick Collado","CLE","1B,3B","2751","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06gj4*","Drew Compton","ATL","1B","2780","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y9p*","Luis De Leon","HOU","C","3175","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yub*","Jordan Diaz","(N/A)","2B","3311","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06o0b*","Randal Diaz","BAL","2B,3B,SS","3322","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qtx*","Joel Dragoo","PHI","OF","3419","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06iyu*","Juan Espinal","ATL","OF","3593","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kvh*","Daniel Flames","TEX","2B","3781","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fwf*","Rio Foster","LAA","OF","3850","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l80*","Miguel Hiraldo","(N/A)","2B","4849","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hng*","Ryan Ignoffo","MIA","C","4997","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ppn*","Connor Kaiser","KC","2B","5220","FA","29","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ygs*","Luis Meza","(N/A)","C","6406","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0637m*","Willy Montero","NYY","OF","6552","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hsd*","Bernard Moon","CIN","2B","6573","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064nl*","Kyle Nevin","LAD","1B,3B","6814","FA","24","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*050ya*","Robert Perez Jr.","(N/A)","OF","7339","FA","26","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0503r*","Milkar Perez","(N/A)","1B","7390","FA","24","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06oon*","Tony Santa Maria","TB","2B,OF","8408","FA","24","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qpv*","Jay Thomason","MIN","3B","9163","FA","24","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06j3i*","Will Turner","BOS","OF","9344","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zas*","JC Vanek","KC","1B","9442","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03199*","Luke Voit","(N/A)","1B","9596","FA","35","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04em1*","Je'Von Ward","TOR","OF","9658","FA","26","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y44*","Mike Antico","COL","OF","1437","FA","28","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rmd*","Meykel Baro","BAL","SS","1687","FA","17","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066ep*","Marcus Brown","HOU","2B,3B,SS","2163","FA","24","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qns*","Ali Camarillo","ATH","SS","2328","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06m61*","Jackson Castillo","NYY","OF","2493","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kvg*","Jose Cerice","KC","1B,3B","2576","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06lwn*","Nathanael Cijntje","PHI","OF","2675","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rrw*","Dayber Cruceta","PHI","OF","2939","FA","18","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03vuk*","Yusniel Diaz","(N/A)","OF","3333","FA","29","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04es1*","Duke Ellis","NYY","OF","3538","FA","28","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ua2*","Trey Faltine","CIN","2B","3657","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xmx*","Esteban Gonzalez","CLE","OF","4259","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*041sv*","Payton Henry","PHI","C","4669","FA","29","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0513i*","GJ Hill","COL","OF","4833","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0649b*","Douglas Hodo III","BAL","OF","4866","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06za8*","Matt Klein","COL","C","5342","FA","22","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0734f*","Timothy Mogen","SD","SS","6500","FA","17","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kv3*","Frederi Montero","MIL","1B,3B","6544","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06jfa*","Anderson Navas","PHI","C,1B","6788","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064nz*","Jorel Ortega","MIN","2B","7023","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06af5*","Jack Payton","SF","C","7237","FA","24","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05lnl*","Kaden Polcovich","(N/A)","OF","7561","FA","27","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kkl*","Jurdrick Profar","CHW","2B","7621","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qov*","Gabriel Rodriguez","(N/A)","SS","8037","FA","24","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uwz*","Corey Rosier","(N/A)","OF","8221","FA","26","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rid*","Enry Torres","CIN","C","9255","FA","18","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03qqd*","Seby Zavala","(N/A)","C","9996","FA","32","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rcu*","Fran Alduey","(N/A)","3B","1296","FA","22","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066nw*","Edwin Amparo","BAL","2B","1394","FA","0","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kuh*","Israfell Bautista","TB","OF","1763","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kvf*","Edwin Brito","(N/A)","OF","2117","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mdm*","Juan Brown","CIN","OF","2160","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06h1x*","Sam Brown","WSH","1B","2167","FA","24","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nl7*","Santiago Camacho","SF","C,1B","2326","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0731y*","Carlos Castillo","LAA","OF","2485","FA","17","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0657w*","Everett Cooper III","WSH","2B","2819","FA","22","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05mrj*","Zach Daniels","(N/A)","OF","3045","FA","27","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*041w5*","Jason Delay","BOS","C","3250","FA","31","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06med*","Joan Delgado","(N/A)","OF","3256","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hu4*","Hunter Fitz-Gerald","SEA","1B","3776","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064os*","Manolfi Jimenez","PHI","OF","5120","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05m6j*","Baek-ho Kang","(N/A)","C","5227","FA","26","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0518j*","Marcus Lee Sang","TEX","UT","5550","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qnf*","Jack Lines","TB","2B","5648","FA","20","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062k8*","Cade McGee","STL","2B,3B","6197","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06que*","Ben McLaughlin","ARI","1B","6230","FA","24","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06gjh*","Sam Mongelli","LAD","2B","6527","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072yg*","Yadier Munoz","CHC","SS","6724","FA","17","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cq3*","Andruw Musett","BOS","C","6748","FA","20","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0734d*","Jean Paredes","TB","OF","7167","FA","17","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hnz*","Fernando Peguero","BAL","2B","7256","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05aom*","Roismar Quintana","(N/A)","OF","7666","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yho*","Henry Ramos","KC","OF","7745","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dqt*","Joe Redfield","(N/A)","OF","7782","FA","24","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ra9*","Josmir Reyes","NYM","C","7851","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rnv*","Gabriel Rodriguez","PIT","OF","8040","FA","18","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04pn0*","Cole Roederer","(N/A)","OF","8106","FA","26","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hor*","Stone Russell","KC","1B,3B","8273","FA","22","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066mh*","Carlos Silva","(N/A)","C","8663","FA","20","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fzf*","Bryson Ware","PHI","OF","9661","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yhw*","Jack Winkler","ATH","2B","9862","FA","27","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060qi*","Adam Zebrowski","ATL","C","10000","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ifk*","Jhorvic Abreus","CLE","2B","1190","FA","20","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rgp*","Yhoangel Aponte","(N/A)","OF","1451","FA","22","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ic6*","Vladimir Asencio","(N/A)","OF","1555","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0603r*","Jesus Bastidas","(N/A)","3B,SS","1730","FA","27","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06yzj*","Richie Bonomolo","NYY","OF","1997","FA","22","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06yzh*","Logan Braunschweig","ATL","OF","2072","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uut*","Yojancel Cabrera","LAA","OF","2284","FA","18","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03vum*","Gilberto Celestino","(N/A)","OF","2562","FA","27","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062jz*","Ricardo Cova","SEA","OF","2891","FA","22","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yel*","Daniel Cuvet","(N/A)","SS","3015","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0603k*","Gavin Dugas","(N/A)","3B","3447","FA","26","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066je*","E.J. Exposito","DET","2B,3B","3640","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rkv*","Wandi Feliz","COL","OF","3701","FA","18","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r5y*","Rafael Flores","TOR","OF","3811","FA","19","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nir*","Javier Francisco","(N/A)","SS","3878","FA","23","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*025jv*","Yuli Gurriel","(N/A)","UT","4444","FA","42","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yiy*","Yilber Herrera","MIN","3B","4788","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yic*","Victor Izturis","CLE","C","5023","FA","21","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dn1*","Nick Lorusso","NYM","1B,3B","5757","FA","25","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*021t6*","Martin Maldonado","SD","C","5891","FA","39","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
